osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,width,bridge,tunnel,junction
280158869,Отец Паисий,residential,False,False,97.719,,"LINESTRING (25.6910887 43.120738, 25.6901572 43.1212948)",,,,,,
1237368337,Елена Грънчарова,residential,False,False,29.087,514,"LINESTRING (25.6910887 43.120738, 25.6913321 43.12093)",,,,,,
288795307,Янко Боянов,secondary,True,False,47.117999999999995,53;514,"LINESTRING (25.6910887 43.120738, 25.6908485 43.1205797, 25.6906244 43.120488)",,,,,,
128856704,Г.Измирлиев,residential,True,False,78.735,,"LINESTRING (25.6913798 43.1236271, 25.6922563 43.1239306)",,,,,,
175564136,,residential,False,False,41.422,,"LINESTRING (25.6913798 43.1236271, 25.6910506 43.1235833, 25.6908777 43.1235603)",,,,,,
186968387,Елена Грънчарова,residential,False,True,74.73100000000001,,"LINESTRING (25.6913798 43.1236271, 25.691395 43.1235447, 25.691497 43.1229605)",,,,,,
696040110,Св. Княз Борис I,residential,False,True,107.332,,"LINESTRING (25.6941099 43.1237287, 25.6930563 43.1231453)",2,50,,,,
44637343,Родопи,tertiary,False,False,43.83,514,"LINESTRING (25.6941099 43.1237287, 25.6943122 43.123466, 25.6943743 43.123385)",,,,,,
156800190,Панайот Цвикев,residential,False,False,168.128,,"LINESTRING (25.6840293 43.1249096, 25.6827104 43.1260756)",,,,,,
156800190,Панайот Цвикев,residential,False,True,28.926,,"LINESTRING (25.6840293 43.1249096, 25.6842822 43.1247263)",,,,,,
259541501,Васил Априлов,tertiary,False,False,49.76,,"LINESTRING (25.6840293 43.1249096, 25.6836596 43.1245526)",,,,,,
259541501,Васил Априлов,tertiary,False,True,62.298,,"LINESTRING (25.6840293 43.1249096, 25.6846236 43.1252642)",,,,,,
156800190,Панайот Цвикев,residential,False,False,28.926,,"LINESTRING (25.6842822 43.1247263, 25.6840293 43.1249096)",,,,,,
802399926,Панайот Цвикев,residential,False,False,45.86,,"LINESTRING (25.6842822 43.1247263, 25.6847078 43.124455)",,,,,,
1034230811,,residential,True,False,229.98199999999997,,"LINESTRING (25.6842822 43.1247263, 25.6850078 43.1245296, 25.6865319 43.1240419, 25.6868942 43.123926)",,,,,,
240690585,Цар Освободител,secondary,False,False,77.399,,"LINESTRING (25.6899098 43.1259411, 25.6896737 43.1252667)",,,,,,
332502975,Сливница,residential,False,False,93.562,,"LINESTRING (25.6899098 43.1259411, 25.6910562 43.1258521)",,,,,,
332502975,Сливница,residential,False,True,51.03,,"LINESTRING (25.6899098 43.1259411, 25.6892811 43.1259488)",,,,,,
192490650,Ивайло,residential,False,False,32.171,,"LINESTRING (25.6896737 43.1252667, 25.6892783 43.1252461)",,,,,,
240690585,Цар Освободител,secondary,False,False,33.559,,"LINESTRING (25.6896737 43.1252667, 25.6896286 43.1249667)",,,,,,
240690585,Цар Освободител,secondary,False,True,77.399,,"LINESTRING (25.6896737 43.1252667, 25.6899098 43.1259411)",,,,,,
