osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,bridge,width
504165619,False,Иконом Чучулайн,tertiary,50,False,90.336,,"LINESTRING (23.4801488 41.8334638, 23.4807778 41.8341274)",,
25474406,False,Иконом Чучулайн,tertiary,50,True,149.564,2,"LINESTRING (23.4801488 41.8334638, 23.4796969 41.8329687, 23.4796338 41.8328947, 23.4795624 41.8328181, 23.4793652 41.8326098, 23.479125 41.8323561)",,
26405916,True,Орце Попйорданов,residential,,False,92.3,,"LINESTRING (23.4807778 41.8341274, 23.4798507 41.8345877)",,
504165619,False,Иконом Чучулайн,tertiary,50,True,90.336,,"LINESTRING (23.4807778 41.8341274, 23.4801488 41.8334638)",,
504165619,False,Иконом Чучулайн,tertiary,50,False,100.572,,"LINESTRING (23.4807778 41.8341274, 23.4808443 41.834203, 23.4810633 41.834452, 23.4812609 41.834668, 23.4814536 41.8348787)",,
504165619,False,Иконом Чучулайн,tertiary,50,True,100.572,,"LINESTRING (23.4814536 41.8348787, 23.4812609 41.834668, 23.4810633 41.834452, 23.4808443 41.834203, 23.4807778 41.8341274)",,
504165622,False,Иконом Чучулайн,tertiary,50,False,82.86399999999999,2,"LINESTRING (23.4814536 41.8348787, 23.4815173 41.8349248, 23.4820118 41.8352824, 23.4820997 41.8353496, 23.4821661 41.8354016)",,
"[503310033, 25500228, 25500229]",False,"['Отец Паисий', 'Хан Аспарух']",tertiary,,"[False, True]",43.236999999999995,2,"LINESTRING (23.4828711 41.8365408, 23.482949 41.8365281, 23.4829763 41.8365247, 23.4832524 41.8364845, 23.4833027 41.8364777, 23.4833822 41.8364626)",yes,
25500228,False,Хан Аспарух,tertiary,,True,57.211999999999996,,"LINESTRING (23.4828711 41.8365408, 23.4827583 41.836559, 23.4822002 41.8366626)",,
504165622,False,Иконом Чучулайн,tertiary,50,False,203.768,2,"LINESTRING (23.4828711 41.8365408, 23.4829114 41.8366111, 23.4829353 41.8366501, 23.4834055 41.8373961, 23.4838394 41.8381251, 23.4838905 41.8382084)",,
504165622,False,Иконом Чучулайн,tertiary,50,True,139.493,2,"LINESTRING (23.4828711 41.8365408, 23.4828443 41.8364998, 23.4828136 41.8364479, 23.4825276 41.8359866, 23.4822623 41.8355573, 23.482229 41.8355035, 23.4821661 41.8354016)",,
"[25562538, 25562557]",False,"['Христо Смирненски', 'Василак']",residential,,False,73.347,,"LINESTRING (23.4838905 41.8382084, 23.4831978 41.8384348, 23.4832383 41.838526)",,
504165622,False,Иконом Чучулайн,tertiary,50,True,203.768,2,"LINESTRING (23.4838905 41.8382084, 23.4838394 41.8381251, 23.4834055 41.8373961, 23.4829353 41.8366501, 23.4829114 41.8366111, 23.4828711 41.8365408)",,
25473266,False,Глазне,tertiary,,False,262.846,2,"LINESTRING (23.4833822 41.8364626, 23.4833545 41.8363952, 23.4830659 41.835903, 23.4826412 41.8351958, 23.4823739 41.8347909, 23.4819752 41.8343517)",,
25473266,False,Глазне,tertiary,,True,197.74699999999999,2,"LINESTRING (23.4833822 41.8364626, 23.4834308 41.8365376, 23.4839794 41.8374445, 23.4840838 41.8376213, 23.4843799 41.838078)",,
"[503310033, 25500228, 25500229]",False,"['Отец Паисий', 'Хан Аспарух']",tertiary,,"[False, True]",43.237,2,"LINESTRING (23.4833822 41.8364626, 23.4833027 41.8364777, 23.4832524 41.8364845, 23.4829763 41.8365247, 23.482949 41.8365281, 23.4828711 41.8365408)",yes,
503310033,False,Отец Паисий,tertiary,,True,49.347,2,"LINESTRING (23.4833822 41.8364626, 23.483513 41.8364313, 23.48393 41.8362897)",,
25491360,False,Кирил и Методий,residential,,False,106.93799999999999,,"LINESTRING (23.4873107 41.833965, 23.4872586 41.8337979, 23.4874107 41.8334453, 23.4874767 41.8332503, 23.4874944 41.833032)",,
30708360,False,,residential,,False,53.83,,"LINESTRING (23.4873107 41.833965, 23.4874605 41.8340855, 23.4877009 41.8343505)",,2
503310033,False,Отец Паисий,tertiary,,False,255.094,2,"LINESTRING (23.4873107 41.833965, 23.4872214 41.8340723, 23.4871025 41.8342152, 23.486901 41.8343837, 23.4860345 41.8349033, 23.4859875 41.8349354, 23.485873 41.8350049, 23.4854104 41.8352801, 23.485362 41.8353033, 23.4850378 41.8354876)",,
503310033,False,Отец Паисий,tertiary,,True,91.91799999999999,2,"LINESTRING (23.4873107 41.833965, 23.4874083 41.8338962, 23.4875236 41.8338527, 23.4882854 41.8335788)",,
507325046,False,Хаджи Кандид,residential,,True,114.43299999999999,,"LINESTRING (23.4873107 41.833965, 23.4870294 41.8339715, 23.4865409 41.8341501, 23.4863955 41.8341607, 23.4861157 41.8340635, 23.486015 41.8340671)",,
25603416,False,Радон Тодев,residential,,False,103.943,,"LINESTRING (23.4845358 41.8358442, 23.4845759 41.8358771, 23.4846125 41.8359132, 23.4853038 41.8365832)",,
25603416,False,Радон Тодев,residential,,True,228.865,,"LINESTRING (23.4845358 41.8358442, 23.484482 41.8357946, 23.4843247 41.8356973, 23.4840418 41.8355741, 23.4839598 41.8355024, 23.483721 41.8352632, 23.4835251 41.8351572, 23.4834047 41.8350401, 23.4833402 41.8349007, 23.4833096 41.834828, 23.483244 41.834768, 23.4831528 41.8346926, 23.4830324 41.8345757, 23.4828715 41.8342705)",,
