osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,junction,tunnel
227643961,86,6-ти януари,secondary,False,False,87.148,"LINESTRING (24.8705312 42.008668, 24.8704463 42.0078868)",,,,,
205232282,,,secondary,True,False,37.436,"LINESTRING (24.8705312 42.008668, 24.870567 42.0088216, 24.8706047 42.0089205, 24.8706591 42.0089872)",,,,,
164909122,58,Христо Ботев,secondary,False,False,48.82,"LINESTRING (24.8789462 42.0076665, 24.8784856 42.0079415)",,,,,
164909122,58,Христо Ботев,secondary,False,True,84.223,"LINESTRING (24.8789462 42.0076665, 24.8797587 42.0072091)",,,,,
205238970,,Панайот Сребров,residential,False,False,32.771,"LINESTRING (24.8789462 42.0076665, 24.8787204 42.0074242)",,,,,
164909122,58,Христо Ботев,secondary,False,True,13.434,"LINESTRING (24.8783591 42.0080174, 24.8784856 42.0079415)",,,,,
205238997,58,,secondary,True,False,55.943,"LINESTRING (24.8783591 42.0080174, 24.8780667 42.0082256, 24.8779102 42.008391)",,,,,
205238967,,Н. Й. Вапцаров,residential,False,False,56.642,"LINESTRING (24.8781732 42.0092639, 24.8775137 42.009403)",,,,,
205238999,58,,secondary,False,True,45.772,"LINESTRING (24.8781732 42.0092639, 24.8779612 42.0088836)",,,,,
"[204897565, 205238999]",58,,secondary,False,False,70.381,"LINESTRING (24.8781732 42.0092639, 24.8782229 42.0093509, 24.8784021 42.0096942, 24.8785014 42.0098476)",,,,,
204897569,58,,secondary,False,False,59.944,"LINESTRING (24.8779066 42.010846, 24.8772394 42.0110578)",,,,,
204897570,58,,secondary,True,False,63.706999999999994,"LINESTRING (24.8779066 42.010846, 24.8784039 42.010654, 24.8785655 42.0105536)",,,,,
39398209,,Цар Освободител,residential,False,False,112.595,"LINESTRING (24.871048 42.0112971, 24.8716694 42.0103959)",,,,,
157473939,,Илинден,residential,False,False,66.318,"LINESTRING (24.871048 42.0112971, 24.8716851 42.0116599)",,,,,
157473939,,Илинден,residential,False,True,79.631,"LINESTRING (24.871048 42.0112971, 24.8702319 42.0109161)",,,,,
222981638,,Асенова крепост,residential,False,False,47.837,"LINESTRING (24.8747497 42.0034486, 24.8746582 42.0030238)",2,50,,,
222981912,,Скалата,residential,False,False,18.343,"LINESTRING (24.8747497 42.0034486, 24.8749715 42.0034417)",2,50,,,
86609622,,,residential,True,False,24.779999999999998,"LINESTRING (24.8747497 42.0034486, 24.8747465 42.0036236, 24.8747378 42.003671)",,,,,
687332286,,Изложение,residential,False,True,47.666,"LINESTRING (24.8750091 42.0064466, 24.874926 42.0060224)",,,,,
390299425,,,residential,True,False,26.398,"LINESTRING (24.873652 42.0082826, 24.8733642 42.0083857)",1,50,,,
"[36000085, 36000086, 222977455]",,"Моста на х-л ""Асеновец""",residential,False,True,95.814,"LINESTRING (24.873652 42.0082826, 24.8738143 42.0082372, 24.8745776 42.0079854, 24.8747128 42.0079353)",,,yes,,
222969123,,Цар Иван Асен II,residential,True,False,90.916,"LINESTRING (24.8748287 42.0044926, 24.8747633 42.0040148, 24.8747459 42.0039743, 24.8746901 42.0038442, 24.8745613 42.0037181)",2,50,,,
36000075,,Съединение,residential,False,True,24.231,"LINESTRING (24.8736571 42.0032298, 24.8736303 42.0034468)",2,,,,
732127991,,Св. Св. Кирил и Методи,residential,False,True,60.041,"LINESTRING (24.8736571 42.0032298, 24.8729856 42.0030235)",,,,,
36000075,,Съединение,residential,False,False,24.231,"LINESTRING (24.8736303 42.0034468, 24.8736571 42.0032298)",2,,,,
36000075,,Съединение,residential,False,True,60.52,"LINESTRING (24.8736303 42.0034468, 24.8734586 42.0039759)",2,,,,
"[55912257, 55912259, 222969125, 397482473, 366649917]",,"['Цар Иван Асен II', 'Железния мост']",residential,False,True,84.498,"LINESTRING (24.8736303 42.0034468, 24.8736631 42.003452, 24.8742754 42.0035661, 24.8743313 42.0035742, 24.8744134 42.0036306, 24.8745613 42.0037181)","['2', '3']",50,yes,,
157473939,,Илинден,residential,False,True,66.318,"LINESTRING (24.8716851 42.0116599, 24.871048 42.0112971)",,,,,
451444983,,Атанас Свещаров,residential,False,False,177.92000000000002,"LINESTRING (24.8716851 42.0116599, 24.8717954 42.0115378, 24.8725941 42.0102115)",,,,,
205232293,,Иларион Макариополски,residential,False,True,69.506,"LINESTRING (24.8725941 42.0102115, 24.8722123 42.0096545)",,,,,
"[205232293, 205232271]",,Иларион Макариополски,residential,False,False,160.80999999999997,"LINESTRING (24.8725941 42.0102115, 24.8733318 42.0112513, 24.8734299 42.011387, 24.8734908 42.0114946)",,,,,
451444983,,Атанас Свещаров,residential,False,True,177.92000000000002,"LINESTRING (24.8725941 42.0102115, 24.8717954 42.0115378, 24.8716851 42.0116599)",,,,,
413436754,,Атанас Свещаров,residential,True,False,80.105,"LINESTRING (24.8734459 42.0098674, 24.8725941 42.0102115)",,50,,,
687325971,,Стара планина,residential,False,False,153.022,"LINESTRING (24.8734459 42.0098674, 24.8736083 42.0102274, 24.8741347 42.0111439)",,,,,
449891380,,Стара планина,residential,False,True,35.453,"LINESTRING (24.8733299 42.0090726, 24.8732988 42.0087546)",,,,,
413434983,,Стара планина,residential,True,False,89.103,"LINESTRING (24.8733299 42.0090726, 24.873347 42.0094426, 24.8734459 42.0098674)",,,,,
36000075,,Съединение,residential,False,False,21.976,"LINESTRING (24.8731746 42.0073294, 24.8731426 42.0071332)",2,,,,
1004046127,,Копринарска,residential,False,False,22.56,"LINESTRING (24.8731746 42.0073294, 24.8729209 42.0074044)",2,,,,
36000075,,Съединение,residential,False,True,106.373,"LINESTRING (24.8731746 42.0073294, 24.873308 42.0080572, 24.8733132 42.0082354, 24.8732922 42.0082764)",2,,,,
36000075,,Съединение,residential,False,False,99.917,"LINESTRING (24.8729563 42.0053226, 24.8731022 42.0049922, 24.8733312 42.0044683)",2,,,,
