osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,access
27168234,Опълченска,residential,False,False,26.394,,,,"LINESTRING (25.1026852 43.0219926, 25.1024675 43.0218165)",,
27168234,Опълченска,residential,False,True,47.97,,,,"LINESTRING (25.1026852 43.0219926, 25.1030656 43.0223224)",,
27168243,Росица,residential,False,False,32.72,,,,"LINESTRING (25.1070971 43.0229077, 25.1067317 43.0227843)",,
27168243,Росица,residential,False,True,6.829,,,,"LINESTRING (25.1070971 43.0229077, 25.1071713 43.0229365)",,
218107705,Стефан Пешев,tertiary,True,False,40.18,2,404,50,"LINESTRING (25.1070971 43.0229077, 25.1071568 43.0228622, 25.1072255 43.022809, 25.1073299 43.0227575, 25.107504 43.0227187)",,
27168234,Опълченска,residential,False,True,82.653,,,,"LINESTRING (25.1036517 43.022934, 25.1040819 43.0236075)",,
27168243,Росица,residential,False,False,66.45,,,,"LINESTRING (25.1036517 43.022934, 25.1028946 43.0231593)",,
27168243,Росица,residential,False,True,87.69,,,,"LINESTRING (25.1036517 43.022934, 25.1046508 43.0226367)",,
27168234,Опълченска,residential,False,False,83.155,,,,"LINESTRING (25.1036517 43.022934, 25.1034713 43.0227127, 25.1030656 43.0223224)",,
167924202,Велика и Георги Ченчеви,residential,False,False,49.245,,,,"LINESTRING (25.1056223 43.022401, 25.1059178 43.0227876)",,
27168243,Росица,residential,False,False,83.77799999999999,,,,"LINESTRING (25.1056223 43.022401, 25.1055056 43.0224051, 25.105346 43.0224298, 25.1046508 43.0226367)",,
27168243,Росица,residential,False,True,100.28299999999999,,,,"LINESTRING (25.1056223 43.022401, 25.1057826 43.0224241, 25.1061302 43.0225451, 25.1063353 43.0226164, 25.1067317 43.0227843)",,
469899710,Васил Левски,residential,False,True,103.94,,,,"LINESTRING (25.1042739 43.0293028, 25.1047724 43.0301636)",,
690446269,Св.Княз Борис I,residential,False,True,21.677,,,,"LINESTRING (25.1042739 43.0293028, 25.1040154 43.0292549)",,
690446270,Васил Левски,residential,False,False,29.573,,,,"LINESTRING (25.1042739 43.0293028, 25.1041397 43.0290556)",,
690446271,Св.Княз Борис I,residential,False,False,130.257,,,,"LINESTRING (25.1042739 43.0293028, 25.1048891 43.0294565, 25.1054323 43.0296326, 25.1057619 43.029735)",,
690446270,Васил Левски,residential,False,False,95.828,,,,"LINESTRING (25.1041397 43.0290556, 25.1043152 43.0282034)",,
690446270,Васил Левски,residential,False,True,29.573,,,,"LINESTRING (25.1041397 43.0290556, 25.1042739 43.0293028)",,
791250075,,residential,False,True,24.356,,,,"LINESTRING (25.1041397 43.0290556, 25.1040154 43.0292549)",,
690446270,Васил Левски,residential,False,True,50.603,,,,"LINESTRING (25.1037156 43.0267061, 25.1040079 43.0271079)",,
395717347,Стефан Пешев,tertiary,False,False,55.473,,404,50,"LINESTRING (25.1037156 43.0267061, 25.103976 43.0266398, 25.1041567 43.0265597, 25.1043059 43.0264675)",,
395717347,Стефан Пешев,tertiary,False,True,53.342999999999996,,404,50,"LINESTRING (25.1037156 43.0267061, 25.1036019 43.0267234, 25.1030766 43.0268152)",,
27198732,П.Р. Славейков,residential,False,False,31.08,,,,"LINESTRING (25.1015488 43.0252852, 25.1014357 43.0250182)",,
