osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,ref,bridge
24857085,True,Тодор Тупаров,residential,50,False,48.828,,"LINESTRING (24.0917689 41.9927458, 24.0918446 41.9923103)",,
157149314,False,Тодор Тупаров,tertiary,50,False,34.655,2,"LINESTRING (24.0917689 41.9927458, 24.0918762 41.9926773, 24.0921051 41.9925602)",,
157149314,False,Тодор Тупаров,tertiary,50,True,140.534,2,"LINESTRING (24.0917689 41.9927458, 24.0916957 41.9930946, 24.0916099 41.993337, 24.0912382 41.9939366)",,
297632286,False,,residential,50,True,59.409,,"LINESTRING (24.092655 41.9923265, 24.0919676 41.9921702)",,
297635388,False,,residential,,True,77.487,,"LINESTRING (24.092655 41.9923265, 24.093541 41.9925545)",,
24856345,False,,residential,50,True,83.21199999999999,,"LINESTRING (24.092655 41.9923265, 24.0926174 41.9924367, 24.0924076 41.9930519)",,
157149314,False,Тодор Тупаров,tertiary,50,False,110.063,2,"LINESTRING (24.092655 41.9923265, 24.092677 41.9922653, 24.0928906 41.991671, 24.0929305 41.9915112, 24.0929412 41.9913626)",,
157149314,False,Тодор Тупаров,tertiary,50,True,52.38300000000001,2,"LINESTRING (24.092655 41.9923265, 24.0924167 41.9924184, 24.0921939 41.9925198, 24.0921051 41.9925602)",,
297632304,False,,residential,,False,22.486,,"LINESTRING (24.09254 41.9902705, 24.0928062 41.9902287)",,
25585366,False,Слави Йовчев,residential,,False,128.36599999999999,,"LINESTRING (24.09254 41.9902705, 24.0921516 41.9903313, 24.0910182 41.9905014)",,
945999593,False,Тодор Тупаров,tertiary,50,False,73.83099999999999,2,"LINESTRING (24.09254 41.9902705, 24.092497 41.990209, 24.0921279 41.9896814)",,
945999593,False,Тодор Тупаров,tertiary,50,True,71.359,2,"LINESTRING (24.09254 41.9902705, 24.0927437 41.9908108, 24.0927673 41.9908895)",,
25585343,False,Иван Вазов,residential,,True,111.26,,"LINESTRING (24.0871665 41.9920236, 24.0884575 41.9923073)",,
477822382,False,Иван Клинчаров,tertiary,50,False,12.911,2,"LINESTRING (24.0871665 41.9920236, 24.08713 41.9919107)",376,
24856158,False,Иван Клинчаров,tertiary,50,True,134.114,2,"LINESTRING (24.0871665 41.9920236, 24.0872116 41.9921297, 24.0875758 41.9929861, 24.0876447 41.993176)",376,
477822382,False,Иван Клинчаров,tertiary,50,True,12.911,2,"LINESTRING (24.08713 41.9919107, 24.0871665 41.9920236)",376,
477822382,False,Иван Клинчаров,tertiary,50,False,151.39600000000002,2,"LINESTRING (24.08713 41.9919107, 24.0871228 41.9917714, 24.0871124 41.9915699, 24.0873151 41.9905606)",376,
719032776,False,Грамадка,residential,50,True,43.959,,"LINESTRING (24.08713 41.9919107, 24.0870435 41.9919289, 24.0866183 41.9920186)",,
477822382,False,Иван Клинчаров,tertiary,50,False,116.713,2,"LINESTRING (24.0874042 41.9894265, 24.0872246 41.9883854)",376,
25585184,False,Васил Левски,residential,50,False,108.217,,"LINESTRING (24.0874042 41.9894265, 24.0872397 41.9894182, 24.0862063 41.9890526)",,
477822382,False,Иван Клинчаров,tertiary,50,True,126.938,2,"LINESTRING (24.0874042 41.9894265, 24.0874471 41.9897454, 24.0874401 41.9897883, 24.0873962 41.9900595, 24.0873151 41.9905606)",376,
477822382,False,Иван Клинчаров,tertiary,50,True,116.713,2,"LINESTRING (24.0872246 41.9883854, 24.0874042 41.9894265)",376,
24857087,False,Хр.Боянов,residential,,False,164.079,,"LINESTRING (24.0872246 41.9883854, 24.0881784 41.9885145, 24.0891819 41.9886315)",,
477822382,False,Иван Клинчаров,tertiary,50,False,91.265,2,"LINESTRING (24.0872246 41.9883854, 24.087183 41.9881505, 24.0871724 41.9877933, 24.0871787 41.9875668)",376,
477822382,False,Иван Клинчаров,tertiary,50,True,86.69,2,"LINESTRING (24.087213 41.9867876, 24.0871787 41.9875668)",376,
24857225,False,Липа,residential,,True,80.67699999999999,,"LINESTRING (24.087213 41.9867876, 24.0874305 41.9869151, 24.0879905 41.9872262)",,
157149314,False,Тодор Тупаров,tertiary,50,False,52.383,2,"LINESTRING (24.0921051 41.9925602, 24.0921939 41.9925198, 24.0924167 41.9924184, 24.092655 41.9923265)",,
157149314,False,Тодор Тупаров,tertiary,50,True,34.655,2,"LINESTRING (24.0921051 41.9925602, 24.0918762 41.9926773, 24.0917689 41.9927458)",,
542995457,False,Ал. Стамболийски,tertiary,50,True,60.119,,"LINESTRING (24.0921051 41.9925602, 24.0921751 41.992674, 24.0924076 41.9930519)",,
542995459,False,Александър Стамболийски,residential,50,True,35.152,,"LINESTRING (24.0921051 41.9925602, 24.0920382 41.9924961, 24.0918446 41.9923103)",,
24856345,False,,residential,50,False,83.21199999999999,,"LINESTRING (24.0924076 41.9930519, 24.0926174 41.9924367, 24.092655 41.9923265)",,
542995457,False,Ал. Стамболийски,tertiary,50,False,60.119,,"LINESTRING (24.0924076 41.9930519, 24.0921751 41.992674, 24.0921051 41.9925602)",,
