osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction,lanes
24561543,Г. С. Раковски,tertiary,50,False,False,134.70100000000002,"LINESTRING (24.7150119 42.8908684, 24.7150583 42.8907346, 24.7150858 42.8906554, 24.715419 42.8896943)",,,,
"[326959117, 34169621, 326959118]",,residential,40,False,False,157.391,"LINESTRING (24.7150119 42.8908684, 24.7148402 42.890833, 24.7141616 42.8906896, 24.7138503 42.8906322, 24.7137181 42.8906078, 24.7133373 42.8905377, 24.713143 42.890563)",357,yes,,
"[34169621, 326959117, 326959118]",,residential,40,False,True,157.39100000000002,"LINESTRING (24.713143 42.890563, 24.7133373 42.8905377, 24.7137181 42.8906078, 24.7138503 42.8906322, 24.7141616 42.8906896, 24.7148402 42.890833, 24.7150119 42.8908684)",357,yes,,
703106492,,residential,,True,False,25.063999999999997,"LINESTRING (24.713143 42.890563, 24.7131533 42.8905998, 24.7131479 42.8906372, 24.7131273 42.8906715, 24.7130934 42.8906997, 24.7130493 42.890719, 24.7129994 42.8907275)",357,,roundabout,
38211860,М. Радковски,residential,40,False,True,108.376,"LINESTRING (24.7104511 42.8904799, 24.7105574 42.8905, 24.711739 42.890724)",357,,,
1054891455,Христо Ботев,secondary,40,False,True,109.209,"LINESTRING (24.7104511 42.8904799, 24.710454 42.8905491, 24.7104621 42.8907456, 24.7104717 42.8907987, 24.7104906 42.8908506, 24.7105119 42.8908991, 24.7105362 42.8909521, 24.7107334 42.8913843, 24.7107542 42.8914282)",,,,2
1237316966,Христо Ботев,secondary,40,False,False,135.113,"LINESTRING (24.7104511 42.8904799, 24.7103949 42.8897792, 24.7103582 42.8893207, 24.7103539 42.8892669)",,,,2
1237316967,М. Радковски,residential,40,False,False,56.54,"LINESTRING (24.7104511 42.8904799, 24.7103409 42.8904677, 24.7097618 42.8904212)",,,,
1054891455,Христо Ботев,secondary,40,False,True,18.712,"LINESTRING (24.7115154 42.895201, 24.7114557 42.8953635)",,,,2
288491215,Незабравка,residential,30,False,True,78.59100000000001,"LINESTRING (24.7115154 42.895201, 24.7114298 42.8952009, 24.711327 42.8952009, 24.7112324 42.8951885, 24.7111456 42.8951578, 24.7109278 42.895036, 24.7106867 42.8948934)",,,,
1054891455,Христо Ботев,secondary,40,False,False,112.283,"LINESTRING (24.7115154 42.895201, 24.7114984 42.8942419, 24.7114975 42.8941913)",,,,2
657929950,Радецки,residential,50,False,False,85.49100000000001,"LINESTRING (24.7107542 42.8914282, 24.7108378 42.8914315, 24.7118034 42.8914219)",,,,2
657929950,Радецки,residential,50,False,True,73.197,"LINESTRING (24.7107542 42.8914282, 24.7106513 42.8914245, 24.7098559 42.8914166)",,,,2
1054891455,Христо Ботев,secondary,40,False,False,109.209,"LINESTRING (24.7107542 42.8914282, 24.7107334 42.8913843, 24.7105362 42.8909521, 24.7105119 42.8908991, 24.7104906 42.8908506, 24.7104717 42.8907987, 24.7104621 42.8907456, 24.710454 42.8905491, 24.7104511 42.8904799)",,,,2
1054891455,Христо Ботев,secondary,40,False,True,104.895,"LINESTRING (24.7107542 42.8914282, 24.7107785 42.8914796, 24.7109623 42.8918824, 24.7111635 42.8923226)",,,,2
