osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,ref
281812123,tertiary,50,False,False,18.165,,"LINESTRING (26.8314555 43.7123924, 26.8314904 43.7125538)",,
281812896,residential,,False,False,64.475,Росица,"LINESTRING (26.826097 43.7163517, 26.8261058 43.7169315)",,
281812899,residential,,False,True,66.613,Стара планина,"LINESTRING (26.826097 43.7163517, 26.8254342 43.715992)",,
281812895,residential,,False,False,270.118,Дунав,"LINESTRING (26.826097 43.7163517, 26.8239603 43.7178555, 26.8239369 43.7178795, 26.8239242 43.7179118, 26.8239305 43.7181225)",,
"[193358505, 281812895]",residential,,False,True,184.253,"['Родопи', 'Дунав']","LINESTRING (26.826097 43.7163517, 26.8271538 43.7155933, 26.8271921 43.7155451, 26.8271786 43.7154706, 26.8271453 43.7153731, 26.8270294 43.7150338)",,
281812894,residential,,False,False,88.157,Камчия,"LINESTRING (26.8261559 43.7180552, 26.8272523 43.7180302)",,
281812894,residential,,False,True,179.003,Камчия,"LINESTRING (26.8261559 43.7180552, 26.8239305 43.7181225)",,
281812896,residential,,False,False,177.878,Росица,"LINESTRING (26.8261559 43.7180552, 26.8262515 43.7196534)",,
281812896,residential,,False,True,125.015,Росица,"LINESTRING (26.8261559 43.7180552, 26.8261058 43.7169315)",,
193160418,secondary,50,False,True,101.905,Вихрен,"LINESTRING (26.8360132 43.7170219, 26.8352534 43.7162882)",2,23
"[193360808, 193521665]",residential,50,False,False,208.12400000000002,"['Оборище', 'Черни връх']","LINESTRING (26.8360132 43.7170219, 26.834952 43.7177079, 26.8340182 43.7172033)",2,
282715228,secondary,50,False,False,107.548,Арда,"LINESTRING (26.8360132 43.7170219, 26.8360665 43.7172003, 26.8361007 43.7179846)",2,23
193160418,secondary,50,False,False,47.562,Вихрен,"LINESTRING (26.8345257 43.7155618, 26.8348723 43.7159085)",2,23
281812116,secondary,50,False,False,100.483,Ахинора,"LINESTRING (26.8345257 43.7155618, 26.8353878 43.7151745, 26.8355819 43.7150785)",2,23
1237533060,residential,,False,True,42.373000000000005,Ахинора,"LINESTRING (26.8345257 43.7155618, 26.8343135 43.7156434, 26.8340552 43.7157336)",,
41918182,tertiary,50,False,False,81.307,Христо Ботев,"LINESTRING (26.828138 43.7128678, 26.8290637 43.7125729)",,
41918182,tertiary,50,False,True,61.636,Христо Ботев,"LINESTRING (26.828138 43.7128678, 26.8277848 43.7129748, 26.827441 43.7130983)",,
193159503,residential,,False,False,104.754,Христо Ботев,"LINESTRING (26.8332497 43.7127269, 26.8345439 43.7128383)",,
193159503,residential,,False,True,142.705,Христо Ботев,"LINESTRING (26.8332497 43.7127269, 26.8314904 43.7125538)",,
193159513,residential,50,False,True,113.733,Иван Вазов,"LINESTRING (26.8332497 43.7127269, 26.8326502 43.7136534)",2,
193159503,residential,,False,False,142.705,Христо Ботев,"LINESTRING (26.8314904 43.7125538, 26.8332497 43.7127269)",,
281812123,tertiary,50,False,False,22.415,,"LINESTRING (26.8314904 43.7125538, 26.8315165 43.7127545)",,
281812123,tertiary,50,False,True,18.165,,"LINESTRING (26.8314904 43.7125538, 26.8314555 43.7123924)",,
193360784,residential,,False,False,14.478,,"LINESTRING (26.8318117 43.715375, 26.8316492 43.7154312)",,
1237533060,residential,,False,False,94.359,Ахинора,"LINESTRING (26.8318117 43.715375, 26.8329578 43.7155591)",,
193159504,residential,,False,True,206.07999999999998,,"LINESTRING (26.8318117 43.715375, 26.8321443 43.7150028, 26.8324233 43.7145762, 26.8325735 43.7140954, 26.8326502 43.7136534)",,
45101132,residential,,False,False,71.143,Христо Ясенов,"LINESTRING (26.8335089 43.7136917, 26.8343926 43.7137286)",2,
45101132,residential,,False,True,69.147,Христо Ясенов,"LINESTRING (26.8335089 43.7136917, 26.8326502 43.7136534)",2,
193159499,residential,50,False,True,212.82599999999996,,"LINESTRING (26.8335089 43.7136917, 26.8333781 43.7144452, 26.8329578 43.7155591)",2,
45101132,residential,,False,False,69.147,Христо Ясенов,"LINESTRING (26.8326502 43.7136534, 26.8335089 43.7136917)",2,
