osmid,highway,oneway,reversed,length,name,geometry,bridge,ref,maxspeed,lanes
519528475,residential,False,False,53.748,,"LINESTRING (26.9831749 42.6470319, 26.9825483 42.6471776)",,,,
178992115,residential,False,True,103.05699999999999,Сашо Кофарджиев,"LINESTRING (26.9831749 42.6470319, 26.9842206 42.6467814, 26.9843749 42.6467495)",,,,
519528472,residential,False,True,128.13400000000001,Алекси Нейчев,"LINESTRING (26.9831749 42.6470319, 26.9837266 42.6479762, 26.9837571 42.6480987)",,,,
519528477,residential,False,False,115.678,Алекси Нейчев,"LINESTRING (26.9831749 42.6470319, 26.9832164 42.6466719, 26.9834501 42.646015)",,,,
77912174,residential,False,True,24.922,,"LINESTRING (26.9820549 42.6457705, 26.9823596 42.6457718)",yes,,,
178987584,residential,False,False,53.324,,"LINESTRING (26.9820549 42.6457705, 26.981403 42.6457769)",,,,
77912174,residential,False,False,24.922,,"LINESTRING (26.9823596 42.6457718, 26.9820549 42.6457705)",yes,,,
178994613,residential,True,False,158.516,,"LINESTRING (26.9823596 42.6457718, 26.9823231 42.6459663, 26.9823359 42.6461625, 26.9823866 42.6467579, 26.9825483 42.6471776)",,,,
802494014,residential,False,False,95.33500000000001,,"LINESTRING (26.9823596 42.6457718, 26.9829332 42.6458055, 26.9834501 42.646015)",,,,
204259601,residential,False,True,136.381,Велчова Завера,"LINESTRING (26.9781307 42.6505551, 26.9767448 42.649873)",,,,
204259605,residential,False,False,36.348,Неофит Бозвели,"LINESTRING (26.9781307 42.6505551, 26.9780406 42.6508752)",,,,
204259605,residential,False,True,74.258,Неофит Бозвели,"LINESTRING (26.9781307 42.6505551, 26.9786564 42.6500106)",,,,
178980023,tertiary,False,False,131.762,Екзарх Антим,"LINESTRING (26.977806 42.6486847, 26.9787253 42.6477116)",,5391,50,
178980023,tertiary,False,True,79.467,Екзарх Антим,"LINESTRING (26.977806 42.6486847, 26.9772725 42.649282)",,5391,50,
178985620,residential,False,True,57.181,Иван Рилски,"LINESTRING (26.977806 42.6486847, 26.9783918 42.6489654)",,,,
204257848,residential,False,False,85.811,Гоце Делчев,"LINESTRING (26.977806 42.6486847, 26.9769334 42.6482562)",,,,
178980023,tertiary,False,False,78.621,Екзарх Антим,"LINESTRING (26.9767448 42.649873, 26.9772725 42.649282)",,5391,50,
204259601,residential,False,False,136.381,Велчова Завера,"LINESTRING (26.9767448 42.649873, 26.9781307 42.6505551)",,,,
178997478,primary,False,False,25.795,Москва,"LINESTRING (26.9799696 42.6510887, 26.9802815 42.6511232)",,6,50,2
178997478,primary,False,True,159.536,Москва,"LINESTRING (26.9799696 42.6510887, 26.9780406 42.6508752)",,6,50,2
178985620,residential,False,False,162.76500000000001,Иван Рилски,"LINESTRING (26.9799696 42.6510887, 26.9799869 42.6509599, 26.9799307 42.6508263, 26.9790963 42.6498015)",,,,
