osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge
276831645,Илинден,residential,False,True,159.953,"LINESTRING (23.4714293 41.8828808, 23.4695587 41.8825207)",,,,
390303360,кап.Телемах Илиев,tertiary,False,False,116.555,"LINESTRING (23.4714293 41.8828808, 23.4712493 41.8839204)",,,,
390303360,кап.Телемах Илиев,tertiary,False,True,115.31700000000001,"LINESTRING (23.4714293 41.8828808, 23.4714616 41.8826628, 23.4715299 41.8822029, 23.4715654 41.8819639, 23.4715822 41.88185)",,,,
513647628,Илинден,residential,False,True,48.021,"LINESTRING (23.4714293 41.8828808, 23.4717731 41.8829564, 23.4719534 41.8830523)",,,,
26389330,Илийска,residential,False,False,141.827,"LINESTRING (23.4711283 41.8846644, 23.46948 41.8843166)",,,,
276839199,кап.Телемах Илиев,residential,False,False,75.732,"LINESTRING (23.4711283 41.8846644, 23.470784 41.8852954)",,,,
276839199,кап.Телемах Илиев,residential,False,True,83.333,"LINESTRING (23.4711283 41.8846644, 23.4712493 41.8839204)",,,,
25474128,Христо Ботев,tertiary,False,False,47.693,"LINESTRING (23.4700979 41.8866113, 23.470662 41.8865241)",1,50,,
277401325,кап.Телемах Илиев,residential,False,True,50.113,"LINESTRING (23.4700979 41.8866113, 23.4703262 41.8861939)",,,,
25474128,Христо Ботев,tertiary,False,True,99.542,"LINESTRING (23.4700979 41.8866113, 23.4694028 41.8866923, 23.4691218 41.8866737, 23.4689104 41.8866379)",1,50,,
25474128,Христо Ботев,tertiary,False,False,99.542,"LINESTRING (23.4689104 41.8866379, 23.4691218 41.8866737, 23.4694028 41.8866923, 23.4700979 41.8866113)",1,50,,
25474128,Христо Ботев,tertiary,False,True,97.338,"LINESTRING (23.4689104 41.8866379, 23.4679449 41.886357, 23.4678151 41.8863195)",1,50,,
116961590,Булаир,residential,False,True,72.789,"LINESTRING (23.4689104 41.8866379, 23.4689227 41.8870265, 23.4689226 41.8872924)",,,,
802989744,,residential,False,True,91.044,"LINESTRING (23.4678151 41.8863195, 23.4677082 41.8855046)",1,40,,
25474128,Христо Ботев,tertiary,False,False,97.338,"LINESTRING (23.4678151 41.8863195, 23.4679449 41.886357, 23.4689104 41.8866379)",1,50,,
277400908,Опълченска,tertiary,False,False,114.48899999999999,"LINESTRING (23.4678151 41.8863195, 23.4678389 41.8866045, 23.4678566 41.8870933, 23.4678658 41.8873483)",,,,
"[806931648, 806931649, 806931650]",,residential,True,False,36.681000000000004,"LINESTRING (23.4675438 41.885426, 23.4674803 41.8854312, 23.4674181 41.8854203, 23.4673645 41.8853944, 23.4673256 41.8853566, 23.4673061 41.8853113, 23.4673042 41.8852761, 23.4673218 41.885236, 23.4673295 41.8852226)",1,40,roundabout,yes
25474192,,residential,True,False,16.084,"LINESTRING (23.4676504 41.8853665, 23.4677082 41.8855046)",1,40,,
806931649,,residential,True,False,11.247,"LINESTRING (23.4676504 41.8853665, 23.4676217 41.8853926, 23.4675855 41.8854128, 23.4675438 41.885426)",1,40,roundabout,
806931651,,residential,True,False,4.774,"LINESTRING (23.4676733 41.8853271, 23.4676504 41.8853665)",1,40,roundabout,
26389237,,residential,True,False,98.292,"LINESTRING (23.4676361 41.8852026, 23.46798 41.8851374, 23.4685083 41.8849987, 23.4687518 41.884908)",1,40,,
"[806931648, 806931651, 806931652]",,residential,True,False,14.665,"LINESTRING (23.4676361 41.8852026, 23.4676662 41.8852405, 23.467679 41.8852834, 23.4676733 41.8853271)",1,40,roundabout,yes
806931648,,residential,True,False,8.004000000000001,"LINESTRING (23.467558 41.8851612, 23.4676007 41.8851781, 23.4676361 41.8852026)",1,40,roundabout,
802989744,,residential,False,False,91.044,"LINESTRING (23.4677082 41.8855046, 23.4678151 41.8863195)",1,40,,
802989745,,residential,True,False,16.174,"LINESTRING (23.4677082 41.8855046, 23.4675438 41.885426)",1,40,,
116961601,,residential,False,True,87.703,"LINESTRING (23.4678658 41.8873483, 23.4689226 41.8872924)",,,,
"[277400908, 26388830, 26388828]",Опълченска,tertiary,False,False,92.364,"LINESTRING (23.4678658 41.8873483, 23.4679015 41.8879818, 23.4679026 41.8880061, 23.4679105 41.8881272, 23.4679126 41.8881782)",,,,yes
277400908,Опълченска,tertiary,False,True,114.48899999999999,"LINESTRING (23.4678658 41.8873483, 23.4678566 41.8870933, 23.4678389 41.8866045, 23.4678151 41.8863195)",,,,
26388828,Опълченска,tertiary,False,True,89.544,"LINESTRING (23.4680118 41.8895919, 23.4679398 41.8887884)",,,,
799827252,,tertiary,False,False,14.627,"LINESTRING (23.4680118 41.8895919, 23.46802 41.8897233)",1,50,,
