osmid,bridge,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access
338104846,yes,Старата върба,residential,False,False,43.889,"LINESTRING (24.3934688 41.7427492, 24.3932429 41.7423923)",,,
803225822,,,residential,False,True,8.78,"LINESTRING (24.3934688 41.7427492, 24.3935015 41.7428243)",,,
"[262213825, 338755883]",,Родопи,residential,False,False,321.0400000000001,"LINESTRING (24.3934688 41.7427492, 24.39444 41.7424584, 24.3945998 41.7424352, 24.3958524 41.7425481, 24.396463 41.7426058, 24.3965052 41.7426266, 24.396523 41.7426519, 24.396507 41.7428163, 24.3965256 41.7428516, 24.3965837 41.7428711, 24.3969388 41.7429087)",,,
48672079,,Освобождение,residential,False,True,257.319,"LINESTRING (24.4005332 41.742011, 24.4006088 41.7420249, 24.400695 41.7420349, 24.4008125 41.7420336, 24.4009714 41.7420245, 24.401099 41.74201, 24.4025468 41.7417901, 24.4026598 41.7417607, 24.4027726 41.7416959, 24.40326 41.7412878, 24.403287 41.7412493)",2,50,yes
262372361,,Васил Левски,residential,False,False,64.786,"LINESTRING (24.4005332 41.742011, 24.4005106 41.7418735, 24.4004792 41.7416951, 24.4004349 41.7416048, 24.4003824 41.7415406, 24.4003086 41.7414659)",2,50,yes
"[126906416, 285453482, 285453479]",yes,,residential,False,"[False, True]",72.17,"LINESTRING (24.4005332 41.742011, 24.4004269 41.7420379, 24.3999129 41.7422536, 24.399758 41.7423019)",,,
262372361,,Васил Левски,residential,False,False,42.2,"LINESTRING (24.3932429 41.7423923, 24.3927733 41.7425381)",2,50,yes
262372361,,Васил Левски,residential,False,True,77.328,"LINESTRING (24.3932429 41.7423923, 24.3941258 41.7421695)",2,50,yes
338104846,yes,Старата върба,residential,False,True,43.889,"LINESTRING (24.3932429 41.7423923, 24.3934688 41.7427492)",,,
285453477,,Слави Кацаров,residential,False,True,111.053,"LINESTRING (24.3932429 41.7423923, 24.393165 41.7422789, 24.3928579 41.7417131, 24.3927395 41.7416253, 24.3925796 41.7415594)",,,
262372357,,,residential,False,True,12.516,"LINESTRING (24.4010022 41.7429571, 24.4008594 41.7429208)",,,
285459866,,,residential,False,True,7.473,"LINESTRING (24.4010022 41.7429571, 24.4010011 41.7430243)",,,
338757415,,Гимназиална,residential,False,False,111.59800000000001,"LINESTRING (24.4010022 41.7429571, 24.4014973 41.7429925, 24.4022244 41.7430221, 24.4023412 41.7430411)",,,
338757415,,Гимназиална,residential,False,True,57.101,"LINESTRING (24.4030197 41.7431272, 24.4023412 41.7430411)",,,
338757414,,Младост,residential,False,False,120.958,"LINESTRING (24.4030197 41.7431272, 24.4039243 41.7433339, 24.4043819 41.743505)",,,
262213062,,Стара планина,residential,False,False,96.27,"LINESTRING (24.4003086 41.7414659, 24.4003982 41.741283, 24.4007709 41.7406723)",,,
262372361,,Васил Левски,residential,False,False,340.601,"LINESTRING (24.4003086 41.7414659, 24.4001349 41.7413833, 24.3993171 41.7410288, 24.3989148 41.740938, 24.3985689 41.7409216, 24.3979354 41.7409332, 24.3976993 41.7409495, 24.3967998 41.7410437, 24.3963971 41.7410895)",2,50,yes
262372361,,Васил Левски,residential,False,True,64.786,"LINESTRING (24.4003086 41.7414659, 24.4003824 41.7415406, 24.4004349 41.7416048, 24.4004792 41.7416951, 24.4005106 41.7418735, 24.4005332 41.742011)",2,50,yes
262213062,,Стара планина,residential,False,False,28.706,"LINESTRING (24.4008528 41.7405487, 24.4010062 41.7403173)",,,
262213062,,Стара планина,residential,False,True,15.332,"LINESTRING (24.4008528 41.7405487, 24.4007709 41.7406723)",,,
445905374,,,residential,False,False,116.815,"LINESTRING (24.4008528 41.7405487, 24.4017823 41.7406999, 24.4022272 41.7406233)",,,
"[336125426, 445905374]",,Техеран,residential,False,True,182.606,"LINESTRING (24.4008528 41.7405487, 24.4006921 41.7405144, 24.4005729 41.7403912, 24.400417 41.7400719, 24.4003967 41.7399897, 24.4004262 41.7398917, 24.4005882 41.7393353, 24.4006432 41.7390661)",,,
445905374,,,residential,False,False,112.148,"LINESTRING (24.4022272 41.7406233, 24.403287 41.7412493)",,,
262213634,,Явор,residential,False,False,155.35500000000002,"LINESTRING (24.4022272 41.7406233, 24.4024854 41.7401838, 24.4026243 41.7400348, 24.4032879 41.7394906)",,,
445905374,,,residential,False,True,116.815,"LINESTRING (24.4022272 41.7406233, 24.4017823 41.7406999, 24.4008528 41.7405487)",,,
445905374,,,residential,False,True,112.148,"LINESTRING (24.403287 41.7412493, 24.4022272 41.7406233)",,,
48672079,,Освобождение,residential,False,False,257.319,"LINESTRING (24.403287 41.7412493, 24.40326 41.7412878, 24.4027726 41.7416959, 24.4026598 41.7417607, 24.4025468 41.7417901, 24.401099 41.74201, 24.4009714 41.7420245, 24.4008125 41.7420336, 24.400695 41.7420349, 24.4006088 41.7420249, 24.4005332 41.742011)",2,50,yes
262213742,,,residential,False,False,27.505,"LINESTRING (24.3997768 41.7425345, 24.3995536 41.7427174)",,,
262372357,,,residential,False,False,99.94800000000001,"LINESTRING (24.3997768 41.7425345, 24.3999394 41.7426239, 24.400363 41.7427706, 24.4006523 41.7428563, 24.4008594 41.7429208)",,,
262372357,,,residential,False,True,26.19,"LINESTRING (24.3997768 41.7425345, 24.3997461 41.7423756, 24.399747 41.7423277, 24.399758 41.7423019)",,,
445905376,,,residential,False,True,48.316,"LINESTRING (24.3982047 41.7442094, 24.3984537 41.7439448, 24.3984979 41.743898, 24.3985392 41.7438537)",,,
445905378,,Катя Ванчева,residential,False,False,110.077,"LINESTRING (24.3982047 41.7442094, 24.3989483 41.7440948, 24.3994951 41.7439815)",,,
445905378,,Катя Ванчева,residential,False,True,64.028,"LINESTRING (24.3982047 41.7442094, 24.3978798 41.7442622, 24.3974406 41.7442586)",,,
338755883,,,residential,False,False,28.295,"LINESTRING (24.3969388 41.7429087, 24.3971343 41.7427002)",,,
262356448,,,residential,False,False,86.318,"LINESTRING (24.3969388 41.7429087, 24.3969057 41.7431673, 24.3968379 41.7435288, 24.3968097 41.7436788)",,,
"[262213825, 338755883]",,Родопи,residential,False,True,321.04,"LINESTRING (24.3969388 41.7429087, 24.3965837 41.7428711, 24.3965256 41.7428516, 24.396507 41.7428163, 24.396523 41.7426519, 24.3965052 41.7426266, 24.396463 41.7426058, 24.3958524 41.7425481, 24.3945998 41.7424352, 24.39444 41.7424584, 24.3934688 41.7427492)",,,
338755883,,,residential,False,True,28.295,"LINESTRING (24.3971343 41.7427002, 24.3969388 41.7429087)",,,
334678317,,,residential,False,False,75.374,"LINESTRING (24.3971343 41.7427002, 24.3972356 41.7427045, 24.3980406 41.742747)",,,
338755883,,,residential,False,False,50.282999999999994,"LINESTRING (24.3971343 41.7427002, 24.397161 41.7426746, 24.3971744 41.7426476, 24.3972332 41.7422591)",,,
338755883,,,residential,False,True,50.282999999999994,"LINESTRING (24.3972332 41.7422591, 24.3971744 41.7426476, 24.397161 41.7426746, 24.3971343 41.7427002)",,,
516254869,,Първи май,residential,True,False,253.40899999999996,"LINESTRING (24.3972332 41.7422591, 24.3971042 41.7422358, 24.3970691 41.7422177, 24.3970455 41.7421824, 24.3971232 41.7418578, 24.3971451 41.7418307, 24.3971688 41.7418124, 24.3972136 41.7418023, 24.3975374 41.7417791, 24.3977141 41.7417703, 24.397795 41.7417664, 24.3986915 41.7417267, 24.3987988 41.7417307, 24.3988873 41.7417487, 24.3991837 41.741862, 24.3993788 41.7419751)",1,,
516254868,,,residential,False,True,20.784,"LINESTRING (24.3993788 41.7419751, 24.3993011 41.7421528)",2,,
516254868,,,residential,False,False,31.832,"LINESTRING (24.3993788 41.7419751, 24.399566 41.7421164, 24.3996264 41.7421915)",2,,
516254868,,,residential,False,False,16.429,"LINESTRING (24.399758 41.7423019, 24.3996264 41.7421915)",2,,
