osmid,oneway,lanes,highway,reversed,length,ref,name,geometry,bridge
406816679,True,2,primary,False,21.522,,,"LINESTRING (120.8040789 27.9388615, 120.8042957 27.9388336)",
954172188,True,,trunk,False,224.916,G330,龙江路,"LINESTRING (120.8040789 27.9388615, 120.8035458 27.9379246, 120.8031783 27.9372203, 120.8030916 27.9370371)",
406816669,True,,trunk,False,97.317,G330,龙江路,"LINESTRING (120.8042957 27.9388336, 120.8047979 27.939588)",
406816679,True,2,primary,False,176.929,,,"LINESTRING (120.8042957 27.9388336, 120.8060902 27.9386978)",
700288983,False,,tertiary,True,93.685,,龙祥路,"LINESTRING (120.8103183 27.9389288, 120.8100409 27.9381227)",
"[122957500, 700288974, 700288975]",True,2,primary,False,364.226,,,"LINESTRING (120.8103183 27.9389288, 120.8102512 27.9389536, 120.8082281 27.9392966, 120.8077128 27.9393426, 120.8073759 27.9393706, 120.8066605 27.9394309)",yes
700288983,False,,tertiary,False,218.022,,龙祥路,"LINESTRING (120.8103183 27.9389288, 120.8107334 27.9398298, 120.811281 27.9406912)",
"[700288987, 700288988, 700288973]",False,,tertiary,True,301.922,,龙康路,"LINESTRING (120.8075977 27.9379062, 120.8073979 27.937356, 120.8072276 27.9368872, 120.8069538 27.9361071, 120.806862 27.9358399, 120.8067207 27.9354353, 120.8066788 27.9353152)",yes
700288995,False,,tertiary,False,222.772,,升平路,"LINESTRING (120.8075977 27.9379062, 120.8078445 27.9378635, 120.8097657 27.9373231)",
"[700288994, 700288995, 700288996]",False,,tertiary,True,471.8620000000001,,升平路,"LINESTRING (120.8075977 27.9379062, 120.8073886 27.9379278, 120.8070023 27.9379678, 120.8062191 27.9380436, 120.8059187 27.9380045, 120.805656 27.9379738, 120.8055647 27.9379536, 120.8053179 27.9378718, 120.8050295 27.9376988, 120.8047922 27.9375128, 120.804642 27.9373232, 120.8045645 27.9371864, 120.8045454 27.9371526, 120.8044951 27.9370193, 120.8041199 27.9360245)",yes
464688128,False,,residential,True,175.178,,秀西路,"LINESTRING (120.8098303 27.9334555, 120.8103346 27.9349666)",
1009111675,False,,residential,False,265.392,,,"LINESTRING (120.8098303 27.9334555, 120.8124178 27.9327696)",
464688128,False,,residential,False,116.89699999999999,,秀西路,"LINESTRING (120.8098303 27.9334555, 120.8098233 27.9326383, 120.8098174 27.9324043)",
464688128,False,,residential,False,231.973,,秀西路,"LINESTRING (120.8110487 27.9369551, 120.8103346 27.9349666)",
700288995,False,,tertiary,False,627.4490000000001,,升平路,"LINESTRING (120.8110487 27.9369551, 120.8119677 27.9366904, 120.8128181 27.9364073, 120.8132494 27.9361351, 120.813385 27.9357649, 120.8133727 27.9354382, 120.8133234 27.9351769, 120.8124178 27.9327696)",
700288995,False,,tertiary,True,132.514,,升平路,"LINESTRING (120.8110487 27.9369551, 120.8103142 27.9371667, 120.810001 27.9372569, 120.8097657 27.9373231)",
499570455,False,,residential,False,134.181,,文行路,"LINESTRING (120.8043089 27.9326202, 120.8056217 27.9322872)",
499570455,False,,residential,True,134.181,,文行路,"LINESTRING (120.8056217 27.9322872, 120.8043089 27.9326202)",
700288966,False,,tertiary,False,107.226,,龙康路,"LINESTRING (120.8056217 27.9322872, 120.805948 27.9332074)",
"[700288976, 700288977, 406816679]",True,2,primary,False,394.52299999999997,,,"LINESTRING (120.8060902 27.9386978, 120.8069345 27.9386017, 120.8071678 27.9385857, 120.8077245 27.938541, 120.8080025 27.9385197, 120.8085445 27.9384677, 120.8097655 27.9382067, 120.8100409 27.9381227)",yes
"[650209147, 650209149]",True,1,trunk_link,False,397.002,,,"LINESTRING (120.8060902 27.9386978, 120.8065015 27.9387136, 120.8067102 27.9387248, 120.8080034 27.9387088, 120.8090663 27.9385784, 120.8098564 27.938427, 120.8100997 27.9384571)",yes
"[690953710, 650209151]",True,1,trunk_link,False,356.816,,,"LINESTRING (120.8101634 27.938665, 120.8097973 27.9388511, 120.8093633 27.9389458, 120.8087207 27.9390776, 120.8078485 27.9391942, 120.807464 27.9392601, 120.8069381 27.9393416, 120.8066605 27.9394309)",yes
700288974,True,2,primary,False,183.804,,,"LINESTRING (120.8066605 27.9394309, 120.8047979 27.939588)",
700288983,False,,tertiary,False,12.843,,龙祥路,"LINESTRING (120.811281 27.9406912, 120.8113602 27.9407831)",
700288983,False,,tertiary,True,218.022,,龙祥路,"LINESTRING (120.811281 27.9406912, 120.8107334 27.9398298, 120.8103183 27.9389288)",
