osmid,name,highway,oneway,reversed,length,bridge,lanes,geometry
196814560,滨河路,tertiary,False,False,9.606,,,"LINESTRING (117.3003788 31.8614962, 117.3004108 31.8614142)"
"[60211586, 513484683, 131879722]","['孝肃桥', '芜湖路']",primary,True,False,106.26899999999999,yes,2,"LINESTRING (117.3003788 31.8614962, 117.3000699 31.8613903, 117.2995535 31.8612325, 117.2993278 31.8611553)"
196814559,滁州路,tertiary,True,False,12.262,,2,"LINESTRING (117.299084 31.8638279, 117.2991202 31.863722)"
394420212,长江东大街,primary,True,False,5.853,,6,"LINESTRING (117.299084 31.8638279, 117.2991444 31.8638397)"
305827271,大通路,tertiary,True,False,9.23,,,"LINESTRING (117.3077155 31.8622308, 117.3076178 31.8622329)"
306254071,东一环路,trunk,True,False,5.892,,,"LINESTRING (117.3077155 31.8622308, 117.3077041 31.8621787)"
196814560,滨河路,tertiary,False,True,10.921,,,"LINESTRING (117.3005398 31.8593486, 117.3005377 31.8594468)"
24568569,和平路,secondary,True,False,355.111,,,"LINESTRING (117.3005398 31.8593486, 117.3010106 31.8593903, 117.3028107 31.8595497, 117.3042796 31.8596797)"
196814560,滨河路,tertiary,False,False,105.334,,,"LINESTRING (117.3005398 31.8593486, 117.3004566 31.8589836, 117.3003314 31.858418)"
196814559,滁州路,tertiary,True,False,7.443,,2,"LINESTRING (117.299037 31.8639942, 117.2990543 31.8639289)"
526571631,长江东大街,primary,True,False,34.186,,6,"LINESTRING (117.3084751 31.864629, 117.3081134 31.8646167)"
531856994,明光路,primary,True,False,24.875,,2,"LINESTRING (117.3020973 31.8645209, 117.3022046 31.8643166)"
394420213,长江东大街,primary,True,False,288.96500000000003,,6,"LINESTRING (117.3020973 31.8645209, 117.3019332 31.8644889, 117.2991149 31.86394)"
305825596,芜湖路,primary,True,False,14.238,,,"LINESTRING (117.3032573 31.862326, 117.3031144 31.8622852)"
512417248,明光路,primary,True,False,159.389,,2,"LINESTRING (117.3032573 31.862326, 117.303075 31.8627724, 117.302704 31.8636802)"
513490786,明光路,primary,True,False,23.285,,2,"LINESTRING (117.3024205 31.86439, 117.3023268 31.8645837)"
"[402476872, 513490785]",长江东大街,primary,True,False,543.496,,6,"LINESTRING (117.3024205 31.86439, 117.3025337 31.8644304, 117.3037297 31.8646491, 117.3047518 31.8648193, 117.3055029 31.8648446, 117.3062112 31.8647529, 117.3080799 31.8644653)"
513484713,明光路,primary,True,False,6.988,,2,"LINESTRING (117.3032831 31.8622671, 117.3032573 31.862326)"
305827272,大通路,tertiary,True,False,183.406,,,"LINESTRING (117.3032831 31.8622671, 117.3034289 31.8622642, 117.3039938 31.8622529, 117.3052246 31.8622283)"
306254068,东一环路,trunk,True,False,30.792,,2,"LINESTRING (117.3078694 31.8622264, 117.3079274 31.8624989)"
306254071,东一环路,trunk,True,False,63.932,,,"LINESTRING (117.3077041 31.8621787, 117.3075812 31.8616133)"
306252948,大通路,tertiary,True,False,7.405,,,"LINESTRING (117.3078574 31.8621697, 117.3079305 31.8621456)"
306254068,东一环路,trunk,True,False,6.406,,2,"LINESTRING (117.3078574 31.8621697, 117.3078694 31.8622264)"
"[306254066, 306254068]","['东一环路', '东一环裕溪路高架']",trunk,True,False,524.749,yes,2,"LINESTRING (117.3065429 31.856995, 117.3072013 31.8593539, 117.3076264 31.8610833, 117.3077369 31.8616031)"
306254068,东一环路,trunk,True,False,64.023,,2,"LINESTRING (117.3077369 31.8616031, 117.3078574 31.8621697)"
475475440,,primary,True,False,65.959,,,"LINESTRING (117.307706 31.8610105, 117.3077369 31.8616031)"
