osmid,highway,oneway,reversed,length,lanes,geometry
57953851,secondary,False,False,132.103,,"LINESTRING (125.2080214 49.2937783, 125.2098067 49.2940144)"
350404785,primary,False,True,20.069,2,"LINESTRING (125.2080214 49.2937783, 125.2077511 49.2937396)"
350404785,primary,False,False,20.069,2,"LINESTRING (125.2077511 49.2937396, 125.2080214 49.2937783)"
160734893,residential,False,True,126.21799999999999,,"LINESTRING (125.2077511 49.2937396, 125.2077502 49.2947661, 125.207743 49.2948746)"
57953851,secondary,False,True,132.103,,"LINESTRING (125.2098067 49.2940144, 125.2080214 49.2937783)"
160735272,residential,False,True,117.524,,"LINESTRING (125.2098067 49.2940144, 125.2097721 49.294516, 125.2096462 49.2950647)"
160735306,residential,False,False,292.015,,"LINESTRING (125.2037804 49.2944741, 125.2046768 49.2946448, 125.2058048 49.2947237, 125.206671 49.2947828, 125.2071007 49.2947818, 125.207743 49.2948746)"
160735306,residential,False,True,202.909,,"LINESTRING (125.212412 49.2953411, 125.2096462 49.2950647)"
160735090,residential,False,False,156.076,,"LINESTRING (125.2071851 49.2963894, 125.2093113 49.2966074)"
160734893,residential,False,False,174.547,,"LINESTRING (125.2071851 49.2963894, 125.2072728 49.2963026, 125.2074375 49.2960164, 125.2077352 49.294989, 125.207743 49.2948746)"
160734893,residential,False,True,190.764,,"LINESTRING (125.2071851 49.2963894, 125.2070151 49.2965195, 125.2060466 49.2971343, 125.2054778 49.2976841)"
160735090,residential,False,False,93.994,,"LINESTRING (125.2093113 49.2966074, 125.2105688 49.2968124)"
160735090,residential,False,True,156.076,,"LINESTRING (125.2093113 49.2966074, 125.2071851 49.2963894)"
160735272,residential,False,True,163.325,,"LINESTRING (125.2093113 49.2966074, 125.2090581 49.2980669)"
160735272,residential,False,False,173.271,,"LINESTRING (125.2093113 49.2966074, 125.2093703 49.2962672, 125.2096462 49.2950647)"
160735090,residential,False,True,93.994,,"LINESTRING (125.2105688 49.2968124, 125.2093113 49.2966074)"
160734893,residential,False,False,190.764,,"LINESTRING (125.2054778 49.2976841, 125.2060466 49.2971343, 125.2070151 49.2965195, 125.2071851 49.2963894)"
160735241,residential,False,True,263.116,,"LINESTRING (125.2054778 49.2976841, 125.2062755 49.2977818, 125.2070102 49.2978657, 125.2090581 49.2980669)"
160735241,residential,False,True,123.436,,"LINESTRING (125.2090581 49.2980669, 125.2107401 49.2982377)"
160735272,residential,False,False,163.325,,"LINESTRING (125.2090581 49.2980669, 125.2093113 49.2966074)"
160735241,residential,False,False,263.11600000000004,,"LINESTRING (125.2090581 49.2980669, 125.2070102 49.2978657, 125.2062755 49.2977818, 125.2054778 49.2976841)"
160735241,residential,False,False,123.436,,"LINESTRING (125.2107401 49.2982377, 125.2090581 49.2980669)"
160735306,residential,False,False,202.909,,"LINESTRING (125.2096462 49.2950647, 125.212412 49.2953411)"
160735306,residential,False,True,139.625,,"LINESTRING (125.2096462 49.2950647, 125.207743 49.2948746)"
160735272,residential,False,False,117.524,,"LINESTRING (125.2096462 49.2950647, 125.2097721 49.294516, 125.2098067 49.2940144)"
160735272,residential,False,True,173.271,,"LINESTRING (125.2096462 49.2950647, 125.2093703 49.2962672, 125.2093113 49.2966074)"
160735306,residential,False,False,139.625,,"LINESTRING (125.207743 49.2948746, 125.2096462 49.2950647)"
160734893,residential,False,False,126.21799999999999,,"LINESTRING (125.207743 49.2948746, 125.2077502 49.2947661, 125.2077511 49.2937396)"
160734893,residential,False,True,174.547,,"LINESTRING (125.207743 49.2948746, 125.2077352 49.294989, 125.2074375 49.2960164, 125.2072728 49.2963026, 125.2071851 49.2963894)"
160735306,residential,False,True,292.015,,"LINESTRING (125.207743 49.2948746, 125.2071007 49.2947818, 125.206671 49.2947828, 125.2058048 49.2947237, 125.2046768 49.2946448, 125.2037804 49.2944741)"
