osmid,oneway,highway,reversed,length,name,lanes,bridge,geometry
339152261,True,trunk_link,False,135.415,,,,"LINESTRING (119.3167957 26.0233355, 119.3154417 26.023284)"
299311808,True,secondary,False,77.266,,,,"LINESTRING (119.3191061 26.0231353, 119.3183354 26.0231919)"
608372911,True,primary,False,48.492,南台大道,,,"LINESTRING (119.3191061 26.0231353, 119.3191077 26.0226992)"
299311808,True,secondary,False,23.067,,,,"LINESTRING (119.3193368 26.0231279, 119.3191061 26.0231353)"
439628715,True,primary,False,117.171,南台大道,,,"LINESTRING (119.3193368 26.0231279, 119.3192507 26.0241788)"
502981791,True,trunk_link,False,239.851,,,,"LINESTRING (119.3147865 26.0231442, 119.3171706 26.0228934)"
"[502981792, 502981795]",True,trunk,False,207.47400000000002,南二环路,3,viaduct,"LINESTRING (119.3147865 26.0231442, 119.3151055 26.0231407, 119.3157911 26.0231077, 119.3162448 26.0230795, 119.3168593 26.0230413)"
474637418,True,secondary,False,112.495,,2,,"LINESTRING (119.3171706 26.0228934, 119.3174131 26.0228796, 119.3182901 26.0227885)"
"[502981794, 474637410]",True,trunk,False,267.87100000000004,南二环路,3,viaduct,"LINESTRING (119.3181128 26.0230828, 119.3171263 26.0231546, 119.316261 26.023236, 119.3154417 26.023284)"
474637418,True,secondary,False,20.37,,2,,"LINESTRING (119.3191077 26.0226992, 119.3193089 26.0226697)"
714139964,True,secondary,False,96.839,,,,"LINESTRING (119.3191077 26.0226992, 119.3191404 26.0218288)"
439628715,True,primary,False,51.026,南台大道,,,"LINESTRING (119.3193089 26.0226697, 119.3193368 26.0231279)"
474637418,True,secondary,False,80.831,,2,,"LINESTRING (119.3193089 26.0226697, 119.3195298 26.0226082, 119.3200887 26.0224769)"
608372911,True,primary,False,83.527,南台大道,,,"LINESTRING (119.3190555 26.0238851, 119.3191061 26.0231353)"
714139962,True,secondary_link,False,115.999,,,,"LINESTRING (119.3190555 26.0238851, 119.3189841 26.0236057, 119.3188884 26.0234483, 119.3186456 26.0232553, 119.3183354 26.0231919)"
299311808,True,secondary,False,154.72,,,,"LINESTRING (119.3183354 26.0231919, 119.317933 26.0232215, 119.3170839 26.0233172, 119.3167957 26.0233355)"
817320343,True,secondary,False,69.721,,,,"LINESTRING (119.3192938 26.0211998, 119.3192605 26.0218261)"
474637418,True,secondary,False,82.298,,2,,"LINESTRING (119.3182901 26.0227885, 119.3191077 26.0226992)"
714139968,True,secondary_link,False,149.53,,,,"LINESTRING (119.3182901 26.0227885, 119.3185178 26.0227196, 119.3188681 26.0225467, 119.3190186 26.0223393, 119.3191404 26.0218288)"
714139964,True,secondary,False,27.809,,,,"LINESTRING (119.3191404 26.0218288, 119.3191513 26.0215789)"
714139969,True,secondary_link,False,126.456,,,,"LINESTRING (119.3192605 26.0218261, 119.3194167 26.0222075, 119.3195901 26.022427, 119.3197254 26.0224858, 119.3200887 26.0224769)"
817320343,True,secondary,False,93.929,,,,"LINESTRING (119.3192605 26.0218261, 119.3192822 26.0222139, 119.3193089 26.0226697)"
714139971,True,secondary,False,224.655,,,,"LINESTRING (119.3196109 26.0192177, 119.3194151 26.0199093, 119.3193226 26.0201774, 119.3192641 26.0206332, 119.3192938 26.0211998)"
817284437,True,trunk_link,False,500.225,,,yes,"LINESTRING (119.3168593 26.0230413, 119.3173667 26.0229626, 119.3194239 26.0228055, 119.31968 26.0226813, 119.3197491 26.0226155, 119.3198548 26.0224511, 119.3198955 26.0222831, 119.3199077 26.0221114, 119.3197938 26.021841, 119.3196556 26.0214392, 119.3195377 26.0211505, 119.3194749 26.0208787)"
817284439,True,secondary,False,274.626,,,,"LINESTRING (119.3191513 26.0215789, 119.3191824 26.0212171, 119.319154 26.020775, 119.3191793 26.0201926, 119.3193093 26.0195668, 119.3193747 26.0194556, 119.3196109 26.0192177)"
"[714139955, 714139956, 714139958]",True,trunk,False,710.0079999999999,南台路,3,yes,"LINESTRING (119.3195504 26.0208175, 119.319759 26.0211655, 119.3206495 26.022308, 119.3208372 26.0226358, 119.3209391 26.0230504, 119.3209016 26.0233493, 119.3207943 26.0236722, 119.3206012 26.0239229, 119.3203598 26.0241398, 119.3201559 26.0242362, 119.3199789 26.0242507, 119.3197804 26.0242362, 119.3195551 26.0241495, 119.3193996 26.0240241, 119.3192064 26.0236722, 119.3189489 26.0233782, 119.3187934 26.0232528, 119.3185198 26.0231275, 119.3181128 26.0230828)"
