osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge
370562535,True,3,西城大道,trunk,False,74.233,"LINESTRING (110.1724538 25.2399618, 110.1725439 25.2406244)",
473970986,False,,锦绣路,tertiary,False,20.216,"LINESTRING (110.1724538 25.2399618, 110.1722529 25.2399674)",
473970986,False,,锦绣路,tertiary,True,571.663,"LINESTRING (110.1724538 25.2399618, 110.1741045 25.2398195, 110.1756405 25.2396921, 110.1763699 25.2396322, 110.1775682 25.2395266, 110.1781103 25.2394626)",
473970986,False,,锦绣路,tertiary,True,20.216,"LINESTRING (110.1722529 25.2399674, 110.1724538 25.2399618)",
370562116,True,3,西城大道,trunk,False,235.873,"LINESTRING (110.1722529 25.2399674, 110.1721053 25.2391333, 110.1719244 25.2382868, 110.171827 25.2378819)",
473970986,False,,锦绣路,tertiary,False,16.552,"LINESTRING (110.1782723 25.2394364, 110.1781103 25.2394626)",
473970986,False,,锦绣路,tertiary,True,148.978,"LINESTRING (110.1782723 25.2394364, 110.1797517 25.2393705)",
473970987,True,,宏谋大道,secondary,False,370.23199999999997,"LINESTRING (110.1782723 25.2394364, 110.1782823 25.2395226, 110.1785799 25.2427543)",
473970987,True,,宏谋大道,secondary,False,13.943,"LINESTRING (110.1786093 25.243035, 110.1785998 25.2431601)",
"[819177880, 819177879]",True,,新龙路,secondary,False,37.809,"LINESTRING (110.1786093 25.243035, 110.1789315 25.2430097, 110.1789839 25.2430067)",yes
370562116,True,3,西城大道,trunk,False,65.532,"LINESTRING (110.171633 25.2372176, 110.1714411 25.2366544)",
819147620,True,,山水大道,primary,False,18.216,"LINESTRING (110.171633 25.2372176, 110.1718117 25.237191)",
370562535,True,3,西城大道,trunk,False,14.581,"LINESTRING (110.1718117 25.237191, 110.171853 25.2373167)",
819147620,True,,山水大道,primary,False,56.633,"LINESTRING (110.1718117 25.237191, 110.1723686 25.2371159)",
473970987,True,,宏谋大道,secondary,False,15.136,"LINESTRING (110.1779714 25.2365969, 110.1779778 25.2367329)",
819147620,True,,山水大道,primary,False,62.635,"LINESTRING (110.1779714 25.2365969, 110.1785687 25.2364376)",
370562116,True,3,西城大道,trunk,False,13.971,"LINESTRING (110.1716692 25.2373389, 110.171633 25.2372176)",
575585565,True,,山水大道,primary,False,62.408,"LINESTRING (110.1716692 25.2373389, 110.1710559 25.237424)",
575585565,True,,山水大道,primary,False,18.651,"LINESTRING (110.171853 25.2373167, 110.1716692 25.2373389)",
