osmid,ref,name,highway,oneway,reversed,length,bridge,lanes,geometry
"[475052553, 319557749, 512695526]",G111,京漠线,trunk,False,False,419.062,yes,2,"LINESTRING (123.0074581 48.0257553, 123.0075634 48.0259061, 123.0077601 48.0260148, 123.0080111 48.0260633, 123.0088023 48.0261524, 123.0097743 48.0262577, 123.012814 48.0266014)"
672590128,,,residential,False,True,288.98,,,"LINESTRING (123.0180439 48.0245559, 123.0177326 48.0252013, 123.016878 48.027035)"
319557749,G111,京漠线,trunk,False,False,306.042,,2,"LINESTRING (123.012814 48.0266014, 123.016878 48.027035)"
"[475052553, 319557749, 512695526]",G111,京漠线,trunk,False,True,419.06200000000007,yes,2,"LINESTRING (123.012814 48.0266014, 123.0097743 48.0262577, 123.0088023 48.0261524, 123.0080111 48.0260633, 123.0077601 48.0260148, 123.0075634 48.0259061, 123.0074581 48.0257553)"
672590132,,,tertiary,False,True,183.191,,,"LINESTRING (123.012814 48.0266014, 123.0125326 48.0279528, 123.0124198 48.0282256)"
319557749,G111,京漠线,trunk,False,False,19.933,,2,"LINESTRING (123.016878 48.027035, 123.0171427 48.0270632)"
319557749,G111,京漠线,trunk,False,True,306.042,,2,"LINESTRING (123.016878 48.027035, 123.012814 48.0266014)"
672590128,,,residential,False,False,288.98,,,"LINESTRING (123.016878 48.027035, 123.0177326 48.0252013, 123.0180439 48.0245559)"
319557749,G111,京漠线,trunk,False,True,19.933,,2,"LINESTRING (123.0171427 48.0270632, 123.016878 48.027035)"
672590147,,,residential,False,False,204.39300000000003,,,"LINESTRING (123.0171427 48.0270632, 123.0169751 48.0276442, 123.0168194 48.0278454, 123.0165496 48.0279981, 123.0159166 48.0286574)"
672590135,,,residential,False,False,189.127,,,"LINESTRING (123.009898 48.028005, 123.0124198 48.0282256)"
672590135,,,residential,False,True,189.127,,,"LINESTRING (123.0124198 48.0282256, 123.009898 48.028005)"
672590132,,,tertiary,False,False,183.191,,,"LINESTRING (123.0124198 48.0282256, 123.0125326 48.0279528, 123.012814 48.0266014)"
672590132,,,tertiary,False,True,84.36,,,"LINESTRING (123.0124198 48.0282256, 123.0123977 48.0282789, 123.0121777 48.0289667)"
672590135,,,residential,False,False,264.911,,,"LINESTRING (123.0124198 48.0282256, 123.0151695 48.0285047, 123.0159166 48.0286574)"
672590146,,,residential,False,True,199.764,,,"LINESTRING (123.0095452 48.0286088, 123.0121777 48.0289667)"
672590147,,,residential,False,False,106.048,,,"LINESTRING (123.0159166 48.0286574, 123.0152139 48.0294873)"
672590135,,,residential,False,True,264.911,,,"LINESTRING (123.0159166 48.0286574, 123.0151695 48.0285047, 123.0124198 48.0282256)"
672590147,,,residential,False,True,204.39300000000003,,,"LINESTRING (123.0159166 48.0286574, 123.0165496 48.0279981, 123.0168194 48.0278454, 123.0169751 48.0276442, 123.0171427 48.0270632)"
672590132,,,tertiary,False,True,113.543,,,"LINESTRING (123.0121777 48.0289667, 123.0118581 48.0299652)"
672590146,,,residential,False,False,199.764,,,"LINESTRING (123.0121777 48.0289667, 123.0095452 48.0286088)"
672590132,,,tertiary,False,False,84.36,,,"LINESTRING (123.0121777 48.0289667, 123.0123977 48.0282789, 123.0124198 48.0282256)"
672590146,,,residential,False,True,233.228,,,"LINESTRING (123.0121777 48.0289667, 123.0131564 48.0291015, 123.0141629 48.0293027, 123.0152139 48.0294873)"
672590146,,,residential,False,True,106.11,,,"LINESTRING (123.0152139 48.0294873, 123.0164458 48.0299689)"
672590147,,,residential,False,False,114.751,,,"LINESTRING (123.0152139 48.0294873, 123.0144535 48.0303853)"
672590147,,,residential,False,True,106.048,,,"LINESTRING (123.0152139 48.0294873, 123.0159166 48.0286574)"
672590146,,,residential,False,False,233.228,,,"LINESTRING (123.0152139 48.0294873, 123.0141629 48.0293027, 123.0131564 48.0291015, 123.0121777 48.0289667)"
672590140,,,residential,False,True,185.861,,,"LINESTRING (123.0094414 48.0295387, 123.0118581 48.0299652)"
672590132,,,tertiary,False,False,113.543,,,"LINESTRING (123.0118581 48.0299652, 123.0121777 48.0289667)"
672590140,,,residential,False,False,185.861,,,"LINESTRING (123.0118581 48.0299652, 123.0094414 48.0295387)"
672590140,,,residential,False,True,198.78300000000002,,,"LINESTRING (123.0118581 48.0299652, 123.0134262 48.0301771, 123.0144535 48.0303853)"
672590146,,,residential,False,False,106.11,,,"LINESTRING (123.0164458 48.0299689, 123.0152139 48.0294873)"
672590140,,,residential,False,True,108.531,,,"LINESTRING (123.0144535 48.0303853, 123.0157195 48.030871)"
672590147,,,residential,False,True,114.751,,,"LINESTRING (123.0144535 48.0303853, 123.0152139 48.0294873)"
672590140,,,residential,False,False,198.78300000000002,,,"LINESTRING (123.0144535 48.0303853, 123.0134262 48.0301771, 123.0118581 48.0299652)"
672590140,,,residential,False,False,108.531,,,"LINESTRING (123.0157195 48.030871, 123.0144535 48.0303853)"
