osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry
268467897,False,4,体育路,tertiary,True,11.308,,,"LINESTRING (113.2967819 33.7383492, 113.2967871 33.7384508)"
268467885,True,4,建设路,primary,False,272.56500000000005,S242,60,"LINESTRING (113.2967819 33.7383492, 113.2995966 33.7381007, 113.2997132 33.7380912)"
268467885,True,4,建设路,primary,False,233.41,S242,60,"LINESTRING (113.2942693 33.7385505, 113.2967819 33.7383492)"
506165199,False,2,公园北街,living_street,True,10.333,,40,"LINESTRING (113.2942693 33.7385505, 113.2942615 33.7386432)"
581037408,True,,公园北街,living_street,False,252.564,,,"LINESTRING (113.2942693 33.7385505, 113.2943016 33.7362793)"
506165199,False,2,公园北街,living_street,False,235.044,,40,"LINESTRING (113.2942621 33.740757, 113.2942615 33.7386432)"
506165217,True,2,锦绣街,living_street,False,255.984,,,"LINESTRING (113.2942621 33.740757, 113.2970189 33.7405462)"
128723698,False,4,开源路,secondary,False,13.962,,60,"LINESTRING (113.3031934 33.7411352, 113.3031804 33.7410101)"
581041789,False,,曙光街,tertiary,False,265.138,,,"LINESTRING (113.2995185 33.73377, 113.3023763 33.7335771)"
581041789,False,,曙光街,tertiary,True,16.048,,,"LINESTRING (113.2995185 33.73377, 113.2993483 33.7337418)"
512178489,False,,,living_street,True,60.152,,,"LINESTRING (113.3014585 33.7419224, 113.3014018 33.7413835)"
512178489,False,,,living_street,False,23.485,,,"LINESTRING (113.3013797 33.7411731, 113.3014018 33.7413835)"
512178489,False,,,living_street,True,341.527,,,"LINESTRING (113.3013797 33.7411731, 113.301021 33.7381162)"
512178491,False,,,living_street,False,167.485,,,"LINESTRING (113.3013797 33.7411731, 113.3031804 33.7410101)"
128723698,False,4,开源路,secondary,True,13.962,,60,"LINESTRING (113.3031804 33.7410101, 113.3031934 33.7411352)"
512178491,False,,,living_street,True,167.485,,,"LINESTRING (113.3031804 33.7410101, 113.3013797 33.7411731)"
128723698,False,4,开源路,secondary,False,337.832,,60,"LINESTRING (113.3031804 33.7410101, 113.3031288 33.7404688, 113.30285 33.7379844)"
512178489,False,,,living_street,False,60.152,,,"LINESTRING (113.3014018 33.7413835, 113.3014585 33.7419224)"
512178489,False,,,living_street,True,23.485,,,"LINESTRING (113.3014018 33.7413835, 113.3013797 33.7411731)"
512178492,False,,,living_street,True,117.05000000000001,,,"LINESTRING (113.3014018 33.7413835, 113.3009632 33.7414065, 113.3009097 33.7413229, 113.300198 33.7413516)"
268467897,False,4,体育路,tertiary,False,233.993,,,"LINESTRING (113.2970189 33.7405462, 113.2969836 33.7402878, 113.2968053 33.7385879, 113.2967871 33.7384508)"
128723698,False,4,开源路,secondary,False,146.482,,60,"LINESTRING (113.3025227 33.7348888, 113.3023763 33.7335771)"
128723698,False,4,开源路,secondary,True,104.22,,60,"LINESTRING (113.3025227 33.7348888, 113.3026224 33.7358224)"
254523760,True,3,中兴路,primary,False,308.692,,60,"LINESTRING (113.2998605 33.7385897, 113.3000298 33.7400141, 113.300198 33.7413516)"
268467897,False,4,体育路,tertiary,False,11.308,,,"LINESTRING (113.2967871 33.7384508, 113.2967819 33.7383492)"
524701347,True,4,建设路,primary,False,234.514,S242,60,"LINESTRING (113.2967871 33.7384508, 113.2942615 33.7386432)"
268467897,False,4,体育路,tertiary,True,233.993,,,"LINESTRING (113.2967871 33.7384508, 113.2968053 33.7385879, 113.2969836 33.7402878, 113.2970189 33.7405462)"
524701347,True,4,建设路,primary,False,224.13,S242,60,"LINESTRING (113.2991993 33.7382533, 113.2967871 33.7384508)"
128723698,False,4,开源路,secondary,False,12.1,,60,"LINESTRING (113.30285 33.7379844, 113.3028447 33.7379228, 113.3028418 33.7378758)"
128723698,False,4,开源路,secondary,True,337.832,,60,"LINESTRING (113.30285 33.7379844, 113.3031288 33.7404688, 113.3031804 33.7410101)"
524701347,True,4,建设路,primary,False,169.75799999999998,S242,60,"LINESTRING (113.30285 33.7379844, 113.302536 33.738008, 113.301021 33.7381162)"
