osmid,name,highway,oneway,reversed,length,junction,geometry,ref
290528482,中心街,tertiary,False,False,115.798,,"LINESTRING (109.9375792 33.8687678, 109.9370189 33.8678361)",
159520409,,secondary,True,False,101.38,roundabout,"LINESTRING (109.9375792 33.8687678, 109.9378483 33.8686693, 109.9381174 33.868643, 109.9383945 33.8687021, 109.9385132 33.868781, 109.938569 33.8688447)",
159520610,北新街,secondary,False,False,372.514,,"LINESTRING (109.938569 33.8688447, 109.9421535 33.8673069)",
159520409,,secondary,True,False,151.05599999999998,roundabout,"LINESTRING (109.938569 33.8688447, 109.9385276 33.8690357, 109.9384269 33.8691754, 109.9381882 33.869373, 109.9379604 33.8694957, 109.9376561 33.8695724, 109.9373813 33.8696156)",
159520409,,secondary,True,False,77.299,roundabout,"LINESTRING (109.9370778 33.8692746, 109.9370964 33.8691819, 109.9372074 33.8689675, 109.9374209 33.8688467, 109.9375792 33.8687678)",
159520409,,secondary,True,False,53.67,roundabout,"LINESTRING (109.9373813 33.8696156, 109.937231 33.8695696, 109.937136 33.8695039, 109.9370568 33.869379, 109.9370778 33.8692746)",
159520481,,secondary,True,False,49.913,roundabout,"LINESTRING (109.9373813 33.8696156, 109.9370489 33.8696156, 109.9368431 33.8696419)",
1094314262,北新街,secondary,False,True,56.283,,"LINESTRING (109.9368431 33.8696419, 109.9363 33.8698718)",
159520458,,secondary,True,False,46.316,roundabout,"LINESTRING (109.9368431 33.8696419, 109.9369302 33.8695302, 109.9370778 33.8692746)",
1093721173,北新街,secondary,False,True,11.461,,"LINESTRING (109.9337086 33.8709686, 109.933598 33.8710154)",
1094314262,北新街,secondary,False,False,268.543,,"LINESTRING (109.9337086 33.8709686, 109.9363 33.8698718)",
159520383,工农路,primary,True,False,171.611,,"LINESTRING (109.933598 33.8710154, 109.9327304 33.8696505)",S203
1093721173,北新街,secondary,False,False,11.461,,"LINESTRING (109.933598 33.8710154, 109.9337086 33.8709686)",
284971711,惠民一路,secondary,False,True,137.162,,"LINESTRING (109.9410954 33.8650412, 109.9416246 33.8661938)",
284971727,东街,residential,False,False,478.647,,"LINESTRING (109.9410954 33.8650412, 109.9362956 33.8666676)",
159520610,北新街,secondary,False,True,372.514,,"LINESTRING (109.9421535 33.8673069, 109.938569 33.8688447)",
284971711,惠民一路,secondary,False,False,133.056,,"LINESTRING (109.9421535 33.8673069, 109.9416246 33.8661938)",
284971695,工农路,primary,True,False,171.2,,"LINESTRING (109.9328453 33.869606, 109.9337086 33.8709686)",S203
290528483,西背街,residential,False,False,432.685,,"LINESTRING (109.9328453 33.869606, 109.9370189 33.8678361)",
290528483,西背街,residential,False,True,11.706,,"LINESTRING (109.9328453 33.869606, 109.9327304 33.8696505)",
290528482,中心街,tertiary,False,False,146.089,,"LINESTRING (109.9370189 33.8678361, 109.9362956 33.8666676)",
290528482,中心街,tertiary,False,True,115.798,,"LINESTRING (109.9370189 33.8678361, 109.9375792 33.8687678)",
290528483,西背街,residential,False,False,462.793,,"LINESTRING (109.9370189 33.8678361, 109.9416246 33.8661938)",
290528483,西背街,residential,False,True,432.685,,"LINESTRING (109.9370189 33.8678361, 109.9328453 33.869606)",
284971711,惠民一路,secondary,False,False,137.162,,"LINESTRING (109.9416246 33.8661938, 109.9410954 33.8650412)",
284971711,惠民一路,secondary,False,True,133.056,,"LINESTRING (109.9416246 33.8661938, 109.9421535 33.8673069)",
290528483,西背街,residential,False,True,462.793,,"LINESTRING (109.9416246 33.8661938, 109.9370189 33.8678361)",
387678094,,unclassified,False,True,143.858,,"LINESTRING (109.9363 33.8698718, 109.937007 33.8710247)",
1094314262,北新街,secondary,False,False,56.283,,"LINESTRING (109.9363 33.8698718, 109.9368431 33.8696419)",
1094314262,北新街,secondary,False,True,268.543,,"LINESTRING (109.9363 33.8698718, 109.9337086 33.8709686)",
387678094,,unclassified,False,False,159.815,,"LINESTRING (109.9377515 33.8723222, 109.9370434 33.871084, 109.937007 33.8710247)",
387678094,,unclassified,False,False,143.858,,"LINESTRING (109.937007 33.8710247, 109.9363 33.8698718)",
387678094,,unclassified,False,True,159.815,,"LINESTRING (109.937007 33.8710247, 109.9370434 33.871084, 109.9377515 33.8723222)",
290528483,西背街,residential,False,False,11.706,,"LINESTRING (109.9327304 33.8696505, 109.9328453 33.869606)",
284971727,东街,residential,False,True,478.647,,"LINESTRING (109.9362956 33.8666676, 109.9410954 33.8650412)",
290528482,中心街,tertiary,False,True,146.089,,"LINESTRING (109.9362956 33.8666676, 109.9370189 33.8678361)",
