osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,junction,access,maxspeed,tunnel
208241185,True,4,城市日大馬路 Avenida 24 de Junho,secondary,False,116.191,"LINESTRING (113.5478991 22.1890982, 113.547936 22.1890137, 113.5483225 22.1881296)",,,,,
491134520,True,,聖德倫街 Rua Cidade de Santarém,residential,False,78.15899999999999,"LINESTRING (113.5478991 22.1890982, 113.5480054 22.1891384, 113.5484092 22.1892911, 113.5484608 22.1893106, 113.5484838 22.1893193, 113.5486019 22.1893639)",,,,,
176179499,False,,果亞街 Rua de Goa,residential,False,55.82,"LINESTRING (113.550688 22.1928364, 113.5506605 22.1928993, 113.5504848 22.1933018)",,,,,
206824393,False,,高美士街 Rua de Luís Gonzaga Gomes,tertiary,False,121.278,"LINESTRING (113.550688 22.1928364, 113.5506646 22.1928276, 113.5503081 22.1926929, 113.5499625 22.1925623, 113.549718 22.1924684, 113.5495974 22.1924243)",,,,,
708182336,False,,高美士街 Rua de Luís Gonzaga Gomes,tertiary,True,45.904,"LINESTRING (113.550688 22.1928364, 113.5508772 22.1929079, 113.5509821 22.1929475, 113.5510103 22.1929582, 113.5510848 22.1929863, 113.5511008 22.1929924)",,,,,
176179499,False,,果亞街 Rua de Goa,residential,True,92.924,"LINESTRING (113.5501466 22.1940766, 113.5501729 22.1940162, 113.5504848 22.1933018)",,,,,
"[708859700, 819904519]",True,2,羅理基博士大馬路 Avenida do Dr. Rodrigo Rodrigues,primary,False,129.12199999999999,"LINESTRING (113.5501466 22.1940766, 113.5497977 22.193857, 113.5497557 22.1938305, 113.549681 22.193784, 113.5494609 22.1936452, 113.5494391 22.1936315, 113.5493876 22.1935925, 113.5493398 22.1935498, 113.5492961 22.1935034, 113.5492566 22.1934539, 113.5492218 22.1934015, 113.5491904 22.1933473)",,,,,
"[710263098, 206853635]",True,1,"['嘉思欄行車天橋 Viaduto de S.Francisco', '南灣大馬路 Avenida da Praia Grande']",primary,False,89.499,"LINESTRING (113.5445356 22.1906747, 113.5444676 22.1906664, 113.5443991 22.1906689, 113.5443319 22.1906818, 113.544268 22.190705, 113.5442093 22.1907377, 113.5441572 22.190779, 113.5441133 22.1908279, 113.5440788 22.1908828, 113.5440547 22.1909422, 113.5440375 22.1910036, 113.5439913 22.191168)",yes,,,,
714482012,True,2,嘉思欄行車天橋 Viaduto de S.Francisco,primary,False,46.568,"LINESTRING (113.5445356 22.1906747, 113.5444508 22.1906287, 113.5441587 22.1904435)",yes,,,,
206830695,True,2,南灣大馬路 Avenida da Praia Grande,primary,False,5.099,"LINESTRING (113.5439913 22.191168, 113.5439851 22.1912135)",,,,,
206824208,True,2,南灣大馬路 Avenida da Praia Grande,primary,False,11.021,"LINESTRING (113.5434878 22.1926797, 113.543518 22.192665, 113.5435801 22.1926296)",,,,,
296744922,True,2,水坑尾街 Rua do Campo,secondary,False,69.232,"LINESTRING (113.5434878 22.1926797, 113.5434968 22.1927164, 113.5435045 22.1928289, 113.5435299 22.1931932, 113.5435309 22.1932077, 113.5435246 22.1932553, 113.5435144 22.193299)",,,,,
703429830,False,2,水坑尾街 Rua do Campo,secondary,False,28.192,"LINESTRING (113.5444031 22.1950715, 113.5442539 22.1948589)",,,,,
703429830,False,2,水坑尾街 Rua do Campo,secondary,True,28.192,"LINESTRING (113.5442539 22.1948589, 113.5444031 22.1950715)",,,,,
