osmid,oneway,highway,reversed,length,ref,name,bridge,geometry
983769316,True,tertiary,False,8.0,,,,"LINESTRING (118.4070002 29.8615291, 118.4069174 29.8615336)"
"[983780457, 983770819, 983770822]",True,primary,False,157.604,S348,"['百花大桥', '百花路']",yes,"LINESTRING (118.4070002 29.8615291, 118.4070078 29.8615873, 118.4071721 29.8628402, 118.4071848 29.8629374)"
983770822,True,primary,False,7.498,S348,百花路,,"LINESTRING (118.4069914 29.8614621, 118.4070002 29.8615291)"
983770821,True,primary,False,7.498,S348,百花路,,"LINESTRING (118.4069174 29.8615336, 118.4069086 29.8614666)"
983769315,True,tertiary,False,8.0,,,,"LINESTRING (118.4069086 29.8614666, 118.4069914 29.8614621)"
983770353,False,unclassified,False,35.307,,,,"LINESTRING (118.4118416 29.8594599, 118.4120339 29.8591897)"
"[983780464, 983770827, 983770469]",True,trunk,False,260.132,G233,"['歙州大道', '丰乐河桥']",yes,"LINESTRING (118.4118416 29.8594599, 118.4119589 29.8595558, 118.4125321 29.8600544, 118.4131061 29.8605537, 118.4134246 29.8608118, 118.4137722 29.8610933)"
983770353,False,unclassified,True,35.307,,,,"LINESTRING (118.4120339 29.8591897, 118.4118416 29.8594599)"
983780419,False,tertiary,True,350.43100000000004,,清凉路,,"LINESTRING (118.4110814 29.8675246, 118.4111086 29.8674076, 118.4112412 29.8670301, 118.4113929 29.8665982, 118.4115209 29.8662109, 118.4116893 29.8657018, 118.41173 29.8655634, 118.4117644 29.8654236, 118.4117925 29.8652829, 118.4118141 29.8651423, 118.4118293 29.8650011, 118.4118381 29.8648595, 118.411837 29.8647597, 118.4118291 29.86466, 118.4118142 29.864561, 118.4117925 29.8644629)"
983780420,False,tertiary,False,327.91400000000004,,紫云路,,"LINESTRING (118.4110814 29.8675246, 118.4121493 29.8675173, 118.4123719 29.8675158, 118.4125514 29.8675224, 118.4125914 29.8675239, 118.4128104 29.8675391, 118.4130498 29.8675639, 118.4132878 29.8675972, 118.4137617 29.86768, 118.4138151 29.8676894, 118.4144529 29.8678009)"
983780420,False,tertiary,True,319.136,,紫云路,,"LINESTRING (118.4110814 29.8675246, 118.4108376 29.8675263, 118.4098586 29.8675427, 118.4098401 29.867543, 118.4096575 29.867546, 118.4079812 29.8675805, 118.4079583 29.8675809, 118.4077746 29.8675565)"
983780403,False,tertiary,False,329.07800000000003,,富丰路,,"LINESTRING (118.4144529 29.8678009, 118.4144922 29.8677466, 118.4145603 29.867636, 118.4146196 29.8675216, 118.4146643 29.8674182, 118.4146944 29.8673336, 118.4147019 29.8673126, 118.4147322 29.8672053, 118.4147489 29.867109, 118.4147561 29.8670119, 118.4147537 29.8669145, 118.4147373 29.8667909, 118.4147352 29.8667753, 118.4146247 29.8659416, 118.4145297 29.8652247, 118.4144907 29.8649064)"
983780420,False,tertiary,True,327.914,,紫云路,,"LINESTRING (118.4144529 29.8678009, 118.4138151 29.8676894, 118.4137617 29.86768, 118.4132878 29.8675972, 118.4130498 29.8675639, 118.4128104 29.8675391, 118.4125914 29.8675239, 118.4125514 29.8675224, 118.4123719 29.8675158, 118.4121493 29.8675173, 118.4110814 29.8675246)"
983771474,True,secondary,False,7.988,,紫阳路,,"LINESTRING (118.4071988 29.8630438, 118.4071165 29.863052)"
983780457,True,primary,False,505.293,S348,百花路,,"LINESTRING (118.4071988 29.8630438, 118.4073007 29.8638214, 118.4073362 29.8640757, 118.4075067 29.8652996, 118.4075833 29.8658495, 118.4077234 29.8668557, 118.4077942 29.8673638, 118.4077746 29.8675565)"
983780458,True,primary,False,12.255,S348,百花路,,"LINESTRING (118.4071165 29.863052, 118.4071021 29.8629425)"
983780457,True,primary,False,11.908,S348,百花路,,"LINESTRING (118.4071848 29.8629374, 118.4071988 29.8630438)"
983771473,True,secondary,False,658.865,,紫阳路,,"LINESTRING (118.4071848 29.8629374, 118.4072837 29.8629312, 118.4074779 29.8629154, 118.4076711 29.8628926, 118.4078631 29.8628626, 118.408163 29.862801, 118.408311 29.8627638, 118.4084491 29.8627254, 118.4105386 29.8620845, 118.4132704 29.8612472, 118.4136731 29.8611237)"
983771473,True,secondary,False,7.995,,紫阳路,,"LINESTRING (118.4071021 29.8629425, 118.4071848 29.8629374)"
"[983780458, 983770820, 983770821]",True,primary,False,157.672,S348,"['百花大桥', '百花路']",yes,"LINESTRING (118.4071021 29.8629425, 118.407089 29.8628422, 118.4069248 29.8615897, 118.4069174 29.8615336)"
983780458,True,primary,False,251.93599999999998,S348,百花路,,"LINESTRING (118.4074235 29.865302, 118.4073176 29.8645417, 118.4072987 29.8644059, 118.4072184 29.8638298, 118.4071165 29.863052)"
983780403,False,tertiary,False,1.936,,富丰路,,"LINESTRING (118.4145762 29.8637277, 118.4145793 29.8637105)"
983780294,False,unclassified,True,359.10699999999997,,古关路,,"LINESTRING (118.4145762 29.8637277, 118.4139101 29.8635907, 118.4134166 29.8635511, 118.4130125 29.8634834, 118.4128064 29.8634488, 118.4121184 29.8632313, 118.4118158 29.8631477, 118.4112427 29.8629894, 118.4109831 29.862922)"
983780403,False,tertiary,True,134.37999999999997,,富丰路,,"LINESTRING (118.4145762 29.8637277, 118.4145485 29.8638814, 118.4144224 29.8642513, 118.414403 29.864327, 118.4143926 29.864404, 118.4143916 29.8644815, 118.4143974 29.8645432, 118.414409 29.8646042, 118.4144841 29.8648525, 118.4144907 29.8649064)"
983780294,False,unclassified,False,359.10699999999997,,古关路,,"LINESTRING (118.4109831 29.862922, 118.4112427 29.8629894, 118.4118158 29.8631477, 118.4121184 29.8632313, 118.4128064 29.8634488, 118.4130125 29.8634834, 118.4134166 29.8635511, 118.4139101 29.8635907, 118.4145762 29.8637277)"
983780419,False,tertiary,False,191.58100000000002,,清凉路,,"LINESTRING (118.4109831 29.862922, 118.4110031 29.8630265, 118.4110375 29.8632615, 118.4111112 29.8633871, 118.4111705 29.8634726, 118.4112354 29.8635548, 118.4113057 29.8636337, 118.4113859 29.8637133, 118.4114589 29.863798, 118.4115243 29.8638872, 118.4115926 29.8640007, 118.4116557 29.8641164, 118.4117111 29.8642289, 118.4117568 29.8643446, 118.4117693 29.864386, 118.4117925 29.8644629)"
983780419,False,tertiary,True,90.83,,清凉路,,"LINESTRING (118.4109831 29.862922, 118.4109583 29.8627928, 118.410929 29.8626658, 118.4109191 29.8626231, 118.4107814 29.8621244)"
983780385,False,tertiary,False,165.847,,,,"LINESTRING (118.4060694 29.8674418, 118.4061022 29.8674542, 118.4061876 29.8674795, 118.406275 29.8674992, 118.4063638 29.8675133, 118.4064536 29.8675216, 118.4075157 29.8675286, 118.4077746 29.8675565)"
983780402,False,unclassified,True,264.885,,莲花塘路,,"LINESTRING (118.4144907 29.8649064, 118.4135624 29.8647692, 118.4134045 29.8647404, 118.4128081 29.8646317, 118.4125746 29.8645891, 118.4120929 29.8645013, 118.4117925 29.8644629)"
983780403,False,tertiary,False,134.38,,富丰路,,"LINESTRING (118.4144907 29.8649064, 118.4144841 29.8648525, 118.414409 29.8646042, 118.4143974 29.8645432, 118.4143916 29.8644815, 118.4143926 29.864404, 118.414403 29.864327, 118.4144224 29.8642513, 118.4145485 29.8638814, 118.4145762 29.8637277)"
983780403,False,tertiary,True,329.07800000000003,,富丰路,,"LINESTRING (118.4144907 29.8649064, 118.4145297 29.8652247, 118.4146247 29.8659416, 118.4147352 29.8667753, 118.4147373 29.8667909, 118.4147537 29.8669145, 118.4147561 29.8670119, 118.4147489 29.867109, 118.4147322 29.8672053, 118.4147019 29.8673126, 118.4146944 29.8673336, 118.4146643 29.8674182, 118.4146196 29.8675216, 118.4145603 29.867636, 118.4144922 29.8677466, 118.4144529 29.8678009)"
