osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,tunnel,bridge
553662487,True,钱江路,secondary,False,22.312,"LINESTRING (120.2049503 30.252234, 120.2048623 30.2520483)",,,,
294207955,False,民心路,tertiary,False,240.397,"LINESTRING (120.2083186 30.2526649, 120.2069285 30.2508671)",,,,
294207954,False,丹桂路,unclassified,True,229.571,"LINESTRING (120.2083186 30.2526649, 120.2101195 30.2515015, 120.2102326 30.2514284)",,,,
"[979747410, 979747411, 157967582]",True,新业路,primary,False,178.04399999999998,"LINESTRING (120.2103096 30.2486202, 120.2093011 30.2493375, 120.2092287 30.2493891, 120.2088787 30.249638)",2,,,yes
14275978,True,新业路,primary,False,205.013,"LINESTRING (120.2050712 30.2519299, 120.2067156 30.2507545)",2,,,
593992385,True,钱江路,secondary,False,17.24,"LINESTRING (120.2050712 30.2519299, 120.2051827 30.2520514)",,,,
587820068,True,解放东路,primary,False,183.646,"LINESTRING (120.2020367 30.2480035, 120.2036773 30.2471555)",,,,
593992385,True,钱江路,secondary,False,22.408,"LINESTRING (120.2020367 30.2480035, 120.2021452 30.2481819)",,,,
14275978,True,新业路,primary,False,12.031,"LINESTRING (120.2022961 30.2533954, 120.2024099 30.2533502)",2,,,
384668301,False,,unclassified,False,285.914,"LINESTRING (120.2022961 30.2533954, 120.2021007 30.2530569, 120.2019543 30.2529234, 120.2017072 30.2528145, 120.2014743 30.2527301, 120.2013058 30.2526101, 120.2012093 30.2524716, 120.2012005 30.2522326, 120.2012888 30.2520559, 120.2015369 30.2517258, 120.2016617 30.2515505, 120.2016142 30.2513854)",,,,
294207954,False,丹桂路,unclassified,False,22.02,"LINESTRING (120.2104184 30.2513124, 120.2102326 30.2514284)",,,,
157967582,True,新业路,primary,False,18.394,"LINESTRING (120.2088787 30.249638, 120.208693 30.2496784)",2,,,
1238987830,True,富春路,secondary,False,237.944,"LINESTRING (120.2088787 30.249638, 120.210206 30.2510345, 120.2104184 30.2513124)",,,,
1238987830,True,富春路,secondary,False,10.158,"LINESTRING (120.2087231 30.2494273, 120.20878 30.2495043)",,,,
587820063,True,解放东路,primary,False,19.513,"LINESTRING (120.2056794 30.2459984, 120.2055314 30.2461186)",,,,
"[1238987830, 336821420, 587820062]",True,富春路,secondary,False,480.49,"LINESTRING (120.2056794 30.2459984, 120.206517 30.2469471, 120.2069945 30.2474806, 120.2074715 30.2480013, 120.2079546 30.2485647, 120.2087231 30.2494273)",,,yes,
595993913,True,富春路,secondary,False,17.634,"LINESTRING (120.2055638 30.2458752, 120.2056794 30.2459984)",,,,
"[587820065, 996851892, 996851893]",True,解放东路,primary,False,177.302,"LINESTRING (120.2055638 30.2458752, 120.2057729 30.2457457, 120.2060095 30.2455936, 120.2070536 30.2449339)",,,,yes
336828915,False,中环西路,unclassified,False,16.428,"LINESTRING (120.204647 30.2481818, 120.2045142 30.2482749)",,,,
336828915,False,中环西路,unclassified,True,54.525,"LINESTRING (120.204647 30.2481818, 120.2049854 30.2480395, 120.2051396 30.2480323, 120.2051764 30.2480306)",,,,
336828919,True,,unclassified,False,62.885000000000005,"LINESTRING (120.2038684 30.247206, 120.2039762 30.2473504, 120.2042353 30.2476743)",,,,
587820063,True,解放东路,primary,False,19.831,"LINESTRING (120.2038684 30.247206, 120.203779 30.2472646, 120.2037051 30.2473151)",,,,
336828915,False,中环西路,unclassified,True,16.428,"LINESTRING (120.2045142 30.2482749, 120.204647 30.2481818)",,,,
336828915,False,中环西路,unclassified,False,43.528,"LINESTRING (120.2045142 30.2482749, 120.2043803 30.2483994, 120.2042997 30.2484701, 120.204226 30.2485745)",,,,
336828920,True,,unclassified,False,68.889,"LINESTRING (120.2045142 30.2482749, 120.2044866 30.2482353, 120.2040868 30.2477777)",,,,
587820063,True,解放东路,primary,False,178.18099999999998,"LINESTRING (120.2037051 30.2473151, 120.2033187 30.247542, 120.2021452 30.2481819)",,,,
336828921,True,,unclassified,False,65.279,"LINESTRING (120.2044458 30.2497098, 120.2044223 30.2497238, 120.2038865 30.2500433)",,,,
336828927,False,中环东路,unclassified,False,112.84,"LINESTRING (120.2044458 30.2497098, 120.2045898 30.2498283, 120.2049282 30.2499642, 120.2052992 30.2499992, 120.2055233 30.2499565)",,,,
"[336828915, 336828927]",False,"['中环东路', '中环西路']",unclassified,True,23.721,"LINESTRING (120.2044458 30.2497098, 120.204359 30.2496387, 120.2042853 30.249549)",,,,
336828921,True,,unclassified,False,15.115,"LINESTRING (120.2036085 30.2501979, 120.2034785 30.2502745)",,,,
593992385,True,钱江路,secondary,False,238.635,"LINESTRING (120.2036085 30.2501979, 120.2039439 30.2506434, 120.2041969 30.2509693, 120.2043096 30.2510872, 120.2048331 30.2516845, 120.2050712 30.2519299)",,,,
553662487,True,钱江路,secondary,False,22.122,"LINESTRING (120.2034785 30.2502745, 120.2033381 30.2501168)",,,,
336828922,True,,unclassified,False,16.37,"LINESTRING (120.2033381 30.2501168, 120.2034872 30.2500455)",,,,
553662487,True,钱江路,secondary,False,247.126,"LINESTRING (120.2033381 30.2501168, 120.2018553 30.2483006)",,,,
336828922,True,,unclassified,False,31.984,"LINESTRING (120.2034872 30.2500455, 120.2037811 30.2499103)",,,,
593992385,True,钱江路,secondary,False,20.565,"LINESTRING (120.2034872 30.2500455, 120.2036085 30.2501979)",,,,
"[336828915, 336828927]",False,"['中环东路', '中环西路']",unclassified,False,23.721,"LINESTRING (120.2042853 30.249549, 120.204359 30.2496387, 120.2044458 30.2497098)",,,,
336828915,False,中环西路,unclassified,True,114.606,"LINESTRING (120.2042853 30.249549, 120.2042072 30.2494193, 120.2041439 30.2493142, 120.2040881 30.248989, 120.2041583 30.2486659, 120.204226 30.2485745)",,,,
336828923,True,,unclassified,False,76.126,"LINESTRING (120.2060458 30.2496987, 120.2060644 30.2497212, 120.2065071 30.2502554)",,,,
336828927,False,中环东路,unclassified,False,42.417,"LINESTRING (120.2060458 30.2496987, 120.2062238 30.2495165, 120.2062839 30.2493832)",,,,
336828927,False,中环东路,unclassified,True,17.576999999999998,"LINESTRING (120.2060458 30.2496987, 120.2059831 30.2497629, 120.2059097 30.2498012)",,,,
14275978,True,新业路,primary,False,207.944,"LINESTRING (120.2068533 30.2506718, 120.2075072 30.2502502, 120.2083777 30.249689, 120.2084412 30.2496463, 120.208585 30.2495496)",2,,,
14275978,True,新业路,primary,False,16.109,"LINESTRING (120.2067156 30.2507545, 120.2068533 30.2506718)",2,,,
336828924,True,,unclassified,False,55.723,"LINESTRING (120.2067156 30.2507545, 120.2066027 30.2506257, 120.2063737 30.2503497)",,,,
336828927,False,中环东路,unclassified,False,17.576999999999998,"LINESTRING (120.2059097 30.2498012, 120.2059831 30.2497629, 120.2060458 30.2496987)",,,,
336828927,False,中环东路,unclassified,True,41.425,"LINESTRING (120.2059097 30.2498012, 120.2056637 30.2499297, 120.2055233 30.2499565)",,,,
336828928,False,外环路,unclassified,False,16.557,"LINESTRING (120.2065071 30.2502554, 120.2063737 30.2503497)",,,,
336828923,True,,unclassified,False,57.111000000000004,"LINESTRING (120.2065071 30.2502554, 120.2067335 30.2505523, 120.2068533 30.2506718)",,,,
336828928,False,外环路,unclassified,True,292.975,"LINESTRING (120.2065071 30.2502554, 120.2067037 30.2501183, 120.2078568 30.2493142, 120.2076468 30.2490723, 120.2070675 30.2484051)",,,,
336828928,False,外环路,unclassified,True,16.557,"LINESTRING (120.2063737 30.2503497, 120.2065071 30.2502554)",,,,
336828924,True,,unclassified,False,75.54,"LINESTRING (120.2063737 30.2503497, 120.2059267 30.2498213, 120.2059097 30.2498012)",,,,
336828928,False,外环路,unclassified,False,329.554,"LINESTRING (120.2063737 30.2503497, 120.2061717 30.250468, 120.2049358 30.2511918, 120.2038865 30.2500433)",,,,
336828921,True,,unclassified,False,31.758,"LINESTRING (120.2038865 30.2500433, 120.2036085 30.2501979)",,,,
336828928,False,外环路,unclassified,False,17.922,"LINESTRING (120.2038865 30.2500433, 120.2037811 30.2499103)",,,,
336828928,False,外环路,unclassified,True,329.554,"LINESTRING (120.2038865 30.2500433, 120.2049358 30.2511918, 120.2061717 30.250468, 120.2063737 30.2503497)",,,,
336828928,False,外环路,unclassified,True,17.922,"LINESTRING (120.2037811 30.2499103, 120.2038865 30.2500433)",,,,
336828922,True,,unclassified,False,62.929,"LINESTRING (120.2037811 30.2499103, 120.2042586 30.2495663, 120.2042853 30.249549)",,,,
336828928,False,外环路,unclassified,False,329.58199999999994,"LINESTRING (120.2037811 30.2499103, 120.2031916 30.2491952, 120.202806 30.2487403, 120.2027709 30.248668, 120.2038943 30.2479079, 120.2040868 30.2477777)",,,,
336828928,False,外环路,unclassified,False,18.321,"LINESTRING (120.2040868 30.2477777, 120.2042353 30.2476743)",,,,
336828920,True,,unclassified,False,63.17,"LINESTRING (120.2040868 30.2477777, 120.2037897 30.247415, 120.2037051 30.2473151)",,,,
336828928,False,外环路,unclassified,True,329.582,"LINESTRING (120.2040868 30.2477777, 120.2038943 30.2479079, 120.2027709 30.248668, 120.202806 30.2487403, 120.2031916 30.2491952, 120.2037811 30.2499103)",,,,
336828928,False,外环路,unclassified,True,18.321,"LINESTRING (120.2042353 30.2476743, 120.2040868 30.2477777)",,,,
336828919,True,,unclassified,False,68.909,"LINESTRING (120.2042353 30.2476743, 120.2046163 30.2481431, 120.204647 30.2481818)",,,,
336828928,False,外环路,unclassified,False,290.852,"LINESTRING (120.2042353 30.2476743, 120.2044337 30.247547, 120.2056208 30.2467856, 120.2059211 30.2471403, 120.2063896 30.2476936)",,,,
336828928,False,外环路,unclassified,True,290.852,"LINESTRING (120.2063896 30.2476936, 120.2059211 30.2471403, 120.2056208 30.2467856, 120.2044337 30.247547, 120.2042353 30.2476743)",,,,
336828928,False,外环路,unclassified,False,292.975,"LINESTRING (120.2070675 30.2484051, 120.2076468 30.2490723, 120.2078568 30.2493142, 120.2067037 30.2501183, 120.2065071 30.2502554)",,,,
184451539,False,市民街,unclassified,True,235.354,"LINESTRING (120.2036773 30.2471555, 120.202247 30.245437)",,,,
587820068,True,解放东路,primary,False,212.92700000000002,"LINESTRING (120.2036773 30.2471555, 120.2052485 30.2460783, 120.2054136 30.2459651)",,,,
14275978,True,新业路,primary,False,23.999,"LINESTRING (120.2048623 30.2520483, 120.2050712 30.2519299)",2,,,
553662487,True,钱江路,secondary,False,237.857,"LINESTRING (120.2048623 30.2520483, 120.2046931 30.2518182, 120.2034785 30.2502745)",,,,
593992385,True,钱江路,secondary,False,278.352,"LINESTRING (120.2004016 30.2459368, 120.2020367 30.2480035)",,,,
384668301,False,,unclassified,True,285.914,"LINESTRING (120.2016142 30.2513854, 120.2016617 30.2515505, 120.2015369 30.2517258, 120.2012888 30.2520559, 120.2012005 30.2522326, 120.2012093 30.2524716, 120.2013058 30.2526101, 120.2014743 30.2527301, 120.2017072 30.2528145, 120.2019543 30.2529234, 120.2021007 30.2530569, 120.2022961 30.2533954)",,,,
14275978,True,新业路,primary,False,11.301,"LINESTRING (120.2021886 30.2534367, 120.2022961 30.2533954)",2,,,
14275978,True,新业路,primary,False,277.95,"LINESTRING (120.2024099 30.2533502, 120.2032445 30.2530403, 120.2036877 30.252801, 120.2040042 30.2525897, 120.2043434 30.2523717, 120.2048623 30.2520483)",2,,,
546241781,True,博奥隧道,primary,False,62.276,"LINESTRING (120.2097513 30.2489242, 120.209246 30.2492751)",,80,yes,
607103732,True,,primary,False,62.276,"LINESTRING (120.2097513 30.2489242, 120.209246 30.2492751)",,60,,
336828927,False,中环东路,unclassified,True,75.64899999999999,"LINESTRING (120.2064045 30.2487531, 120.2063389 30.2487876, 120.2063766 30.2488816, 120.206371 30.2490062, 120.2063619 30.2492101, 120.2062966 30.249355, 120.2062839 30.2493832)",,,,
336828915,False,中环西路,unclassified,False,73.044,"LINESTRING (120.2058916 30.2481207, 120.2058068 30.2481605, 120.2057314 30.248112, 120.2055249 30.248061, 120.2053655 30.2480217, 120.2051764 30.2480306)",,,,
336828915,False,中环西路,unclassified,False,114.606,"LINESTRING (120.204226 30.2485745, 120.2041583 30.2486659, 120.2040881 30.248989, 120.2041439 30.2493142, 120.2042072 30.2494193, 120.2042853 30.249549)",,,,
336828915,False,中环西路,unclassified,True,43.528,"LINESTRING (120.204226 30.2485745, 120.2042997 30.2484701, 120.2043803 30.2483994, 120.2045142 30.2482749)",,,,
"[582480131, 582480132, 582480133]",False,,residential,False,53.804,"LINESTRING (120.204226 30.2485745, 120.2042821 30.2486016, 120.2046064 30.2487245, 120.2047288 30.2487862)",,,yes,
582480130,False,,residential,False,59.679,"LINESTRING (120.2047288 30.2487862, 120.204835 30.248646, 120.2049854 30.248545, 120.2051654 30.2484913, 120.2052118 30.2484911)",,,,
582480130,False,,residential,True,125.588,"LINESTRING (120.2047288 30.2487862, 120.2046817 30.2489486, 120.2046988 30.2491155, 120.2047782 30.2492683, 120.2049112 30.2493902, 120.2050831 30.2494677, 120.2052749 30.2494922, 120.2054165 30.2494691)",,,,
"[582480131, 582480132, 582480133]",False,,residential,True,53.804,"LINESTRING (120.2047288 30.2487862, 120.2046064 30.2487245, 120.2042821 30.2486016, 120.204226 30.2485745)",,,yes,
582480130,False,,residential,False,116.211,"LINESTRING (120.2052118 30.2484911, 120.2053559 30.2484905, 120.2055365 30.2485428, 120.205688 30.2486425, 120.2057943 30.248779, 120.205844 30.2489378, 120.2058319 30.249102, 120.2057886 30.2491926)",,,,
582480130,False,,residential,True,59.679,"LINESTRING (120.2052118 30.2484911, 120.2051654 30.2484913, 120.2049854 30.248545, 120.204835 30.248646, 120.2047288 30.2487862)",,,,
"[582480136, 582480134, 582480135]",False,,residential,False,51.318,"LINESTRING (120.2052118 30.2484911, 120.2052036 30.2483852, 120.2051816 30.2480979, 120.2051764 30.2480306)",,,yes,
336828915,False,中环西路,unclassified,False,54.525000000000006,"LINESTRING (120.2051764 30.2480306, 120.2051396 30.2480323, 120.2049854 30.2480395, 120.204647 30.2481818)",,,,
336828915,False,中环西路,unclassified,True,73.044,"LINESTRING (120.2051764 30.2480306, 120.2053655 30.2480217, 120.2055249 30.248061, 120.2057314 30.248112, 120.2058068 30.2481605, 120.2058916 30.2481207)",,,,
"[582480136, 582480134, 582480135]",False,,residential,True,51.318,"LINESTRING (120.2051764 30.2480306, 120.2051816 30.2480979, 120.2052036 30.2483852, 120.2052118 30.2484911)",,,yes,
582480130,False,,residential,False,125.588,"LINESTRING (120.2054165 30.2494691, 120.2052749 30.2494922, 120.2050831 30.2494677, 120.2049112 30.2493902, 120.2047782 30.2492683, 120.2046988 30.2491155, 120.2046817 30.2489486, 120.2047288 30.2487862)",,,,
582480130,False,,residential,True,49.108000000000004,"LINESTRING (120.2054165 30.2494691, 120.2054654 30.2494612, 120.2056337 30.2493779, 120.2057592 30.2492541, 120.2057886 30.2491926)",,,,
"[582480137, 582480138, 582480139]",False,,residential,False,55.158,"LINESTRING (120.2054165 30.2494691, 120.2054349 30.2495528, 120.2054986 30.2498436, 120.2055233 30.2499565)",,,yes,
336828927,False,中环东路,unclassified,False,41.425,"LINESTRING (120.2055233 30.2499565, 120.2056637 30.2499297, 120.2059097 30.2498012)",,,,
336828927,False,中环东路,unclassified,True,112.84,"LINESTRING (120.2055233 30.2499565, 120.2052992 30.2499992, 120.2049282 30.2499642, 120.2045898 30.2498283, 120.2044458 30.2497098)",,,,
"[582480137, 582480138, 582480139]",False,,residential,True,55.158,"LINESTRING (120.2055233 30.2499565, 120.2054986 30.2498436, 120.2054349 30.2495528, 120.2054165 30.2494691)",,,yes,
336828927,False,中环东路,unclassified,False,75.649,"LINESTRING (120.2062839 30.2493832, 120.2062966 30.249355, 120.2063619 30.2492101, 120.206371 30.2490062, 120.2063766 30.2488816, 120.2063389 30.2487876, 120.2064045 30.2487531)",,,,
336828927,False,中环东路,unclassified,True,42.417,"LINESTRING (120.2062839 30.2493832, 120.2062238 30.2495165, 120.2060458 30.2496987)",,,,
"[582480140, 582480141, 582480142]",False,,residential,False,52.083,"LINESTRING (120.2062839 30.2493832, 120.206158 30.2493348, 120.2058432 30.2492137, 120.2057886 30.2491926)",,,yes,
582480130,False,,residential,False,49.108000000000004,"LINESTRING (120.2057886 30.2491926, 120.2057592 30.2492541, 120.2056337 30.2493779, 120.2054654 30.2494612, 120.2054165 30.2494691)",,,,
582480130,False,,residential,True,116.211,"LINESTRING (120.2057886 30.2491926, 120.2058319 30.249102, 120.205844 30.2489378, 120.2057943 30.248779, 120.205688 30.2486425, 120.2055365 30.2485428, 120.2053559 30.2484905, 120.2052118 30.2484911)",,,,
"[582480140, 582480141, 582480142]",False,,residential,True,52.083,"LINESTRING (120.2057886 30.2491926, 120.2058432 30.2492137, 120.206158 30.2493348, 120.2062839 30.2493832)",,,yes,
979747408,True,,primary,False,17.825,"LINESTRING (120.2088261 30.2495667, 120.208693 30.2496784)",,60,,
1238987830,True,富春路,secondary,False,9.401,"LINESTRING (120.2088261 30.2495667, 120.2088787 30.249638)",,,,
1238987830,True,富春路,secondary,False,8.231,"LINESTRING (120.20878 30.2495043, 120.2088261 30.2495667)",,,,
"[979747406, 979747407]",True,,primary,False,51.056,"LINESTRING (120.20878 30.2495043, 120.2091261 30.2492727, 120.2092002 30.2492231)",,60,,yes
546241780,True,,primary,False,61.729,"LINESTRING (120.2092002 30.2492231, 120.2097083 30.2488832)",,60,,
607103735,True,博奥隧道,primary,False,61.729,"LINESTRING (120.2092002 30.2492231, 120.2097083 30.2488832)",,80,yes,
"[979747408, 979747409]",True,,primary,False,51.751000000000005,"LINESTRING (120.209246 30.2492751, 120.2091729 30.2493258, 120.2088261 30.2495667)",,60,,yes
