osmid,oneway,ref,highway,reversed,length,geometry,tunnel,bridge
961442730,True,S241,primary,False,77.71799999999999,"LINESTRING (114.9250294 30.6885181, 114.9247665 30.6883455, 114.9246576 30.6882719, 114.9245517 30.6881945, 114.9244493 30.6881135, 114.924403 30.6880738)",,
951604176,True,G106;G318,trunk,False,315.83,"LINESTRING (114.9257566 30.6883683, 114.9265715 30.6873708, 114.9276461 30.6860387)",,
961443375,True,S241,primary,False,49.588,"LINESTRING (114.9250559 30.6884508, 114.9254681 30.6887214)",,
951604160,True,,primary_link,False,71.27799999999999,"LINESTRING (114.9250559 30.6884508, 114.9251377 30.6884731, 114.9252217 30.6884882, 114.925307 30.6884958, 114.9254005 30.6884957, 114.9254934 30.6884866, 114.9255515 30.6884739, 114.9256074 30.6884555, 114.925661 30.6884315, 114.925711 30.6884022, 114.9257566 30.6883683)",,
951604176,True,G106;G318,trunk,False,47.986,"LINESTRING (114.9254681 30.6887214, 114.9257566 30.6883683)",,
961443375,True,S241,primary,False,10.995,"LINESTRING (114.9254681 30.6887214, 114.9255595 30.6887814)",,
951604176,True,G106;G318,trunk,False,7.502,"LINESTRING (114.925423 30.6887766, 114.9254681 30.6887214)",,
961442730,True,S241,primary,False,47.358,"LINESTRING (114.925423 30.6887766, 114.9250294 30.6885181)",,
961442710,False,,unclassified,True,101.964,"LINESTRING (114.9280023 30.6871634, 114.9279705 30.687143, 114.9277975 30.6869873, 114.9276808 30.6868466, 114.9276392 30.6867647, 114.9275614 30.6864937, 114.9275157 30.6863738)",,
951604175,True,G106;G318,trunk,False,326.592,"LINESTRING (114.9275157 30.6863738, 114.9266657 30.6874273, 114.9255595 30.6887814)",,
961442710,False,,unclassified,False,101.964,"LINESTRING (114.9275157 30.6863738, 114.9275614 30.6864937, 114.9276392 30.6867647, 114.9276808 30.6868466, 114.9277975 30.6869873, 114.9279705 30.687143, 114.9280023 30.6871634)",,
951604175,True,G106;G318,trunk,False,226.244,"LINESTRING (114.9289007 30.6847243, 114.9277652 30.6860645, 114.9275157 30.6863738)",,
961443375,True,S241,primary,False,85.538,"LINESTRING (114.9243755 30.6879532, 114.9244019 30.6879778, 114.9245035 30.6880649, 114.9246036 30.688144, 114.9247071 30.6882198, 114.9248144 30.6882922, 114.9250559 30.6884508)",,
961443528,False,,tertiary,False,440.932,"LINESTRING (114.9243755 30.6879532, 114.9243951 30.6879042, 114.9251917 30.6860428, 114.9254554 30.6855193, 114.9255044 30.6854498, 114.9255618 30.6853854, 114.9256094 30.6853415, 114.9256609 30.685301, 114.9257161 30.6852643, 114.9258246 30.6852096, 114.9258824 30.6851882, 114.9265355 30.6849956, 114.9268192 30.6849026)",,
961443518,False,,unclassified,False,182.892,"LINESTRING (114.9268192 30.6849026, 114.9262619 30.6841398, 114.9257922 30.6835151)",,
961443518,False,,unclassified,True,149.037,"LINESTRING (114.9268192 30.6849026, 114.9275628 30.6859205, 114.9276461 30.6860387)",,
961443528,False,,tertiary,False,129.036,"LINESTRING (114.9268192 30.6849026, 114.9269016 30.6848756, 114.9270397 30.6847972, 114.927126 30.6847408, 114.9272087 30.6846807, 114.9278578 30.6841709)",,
961443528,False,,tertiary,True,440.932,"LINESTRING (114.9268192 30.6849026, 114.9265355 30.6849956, 114.9258824 30.6851882, 114.9258246 30.6852096, 114.9257161 30.6852643, 114.9256609 30.685301, 114.9256094 30.6853415, 114.9255618 30.6853854, 114.9255044 30.6854498, 114.9254554 30.6855193, 114.9251917 30.6860428, 114.9243951 30.6879042, 114.9243755 30.6879532)",,
961442961,False,,unclassified,True,167.35,"LINESTRING (114.9197301 30.683713, 114.919777 30.6834553, 114.9197824 30.6833933, 114.9197777 30.6833313, 114.9197632 30.6832716, 114.9197394 30.6832142, 114.9196603 30.6830845, 114.9195993 30.6830176, 114.9195899 30.6829985, 114.9195825 30.6829582, 114.9195852 30.6829374, 114.91961 30.682904, 114.9196851 30.6828503, 114.9197683 30.6828048, 114.9198152 30.6827892, 114.9199869 30.6827558, 114.920058 30.6827379, 114.9201485 30.6827062, 114.9202075 30.6826802, 114.9202886 30.6826496)",,
961442961,False,,unclassified,False,19.297,"LINESTRING (114.9204577 30.6825549, 114.9202886 30.6826496)",,
961442730,True,S241,primary,False,183.469,"LINESTRING (114.9204577 30.6825549, 114.9203932 30.6825009, 114.9200646 30.6822596, 114.9189759 30.6815075)",,
