osmid,name,highway,oneway,reversed,length,geometry,access,lanes,ref
192027396,荷花路,tertiary,False,True,263.048,"LINESTRING (117.1807849 31.8560962, 117.1780186 31.8558214)",,,
192027396,荷花路,tertiary,False,False,314.706,"LINESTRING (117.1807849 31.8560962, 117.1808817 31.8561081, 117.1814476 31.85615, 117.1841038 31.8563465)",,,
333015828,科学岛路,primary,True,False,197.77100000000002,"LINESTRING (117.1807849 31.8560962, 117.1809619 31.8553392, 117.1810506 31.8549598, 117.1810713 31.8548714, 117.1811837 31.8543502)",no,,
192027396,荷花路,tertiary,False,False,263.048,"LINESTRING (117.1780186 31.8558214, 117.1807849 31.8560962)",,,
320612061,,residential,False,False,219.5,"LINESTRING (117.1780186 31.8558214, 117.178175 31.8552208, 117.1783205 31.8546619, 117.1785074 31.8538916)",,,
192027396,荷花路,tertiary,False,True,110.91,"LINESTRING (117.1852737 31.856433, 117.1846117 31.8563841, 117.1841038 31.8563465)",,,
394768670,半岛路,tertiary,False,True,151.623,"LINESTRING (117.1852737 31.856433, 117.1854225 31.8558319, 117.185604 31.8550986)",,,
291545322,长江西路,trunk,True,False,32.409,"LINESTRING (117.1765661 31.8533425, 117.1769051 31.8532974)",,2,G312
291545322,长江西路,trunk,True,False,421.389,"LINESTRING (117.1769051 31.8532974, 117.1812776 31.8540508)",,2,G312
291549289,,residential,True,False,28.865,"LINESTRING (117.1768298 31.8535518, 117.1765275 31.8535899)",,,
512320910,长江西路,trunk,True,False,27.809,"LINESTRING (117.1768298 31.8535518, 117.1765606 31.8534505)",,3,G312
394768670,半岛路,tertiary,False,False,26.258,"LINESTRING (117.1856287 31.8547798, 117.1856117 31.8550155)",,,
394768670,半岛路,tertiary,False,True,9.976,"LINESTRING (117.1856287 31.8547798, 117.1856268 31.8546901)",,,
394768670,半岛路,tertiary,False,False,9.269,"LINESTRING (117.1856117 31.8550155, 117.185604 31.8550986)",,,
394768670,半岛路,tertiary,False,True,26.258,"LINESTRING (117.1856117 31.8550155, 117.1856287 31.8547798)",,,
512320917,长江西路,trunk,True,False,247.456,"LINESTRING (117.1856117 31.8550155, 117.1830407 31.854587)",,3,G312
394768670,半岛路,tertiary,False,True,9.269,"LINESTRING (117.185604 31.8550986, 117.1856117 31.8550155)",,,
394768670,半岛路,tertiary,False,False,151.623,"LINESTRING (117.185604 31.8550986, 117.1854225 31.8558319, 117.1852737 31.856433)",,,
536212395,长江西路辅路,unclassified,True,False,123.705,"LINESTRING (117.185604 31.8550986, 117.1845691 31.8549234, 117.1843195 31.8548811)",,,
192027396,荷花路,tertiary,False,False,110.91,"LINESTRING (117.1841038 31.8563465, 117.1846117 31.8563841, 117.1852737 31.856433)",,,
192027396,荷花路,tertiary,False,True,314.706,"LINESTRING (117.1841038 31.8563465, 117.1814476 31.85615, 117.1808817 31.8561081, 117.1807849 31.8560962)",,,
320140875,,residential,False,False,164.272,"LINESTRING (117.1841038 31.8563465, 117.1841399 31.8560429, 117.1842008 31.8555308, 117.1843195 31.8548811)",,,
320140875,,residential,False,True,164.272,"LINESTRING (117.1843195 31.8548811, 117.1842008 31.8555308, 117.1841399 31.8560429, 117.1841038 31.8563465)",,,
536212395,长江西路辅路,unclassified,True,False,301.996,"LINESTRING (117.1843195 31.8548811, 117.1830053 31.8546586, 117.1824655 31.8545672, 117.1812891 31.854368, 117.1811837 31.8543502)",,,
320612061,,residential,False,False,6.695,"LINESTRING (117.1785074 31.8538916, 117.1785203 31.8538324)",,,
320612061,,residential,False,True,219.5,"LINESTRING (117.1785074 31.8538916, 117.1783205 31.8546619, 117.178175 31.8552208, 117.1780186 31.8558214)",,,
536212395,长江西路辅路,unclassified,True,False,190.049,"LINESTRING (117.1785074 31.8538916, 117.1779946 31.8538067, 117.1774589 31.853718, 117.1770316 31.8536472, 117.1765275 31.8535899)",,,
320612061,,residential,False,True,6.695,"LINESTRING (117.1785203 31.8538324, 117.1785074 31.8538916)",,,
512320910,长江西路,trunk,True,False,162.686,"LINESTRING (117.1785203 31.8538324, 117.1768298 31.8535518)",,3,G312
347306491,长江西路辅路,unclassified,True,False,16.352,"LINESTRING (117.1812919 31.8539669, 117.1814618 31.8539952)",,2,
347306491,长江西路辅路,unclassified,True,False,149.375,"LINESTRING (117.1814618 31.8539952, 117.1824331 31.8541572, 117.1830137 31.8542541)",,2,
512320989,玉兰大道,primary,True,False,9.674,"LINESTRING (117.1814618 31.8539952, 117.1814339 31.8540446, 117.1814204 31.8540747)",,,
192093914,长江西路,trunk,True,False,405.125,"LINESTRING (117.1814204 31.8540747, 117.1856287 31.8547798)",,2,G312
512320989,玉兰大道,primary,True,False,26.814,"LINESTRING (117.1814204 31.8540747, 117.1813195 31.8543001)",,,
91996556,玉兰大道,primary,True,False,26.501,"LINESTRING (117.1812054 31.8542811, 117.1812776 31.8540508)",,,
512320910,长江西路,trunk,True,False,258.46500000000003,"LINESTRING (117.1812054 31.8542811, 117.181072 31.8542589, 117.1785203 31.8538324)",,3,G312
91996556,玉兰大道,primary,True,False,7.952,"LINESTRING (117.1811837 31.8543502, 117.1812054 31.8542811)",,,
536212395,长江西路辅路,unclassified,True,False,257.867,"LINESTRING (117.1811837 31.8543502, 117.1803887 31.8542156, 117.1795861 31.8540797, 117.1785074 31.8538916)",,,
333015828,科学岛路,primary,True,False,12.345,"LINESTRING (117.1785148 31.858945, 117.178607 31.8588663)",no,,
305872547,井岗路,secondary,True,False,169.785,"LINESTRING (117.1785148 31.858945, 117.1775947 31.858782, 117.1767529 31.8586418)",,,
347306491,长江西路辅路,unclassified,True,False,251.519,"LINESTRING (117.1830137 31.8542541, 117.1833937 31.8543175, 117.1856268 31.8546901)",,2,
394768670,半岛路,tertiary,False,False,9.976,"LINESTRING (117.1856268 31.8546901, 117.1856287 31.8547798)",,,
291545647,,residential,True,False,31.804,"LINESTRING (117.1765764 31.8532353, 117.1769051 31.8532974)",,,
347306491,长江西路辅路,unclassified,True,False,453.29,"LINESTRING (117.1765764 31.8532353, 117.1769075 31.8532354, 117.1790598 31.8535887, 117.1801098 31.8537697, 117.1812919 31.8539669)",,2,
333015828,科学岛路,primary,True,False,13.107,"LINESTRING (117.1784865 31.8590604, 117.1785148 31.858945)",no,,
192093914,长江西路,trunk,True,False,13.747,"LINESTRING (117.1812776 31.8540508, 117.1814204 31.8540747)",,2,G312
512320893,玉兰大道,primary,True,False,9.427,"LINESTRING (117.1812776 31.8540508, 117.1812919 31.8539669)",,,
512320910,长江西路,trunk,True,False,10.982,"LINESTRING (117.1813195 31.8543001, 117.1812054 31.8542811)",,3,G312
526613137,长江西路,trunk,True,False,165.665,"LINESTRING (117.1830407 31.854587, 117.1813195 31.8543001)",,3,G312
333015828,科学岛路,primary,True,False,372.68899999999996,"LINESTRING (117.178607 31.8588663, 117.1790892 31.8583255, 117.1800075 31.857317, 117.1803494 31.8569325, 117.1805448 31.856631, 117.1807849 31.8560962)",no,,
807677365,潭冲路,residential,False,False,10.631,"LINESTRING (117.1767529 31.8586418, 117.1768127 31.8585608)",,,
807677365,潭冲路,residential,False,True,10.631,"LINESTRING (117.1768127 31.8585608, 117.1767529 31.8586418)",,,
512320954,井岗路,secondary,True,False,172.832,"LINESTRING (117.1768127 31.8585608, 117.1778347 31.8587348, 117.178607 31.8588663)",,,
