osmid,oneway,highway,reversed,length,lanes,geometry
755432429,True,residential,False,55.921,,"LINESTRING (84.8279528 44.6895938, 84.8286602 44.6895927)"
1139101557,False,secondary,False,17.203,2,"LINESTRING (84.8279528 44.6895938, 84.827955 44.6897485)"
755432425,False,residential,True,16.803,,"LINESTRING (84.8286602 44.6895927, 84.8286628 44.6897438)"
755432425,False,residential,False,16.803,,"LINESTRING (84.8286628 44.6897438, 84.8286602 44.6895927)"
755432430,True,residential,False,55.955,,"LINESTRING (84.8286628 44.6897438, 84.827955 44.6897485)"
1139101557,False,secondary,False,184.916,2,"LINESTRING (84.827955 44.6897485, 84.8279794 44.6914114)"
1139101557,False,secondary,True,17.203,2,"LINESTRING (84.827955 44.6897485, 84.8279528 44.6895938)"
755443176,False,residential,False,293.474,,"LINESTRING (84.8311861 44.6913561, 84.8312487 44.693995)"
1141355981,False,tertiary,True,253.563,,"LINESTRING (84.8311861 44.6913561, 84.8301655 44.6913749, 84.8298222 44.6913825, 84.8279794 44.6914114)"
755443176,False,residential,True,300.275,,"LINESTRING (84.8312862 44.6966953, 84.8312487 44.693995)"
881160164,False,tertiary,False,255.236,,"LINESTRING (84.8312862 44.6966953, 84.8280572 44.696715)"
756422227,False,secondary,True,300.187,2,"LINESTRING (84.8280572 44.696715, 84.8280176 44.6940155)"
881160164,False,tertiary,False,458.576,,"LINESTRING (84.8280572 44.696715, 84.8222559 44.6967627)"
881160164,False,tertiary,True,255.236,,"LINESTRING (84.8280572 44.696715, 84.8312862 44.6966953)"
881160165,False,tertiary,True,289.589,,"LINESTRING (84.8191132 44.6914807, 84.8191496 44.6940849)"
1139101560,False,tertiary,False,241.794,,"LINESTRING (84.8191132 44.6914807, 84.8221718 44.6914568)"
1139101557,False,secondary,True,184.916,2,"LINESTRING (84.8279794 44.6914114, 84.827955 44.6897485)"
1140669490,False,secondary,False,289.579,2,"LINESTRING (84.8279794 44.6914114, 84.8280176 44.6940155)"
1139101559,False,tertiary,True,459.119,,"LINESTRING (84.8279794 44.6914114, 84.824903 44.6914245, 84.8245811 44.6914283, 84.8221718 44.6914568)"
1141355981,False,tertiary,False,253.563,,"LINESTRING (84.8279794 44.6914114, 84.8298222 44.6913825, 84.8301655 44.6913749, 84.8311861 44.6913561)"
755432413,False,tertiary,True,300.691,,"LINESTRING (84.8222559 44.6967627, 84.822213 44.6940587)"
881160164,False,tertiary,False,241.931,,"LINESTRING (84.8222559 44.6967627, 84.8191951 44.6967595)"
881160164,False,tertiary,True,458.576,,"LINESTRING (84.8222559 44.6967627, 84.8280572 44.696715)"
1139101560,False,tertiary,True,241.794,,"LINESTRING (84.8221718 44.6914568, 84.8191132 44.6914807)"
1139101559,False,tertiary,False,459.119,,"LINESTRING (84.8221718 44.6914568, 84.8245811 44.6914283, 84.824903 44.6914245, 84.8279794 44.6914114)"
"[1140669493, 1140669501, 1140669502]",False,tertiary,False,289.341,,"LINESTRING (84.8221718 44.6914568, 84.8221886 44.6930338, 84.8221886 44.6930834, 84.822213 44.6940587)"
755443176,False,residential,False,300.275,,"LINESTRING (84.8312487 44.693995, 84.8312862 44.6966953)"
755443176,False,residential,True,293.474,,"LINESTRING (84.8312487 44.693995, 84.8311861 44.6913561)"
881160170,False,residential,False,255.414,,"LINESTRING (84.8312487 44.693995, 84.8280176 44.6940155)"
756422227,False,secondary,False,300.187,2,"LINESTRING (84.8280176 44.6940155, 84.8280572 44.696715)"
881160170,False,residential,True,255.414,,"LINESTRING (84.8280176 44.6940155, 84.8312487 44.693995)"
1140669490,False,secondary,True,289.579,2,"LINESTRING (84.8280176 44.6940155, 84.8279794 44.6914114)"
1140669491,False,residential,False,458.853,,"LINESTRING (84.8280176 44.6940155, 84.822213 44.6940587)"
755432413,False,tertiary,False,300.691,,"LINESTRING (84.822213 44.6940587, 84.8222559 44.6967627)"
1140669491,False,residential,True,458.853,,"LINESTRING (84.822213 44.6940587, 84.8280176 44.6940155)"
1140669492,False,residential,False,242.166,,"LINESTRING (84.822213 44.6940587, 84.8191496 44.6940849)"
"[1140669501, 1140669493, 1140669502]",False,tertiary,True,289.341,,"LINESTRING (84.822213 44.6940587, 84.8221886 44.6930834, 84.8221886 44.6930338, 84.8221718 44.6914568)"
881160165,False,tertiary,False,289.589,,"LINESTRING (84.8191496 44.6940849, 84.8191132 44.6914807)"
881160165,False,tertiary,True,297.424,,"LINESTRING (84.8191496 44.6940849, 84.8191951 44.6967595)"
1140669492,False,residential,True,242.166,,"LINESTRING (84.8191496 44.6940849, 84.822213 44.6940587)"
881160164,False,tertiary,True,241.931,,"LINESTRING (84.8191951 44.6967595, 84.8222559 44.6967627)"
881160165,False,tertiary,False,297.424,,"LINESTRING (84.8191951 44.6967595, 84.8191496 44.6940849)"
