osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel
13868294,宁波路,residential,False,False,9.249,"LINESTRING (120.1350403 30.3172841, 120.134946 30.3173012)",,
424289934,丽水路,secondary,True,False,131.805,"LINESTRING (120.1350403 30.3172841, 120.1353388 30.3184411)",,
13868294,宁波路,residential,False,True,260.04100000000005,"LINESTRING (120.1350403 30.3172841, 120.1355779 30.3172718, 120.1360673 30.3172606, 120.1361783 30.3172594, 120.1366872 30.317254, 120.1368834 30.3172519, 120.1371098 30.3172494, 120.1373018 30.3172474, 120.1377489 30.3172426)",,
5118091,新昌路,residential,False,False,100.96000000000001,"LINESTRING (120.1387301 30.3233974, 120.1387658 30.3230776, 120.1388049 30.3228023, 120.1388356 30.3227208, 120.1388537 30.322673, 120.138922 30.3225887, 120.1389747 30.3225349)",,
203225244,温州路,unclassified,False,False,253.01,"LINESTRING (120.1387301 30.3233974, 120.139737 30.3235142, 120.1402042 30.3235684, 120.1405377 30.3236071, 120.1407284 30.3236292, 120.1413434 30.3236953)",,
203225244,温州路,unclassified,False,True,130.936,"LINESTRING (120.1387301 30.3233974, 120.1380621 30.3233317, 120.1373747 30.3232641)",,
5118092,金华路,unclassified,True,False,71.111,"LINESTRING (120.1377737 30.3206229, 120.137669 30.321256)",,
524531014,,residential,False,False,225.493,"LINESTRING (120.1377737 30.3206229, 120.1385667 30.3207736, 120.1386294 30.3207855, 120.1392879 30.3209106, 120.1398586 30.3210191, 120.1400709 30.3210451)",,
5118092,金华路,unclassified,True,False,160.247,"LINESTRING (120.137749 30.3191833, 120.137775 30.3196574, 120.1377924 30.3199754, 120.1377937 30.319999, 120.1377945 30.3200265, 120.1377991 30.320196, 120.1377737 30.3206229)",,
13868295,衢州街,residential,False,False,218.09099999999998,"LINESTRING (120.137749 30.3191833, 120.1359304 30.3191844, 120.1355214 30.3191847, 120.1354769 30.3191847)",,
13868295,衢州街,residential,False,True,179.91499999999996,"LINESTRING (120.137749 30.3191833, 120.1385767 30.3191813, 120.1385996 30.3191812, 120.1386516 30.3191811, 120.139553 30.3191789, 120.1396231 30.3191843)",,
5118092,金华路,unclassified,True,False,52.632999999999996,"LINESTRING (120.1377489 30.3172426, 120.1377392 30.3174613, 120.137728 30.3177156)",,
13868294,宁波路,residential,False,False,260.041,"LINESTRING (120.1377489 30.3172426, 120.1373018 30.3172474, 120.1371098 30.3172494, 120.1368834 30.3172519, 120.1366872 30.317254, 120.1361783 30.3172594, 120.1360673 30.3172606, 120.1355779 30.3172718, 120.1350403 30.3172841)",,
13868294,宁波路,residential,False,True,9.249,"LINESTRING (120.134946 30.3173012, 120.1350403 30.3172841)",,
203225244,温州路,unclassified,False,True,27.552,"LINESTRING (120.141628 30.3237276, 120.1413434 30.3236953)",,
203225244,温州路,unclassified,False,False,130.936,"LINESTRING (120.1373747 30.3232641, 120.1380621 30.3233317, 120.1387301 30.3233974)",,
203225244,温州路,unclassified,False,True,155.28500000000003,"LINESTRING (120.1373747 30.3232641, 120.1365519 30.3231937, 120.1357646 30.3231276)",,
5118092,金华路,unclassified,True,False,92.88,"LINESTRING (120.137669 30.321256, 120.1376239 30.3216046, 120.1375545 30.3220854)",,
203225504,台州路,residential,False,True,210.61199999999997,"LINESTRING (120.137669 30.321256, 120.1385923 30.3214089, 120.1390708 30.3214925, 120.139774 30.3216045, 120.1398239 30.3216128)",,
203225504,台州路,residential,False,False,109.44,"LINESTRING (120.1415818 30.3219046, 120.1404622 30.3217184)",,
512999946,上塘路,primary,True,False,73.91499999999999,"LINESTRING (120.1415818 30.3219046, 120.1416555 30.3214558, 120.1416878 30.3212462)",3,
433773791,上塘路,primary,True,False,230.863,"LINESTRING (120.1418808 30.3216629, 120.1417359 30.3228461, 120.141628 30.3237276)",3,
13868295,衢州街,residential,False,True,218.091,"LINESTRING (120.1354769 30.3191847, 120.1355214 30.3191847, 120.1359304 30.3191844, 120.137749 30.3191833)",,
"[345074138, 424289934, 345074135]",丽水路,secondary,True,False,440.65799999999996,"LINESTRING (120.1354769 30.3191847, 120.1354991 30.3193116, 120.1355903 30.3198071, 120.1357566 30.3212796, 120.1358371 30.3219186, 120.135797 30.3225878, 120.1357646 30.3231276)",,yes
203225244,温州路,unclassified,False,False,27.552,"LINESTRING (120.1413434 30.3236953, 120.141628 30.3237276)",,
512999946,上塘路,primary,True,False,200.428,"LINESTRING (120.1413434 30.3236953, 120.1415818 30.3219046)",3,
203225244,温州路,unclassified,False,True,253.01000000000002,"LINESTRING (120.1413434 30.3236953, 120.1407284 30.3236292, 120.1405377 30.3236071, 120.1402042 30.3235684, 120.139737 30.3235142, 120.1387301 30.3233974)",,
514164057,,residential,False,True,155.50799999999998,"LINESTRING (120.1394445 30.317843, 120.139515 30.3179166, 120.1395416 30.3179519, 120.1396048 30.3180361, 120.1396909 30.3182979, 120.1396834 30.3184691, 120.1396725 30.3186158, 120.139661 30.3187697, 120.1396231 30.3191843)",,
514164058,新昌路,residential,False,False,166.857,"LINESTRING (120.1394445 30.317843, 120.1392529 30.3177711, 120.1389677 30.3177291, 120.138946 30.3177259, 120.1386514 30.3177234, 120.137728 30.3177156)",,
13868295,衢州街,residential,False,False,179.91499999999996,"LINESTRING (120.1396231 30.3191843, 120.139553 30.3191789, 120.1386516 30.3191811, 120.1385996 30.3191812, 120.1385767 30.3191813, 120.137749 30.3191833)",,
514164057,,residential,False,False,155.508,"LINESTRING (120.1396231 30.3191843, 120.139661 30.3187697, 120.1396725 30.3186158, 120.1396834 30.3184691, 120.1396909 30.3182979, 120.1396048 30.3180361, 120.1395416 30.3179519, 120.139515 30.3179166, 120.1394445 30.317843)",,
539771096,新昌路,residential,False,False,270.43,"LINESTRING (120.1396231 30.3191843, 120.1396035 30.3192662, 120.1395396 30.3193435, 120.1394353 30.3194792, 120.1394053 30.3195284, 120.1393701 30.3196525, 120.1393593 30.3197219, 120.1392998 30.3201024, 120.1393158 30.3201659, 120.1393541 30.32021, 120.1394277 30.3202293, 120.1399264 30.3202956, 120.1400095 30.320337, 120.1400831 30.3203894, 120.140131 30.3205081, 120.140131 30.320562, 120.140131 30.3206433, 120.1401143 30.3207551, 120.140104 30.3208237, 120.1400709 30.3210451)",,
5118092,金华路,unclassified,True,False,163.485,"LINESTRING (120.137728 30.3177156, 120.1377023 30.3180474, 120.137697 30.318116, 120.1377 30.3182242, 120.1377054 30.3184201, 120.1377098 30.3185781, 120.1377206 30.3189711, 120.137749 30.3191833)",,
514164058,新昌路,residential,False,False,256.745,"LINESTRING (120.137728 30.3177156, 120.1373588 30.317713, 120.1371065 30.3177258, 120.1369872 30.3177319, 120.136786 30.3177421, 120.1366887 30.3177647, 120.1362362 30.3181529, 120.1360673 30.3182979, 120.1360214 30.3183186, 120.13591 30.318369, 120.1353388 30.3184411)",,
514164058,新昌路,residential,False,True,166.857,"LINESTRING (120.137728 30.3177156, 120.1386514 30.3177234, 120.138946 30.3177259, 120.1389677 30.3177291, 120.1392529 30.3177711, 120.1394445 30.317843)",,
424289934,丽水路,secondary,True,False,83.75800000000001,"LINESTRING (120.1353388 30.3184411, 120.1353679 30.3185617, 120.1354769 30.3191847)",,
514164058,新昌路,residential,False,True,256.745,"LINESTRING (120.1353388 30.3184411, 120.13591 30.318369, 120.1360214 30.3183186, 120.1360673 30.3182979, 120.1362362 30.3181529, 120.1366887 30.3177647, 120.136786 30.3177421, 120.1369872 30.3177319, 120.1371065 30.3177258, 120.1373588 30.317713, 120.137728 30.3177156)",,
5118092,金华路,unclassified,True,False,132.204,"LINESTRING (120.1375545 30.3220854, 120.1375237 30.322312, 120.1374503 30.3227507, 120.1374403 30.3228119, 120.1373747 30.3232641)",,
539772119,宁波路,residential,False,False,147.50900000000001,"LINESTRING (120.1375545 30.3220854, 120.1379773 30.3221297, 120.1381782 30.3221637, 120.1382402 30.3221872, 120.1383397 30.3222249, 120.138777 30.3224289, 120.1389747 30.3225349)",,
