osmid,oneway,highway,reversed,length,name,geometry
226233591,True,secondary,False,355.414,,"LINESTRING (100.9632831 22.8244886, 100.9667504 22.8244318)"
759659322,False,tertiary,False,14.168,滨河路,"LINESTRING (100.9632831 22.8244886, 100.9632854 22.824616)"
759659320,False,tertiary,False,272.918,永平路,"LINESTRING (100.9667582 22.8270135, 100.966756 22.8261276, 100.9667534 22.8246542, 100.9667532 22.8245591)"
384625115,False,secondary_link,False,14.169,,"LINESTRING (100.9693605 22.8243764, 100.9693631 22.8245038)"
226233591,True,secondary,False,267.576,,"LINESTRING (100.9667504 22.8244318, 100.9693605 22.8243764)"
759659320,False,tertiary,True,14.158,永平路,"LINESTRING (100.9667504 22.8244318, 100.9667532 22.8245591)"
384625116,True,secondary,False,355.465,普洱大道,"LINESTRING (100.9667532 22.8245591, 100.9632854 22.824616)"
759659320,False,tertiary,False,14.158,永平路,"LINESTRING (100.9667532 22.8245591, 100.9667504 22.8244318)"
759659320,False,tertiary,True,272.918,永平路,"LINESTRING (100.9667532 22.8245591, 100.9667534 22.8246542, 100.966756 22.8261276, 100.9667582 22.8270135)"
384625115,False,secondary_link,True,14.169,,"LINESTRING (100.9693631 22.8245038, 100.9693605 22.8243764)"
384625116,True,secondary,False,267.555,普洱大道,"LINESTRING (100.9693631 22.8245038, 100.9667532 22.8245591)"
759659322,False,tertiary,True,14.168,滨河路,"LINESTRING (100.9632854 22.824616, 100.9632831 22.8244886)"
759659322,False,tertiary,False,74.492,滨河路,"LINESTRING (100.9632854 22.824616, 100.9632844 22.8247333, 100.9632799 22.8252859)"
759659322,False,tertiary,False,122.175,滨河路,"LINESTRING (100.9632799 22.8252859, 100.9632727 22.8261572, 100.9632713 22.8263256, 100.9632637 22.8263842)"
759659322,False,tertiary,True,74.492,滨河路,"LINESTRING (100.9632799 22.8252859, 100.9632844 22.8247333, 100.9632854 22.824616)"
1014559052,False,unclassified,True,168.566,,"LINESTRING (100.9632799 22.8252859, 100.9632245 22.825298, 100.9631325 22.8253263, 100.9629748 22.825403, 100.9628653 22.8254595, 100.962747 22.8256009, 100.9624754 22.8259198, 100.9623221 22.8261096, 100.9622652 22.826378)"
1195222036,False,tertiary,False,102.335,,"LINESTRING (100.9622652 22.826378, 100.9632637 22.8263842)"
1014559052,False,unclassified,False,168.566,,"LINESTRING (100.9622652 22.826378, 100.9623221 22.8261096, 100.9624754 22.8259198, 100.962747 22.8256009, 100.9628653 22.8254595, 100.9629748 22.825403, 100.9631325 22.8253263, 100.9632245 22.825298, 100.9632799 22.8252859)"
759659322,False,tertiary,True,138.389,滨河路,"LINESTRING (100.9639424 22.8270597, 100.9637315 22.8270701, 100.9635215 22.8270531, 100.9632821 22.8270158, 100.9632637 22.8263842)"
1195222036,False,tertiary,True,102.335,,"LINESTRING (100.9632637 22.8263842, 100.9622652 22.826378)"
759659322,False,tertiary,False,138.389,滨河路,"LINESTRING (100.9632637 22.8263842, 100.9632821 22.8270158, 100.9635215 22.8270531, 100.9637315 22.8270701, 100.9639424 22.8270597)"
759659322,False,tertiary,True,122.175,滨河路,"LINESTRING (100.9632637 22.8263842, 100.9632713 22.8263256, 100.9632727 22.8261572, 100.9632799 22.8252859)"
