osmid,highway,oneway,reversed,length,geometry,bridge,ref
151572961,tertiary,False,False,350.421,"LINESTRING (100.6703695 31.3960746, 100.6722089 31.3965865, 100.6728874 31.3967796, 100.6733632 31.3968994, 100.6739092 31.3968994)",,
151572999,residential,False,False,96.948,"LINESTRING (100.6791279 31.395471, 100.6795824 31.3962518)",,
151572999,residential,False,True,96.948,"LINESTRING (100.6795824 31.3962518, 100.6791279 31.395471)",,
151572961,tertiary,False,True,181.194,"LINESTRING (100.6795824 31.3962518, 100.6794626 31.3962736, 100.677887 31.3964201, 100.6776879 31.3964472)",,
151572961,tertiary,False,False,32.582,"LINESTRING (100.6773489 31.3964933, 100.6776879 31.3964472)",,
151572953,residential,False,True,295.982,"LINESTRING (100.6773489 31.3964933, 100.6774503 31.3970858, 100.677536 31.3974587, 100.6777154 31.3978448, 100.6778246 31.3983441, 100.6778558 31.3987968, 100.6778305 31.3991023)",,
151572961,tertiary,False,True,203.527,"LINESTRING (100.6773489 31.3964933, 100.6758591 31.3967063, 100.6752429 31.3968328)",,
151572961,tertiary,False,False,203.527,"LINESTRING (100.6752429 31.3968328, 100.6758591 31.3967063, 100.6773489 31.3964933)",,
151572961,tertiary,False,True,127.053,"LINESTRING (100.6752429 31.3968328, 100.6746268 31.3968994, 100.6739092 31.3968994)",,
151572989,residential,False,False,238.753,"LINESTRING (100.6752429 31.3968328, 100.6758201 31.3987236, 100.6758279 31.3989167)",,
151572994,tertiary,False,False,210.432,"LINESTRING (100.6739092 31.3968994, 100.6738352 31.3987908)",,
151572961,tertiary,False,False,127.053,"LINESTRING (100.6739092 31.3968994, 100.6746268 31.3968994, 100.6752429 31.3968328)",,
151572961,tertiary,False,True,350.421,"LINESTRING (100.6739092 31.3968994, 100.6733632 31.3968994, 100.6728874 31.3967796, 100.6722089 31.3965865, 100.6703695 31.3960746)",,
151572994,tertiary,False,False,149.841,"LINESTRING (100.6738352 31.3987908, 100.6737825 31.4001376)",,
151572994,tertiary,False,True,210.432,"LINESTRING (100.6738352 31.3987908, 100.6739092 31.3968994)",,
151573008,residential,False,False,189.648,"LINESTRING (100.6738352 31.3987908, 100.6758279 31.3989167)",,
151573008,residential,False,True,313.55,"LINESTRING (100.6738352 31.3987908, 100.6705408 31.3985806)",,
151572989,residential,False,False,184.84,"LINESTRING (100.6758279 31.3989167, 100.6755436 31.4005612)",,
151573008,residential,False,False,191.187,"LINESTRING (100.6758279 31.3989167, 100.6778305 31.3991023)",,
151573008,residential,False,True,189.648,"LINESTRING (100.6758279 31.3989167, 100.6738352 31.3987908)",,
151572989,residential,False,True,238.753,"LINESTRING (100.6758279 31.3989167, 100.6758201 31.3987236, 100.6752429 31.3968328)",,
151573008,residential,False,True,191.187,"LINESTRING (100.6778305 31.3991023, 100.6758279 31.3989167)",,
151572953,residential,False,False,295.98199999999997,"LINESTRING (100.6778305 31.3991023, 100.6778558 31.3987968, 100.6778246 31.3983441, 100.6777154 31.3978448, 100.677536 31.3974587, 100.6774503 31.3970858, 100.6773489 31.3964933)",,
151572953,residential,False,True,208.572,"LINESTRING (100.6778305 31.3991023, 100.6776842 31.3993427, 100.6773801 31.3997688, 100.6769899 31.4003354, 100.676784 31.4007482)",,
151572994,tertiary,False,True,149.841,"LINESTRING (100.6737825 31.4001376, 100.6738352 31.3987908)",,
"[151572977, 151572994, 531504626]",tertiary,False,False,75.89599999999999,"LINESTRING (100.6737825 31.4001376, 100.6737766 31.4002878, 100.6737562 31.4006385, 100.6737434 31.4008193)",yes,
151573085,tertiary,False,False,316.601,"LINESTRING (100.6737825 31.4001376, 100.6723706 31.3998227, 100.6715769 31.3997503, 100.6704989 31.3997307)",,
151573085,tertiary,False,True,173.89499999999998,"LINESTRING (100.6737825 31.4001376, 100.6747257 31.4004068, 100.6755436 31.4005612)",,
