osmid,oneway,lanes,name,highway,reversed,length,bridge,geometry
85658817,True,5,哲里木路,primary,False,46.574,,"LINESTRING (111.6754639 40.8375432, 111.6756721 40.8371551)"
1137269335,True,3,海拉尔大街,primary,False,25.486,,"LINESTRING (111.6754639 40.8375432, 111.6757645 40.8375717)"
85658817,True,5,哲里木路,primary,False,137.93,,"LINESTRING (111.6774747 40.833486, 111.6779761 40.832305)"
135639551,False,,,tertiary,True,21.639,,"LINESTRING (111.6774747 40.833486, 111.6777181 40.8335489)"
131192495,True,5,哲里木路,primary,False,476.554,,"LINESTRING (111.6777181 40.8335489, 111.6757645 40.8375717)"
135639551,False,,,tertiary,False,21.639,,"LINESTRING (111.6777181 40.8335489, 111.6774747 40.833486)"
131192495,True,5,哲里木路,primary,False,17.795,,"LINESTRING (111.6757645 40.8375717, 111.6757124 40.8377268)"
532093530,False,,,unclassified,True,26.679,,"LINESTRING (111.6779761 40.832305, 111.6782824 40.8323671)"
131192495,True,5,哲里木路,primary,False,139.723,,"LINESTRING (111.6782824 40.8323671, 111.6777181 40.8335489)"
532093530,False,,,unclassified,False,26.679,,"LINESTRING (111.6782824 40.8323671, 111.6779761 40.832305)"
85658817,True,5,哲里木路,primary,False,17.562,,"LINESTRING (111.6754142 40.8376966, 111.6754639 40.8375432)"
1137269336,True,3,海拉尔大街,primary,False,25.31,,"LINESTRING (111.6757124 40.8377268, 111.6754142 40.8376966)"
85658817,True,5,哲里木路,primary,False,435.259,,"LINESTRING (111.6756721 40.8371551, 111.6774747 40.833486)"
"[957066612, 957066613]",True,,,trunk_link,False,433.7919999999999,yes,"LINESTRING (111.6756721 40.8371551, 111.6758031 40.8367407, 111.6762308 40.8358814, 111.6763362 40.8356696, 111.67684 40.8346575, 111.6770453 40.8341889, 111.6772541 40.8337631, 111.677529 40.8335452)"
1137269335,True,3,海拉尔大街,primary,False,350.662,,"LINESTRING (111.6713414 40.8370772, 111.6737044 40.8373446, 111.6754639 40.8375432)"
