osmid,highway,oneway,reversed,length,name,maxspeed,bridge,geometry,lanes,ref
706619204,tertiary,False,False,11.92,,,,"LINESTRING (121.0065979 30.6755914, 121.0066599 30.6754984)",,
1262466514,secondary,True,False,15.727,胜利路,,,"LINESTRING (121.0090376 30.6765075, 121.0091801 30.6765781)",,
1262466492,secondary,True,False,254.696,胜利路,,,"LINESTRING (121.0089697 30.6766332, 121.0065979 30.6755914)",,
1266340926,secondary,True,False,15.412,新华南路,60,,"LINESTRING (121.0089697 30.6766332, 121.0090376 30.6765075)",,
348508884,secondary,True,False,149.802,新华南路,60,,"LINESTRING (121.0075364 30.679562, 121.0081326 30.6783162)",,
348931842,tertiary,False,False,12.533,池海路,,,"LINESTRING (121.0075364 30.679562, 121.0076528 30.6796138)",,
348931842,tertiary,False,True,184.749,池海路,,,"LINESTRING (121.0104212 30.6808269, 121.0086965 30.6800783)",,
1261910079,tertiary,False,False,122.746,池海路,,,"LINESTRING (121.0104212 30.6808269, 121.0115546 30.681345)",,
1261910077,tertiary,False,False,15.14,,,,"LINESTRING (121.016457 30.6802836, 121.0165229 30.6801598)",,
"[346873718, 996848965, 996848966]",secondary,True,False,429.24600000000004,胜利路,,yes,"LINESTRING (121.016457 30.6802836, 121.015622 30.6798631, 121.015319 30.6797178, 121.013631 30.6789006, 121.0125538 30.6783777)",,
348931842,tertiary,False,False,184.749,池海路,,,"LINESTRING (121.0086965 30.6800783, 121.0104212 30.6808269)",,
348931842,tertiary,False,True,112.383,池海路,,,"LINESTRING (121.0086965 30.6800783, 121.0076528 30.6796138)",,
438237954,tertiary,False,False,47.554,,,,"LINESTRING (121.0086965 30.6800783, 121.0088926 30.6796853)",,
438237954,tertiary,False,True,49.519,,,,"LINESTRING (121.0115546 30.681345, 121.0117752 30.6809421)",,
1261910079,tertiary,False,True,122.746,池海路,,,"LINESTRING (121.0115546 30.681345, 121.0104212 30.6808269)",,
346873718,secondary,True,False,202.356,胜利路,,,"LINESTRING (121.0109323 30.6775951, 121.0090939 30.6766941)",,
438237955,tertiary,False,False,392.624,,,,"LINESTRING (121.0109323 30.6775951, 121.0106033 30.6781378, 121.0105451 30.6782943, 121.010516 30.6783882, 121.0105233 30.6785384, 121.0105669 30.6786761, 121.0106615 30.6788639, 121.0107343 30.6789452, 121.010858 30.6790329, 121.0112001 30.6791706, 121.011331 30.6792081, 121.0114693 30.6792269, 121.0116294 30.6792269, 121.0117604 30.6791956, 121.0119278 30.6791393, 121.0120515 30.6790642, 121.0121388 30.6789953, 121.0122262 30.6788889, 121.0125538 30.6783777)",,
346873718,secondary,True,False,177.825,胜利路,,,"LINESTRING (121.0125538 30.6783777, 121.0120439 30.6781238, 121.0109323 30.6775951)",,
438237955,tertiary,False,True,392.624,,,,"LINESTRING (121.0125538 30.6783777, 121.0122262 30.6788889, 121.0121388 30.6789953, 121.0120515 30.6790642, 121.0119278 30.6791393, 121.0117604 30.6791956, 121.0116294 30.6792269, 121.0114693 30.6792269, 121.011331 30.6792081, 121.0112001 30.6791706, 121.010858 30.6790329, 121.0107343 30.6789452, 121.0106615 30.6788639, 121.0105669 30.6786761, 121.0105233 30.6785384, 121.010516 30.6783882, 121.0105451 30.6782943, 121.0106033 30.6781378, 121.0109323 30.6775951)",,
438237954,tertiary,False,True,47.554,,,,"LINESTRING (121.0088926 30.6796853, 121.0086965 30.6800783)",,
438237956,tertiary,False,False,309.066,,,,"LINESTRING (121.0088926 30.6796853, 121.0117752 30.6809421)",,
438237954,tertiary,False,False,567.754,,,,"LINESTRING (121.0088926 30.6796853, 121.0091478 30.679277, 121.0092861 30.679108, 121.0094316 30.6789703, 121.0096864 30.6788138, 121.0099775 30.6786886, 121.0102758 30.678626, 121.0105014 30.678601, 121.0106979 30.6786073, 121.01104 30.6786698, 121.0112801 30.6787512, 121.011513 30.6788701, 121.0117022 30.6790141, 121.0118477 30.6791518, 121.0119642 30.6793082, 121.0120515 30.679496, 121.012117 30.679665, 121.0121461 30.6799028, 121.0121461 30.6801407, 121.0120879 30.6803973, 121.0120151 30.6805475, 121.0117752 30.6809421)",,
438237954,tertiary,False,False,49.519,,,,"LINESTRING (121.0117752 30.6809421, 121.0115546 30.681345)",,
438237956,tertiary,False,True,309.066,,,,"LINESTRING (121.0117752 30.6809421, 121.0088926 30.6796853)",,
438237954,tertiary,False,True,567.7539999999999,,,,"LINESTRING (121.0117752 30.6809421, 121.0120151 30.6805475, 121.0120879 30.6803973, 121.0121461 30.6801407, 121.0121461 30.6799028, 121.012117 30.679665, 121.0120515 30.679496, 121.0119642 30.6793082, 121.0118477 30.6791518, 121.0117022 30.6790141, 121.011513 30.6788701, 121.0112801 30.6787512, 121.01104 30.6786698, 121.0106979 30.6786073, 121.0105014 30.678601, 121.0102758 30.678626, 121.0099775 30.6786886, 121.0096864 30.6788138, 121.0094316 30.6789703, 121.0092861 30.679108, 121.0091478 30.679277, 121.0088926 30.6796853)",,
438237956,tertiary,False,False,212.298,,,,"LINESTRING (121.0117752 30.6809421, 121.0119757 30.6810207, 121.0120508 30.6808991, 121.0136944 30.6816096)",,
438237956,tertiary,False,True,212.298,,,,"LINESTRING (121.0136944 30.6816096, 121.0120508 30.6808991, 121.0119757 30.6810207, 121.0117752 30.6809421)",,
438237957,tertiary,False,False,214.11499999999998,,,,"LINESTRING (121.0086244 30.6797309, 121.0087393 30.6795029, 121.0082666 30.6792978, 121.008567 30.6787316, 121.0084565 30.6786936, 121.0084389 30.678648, 121.0084389 30.6786024, 121.0085228 30.6784732, 121.0082538 30.678365)",,
348508884,secondary,True,False,203.545,新华南路,60,,"LINESTRING (121.0081326 30.6783162, 121.0089697 30.6766332)",,
438237957,tertiary,False,True,12.798,,,,"LINESTRING (121.0081326 30.6783162, 121.0082538 30.678365)",,
491854529,secondary,True,False,253.569,胜利路,,,"LINESTRING (121.0066599 30.6754984, 121.0090376 30.6765075)",3,X108
706619204,tertiary,False,True,11.92,,,,"LINESTRING (121.0066599 30.6754984, 121.0065979 30.6755914)",,
1261910077,tertiary,False,True,15.14,,,,"LINESTRING (121.0165229 30.6801598, 121.016457 30.6802836)",,
996845405,tertiary,False,True,10.873,,,,"LINESTRING (121.0158216 30.6764759, 121.015893 30.6763998)",,
"[996845400, 1261910049, 1266340924]",tertiary,True,False,587.4499999999999,曹兑路,,yes,"LINESTRING (121.0158216 30.6764759, 121.0144613 30.6757812, 121.0144048 30.6757524, 121.0134302 30.6752659, 121.0133587 30.6752302, 121.0125804 30.6748411, 121.0121725 30.6746117, 121.0109303 30.673977, 121.0105402 30.6737792)",,
996845405,tertiary,False,False,10.873,,,,"LINESTRING (121.015893 30.6763998, 121.0158216 30.6764759)",,
1262466515,secondary,True,False,337.353,,,,"LINESTRING (121.0105402 30.6737792, 121.0100216 30.6748526, 121.0093671 30.6761537, 121.0091801 30.6765781)",,
1266340928,secondary,True,False,15.308,,,,"LINESTRING (121.0091801 30.6765781, 121.0090939 30.6766941)",,
"[996848964, 1261910076, 996848967]",secondary,True,False,807.3679999999999,胜利路,,yes,"LINESTRING (121.0091801 30.6765781, 121.0102018 30.6770987, 121.0118892 30.6778891, 121.0136265 30.678765, 121.0152981 30.6795609, 121.0165229 30.6801598)",,
346873718,secondary,True,False,13.673,胜利路,,,"LINESTRING (121.0090939 30.6766941, 121.0089697 30.6766332)",,
1266340928,secondary,True,False,202.423,,,,"LINESTRING (121.0090939 30.6766941, 121.0082538 30.678365)",,
438237957,tertiary,False,False,12.798,,,,"LINESTRING (121.0082538 30.678365, 121.0081326 30.6783162)",,
1266340928,secondary,True,False,150.285,,,,"LINESTRING (121.0082538 30.678365, 121.0076528 30.6796138)",,
438237957,tertiary,False,True,214.115,,,,"LINESTRING (121.0082538 30.678365, 121.0085228 30.6784732, 121.0084389 30.6786024, 121.0084389 30.678648, 121.0084565 30.6786936, 121.008567 30.6787316, 121.0082666 30.6792978, 121.0087393 30.6795029, 121.0086244 30.6797309)",,
348931842,tertiary,False,False,112.383,池海路,,,"LINESTRING (121.0076528 30.6796138, 121.0086965 30.6800783)",,
348931842,tertiary,False,True,12.533,池海路,,,"LINESTRING (121.0076528 30.6796138, 121.0075364 30.679562)",,
