osmid,oneway,ref,name,highway,reversed,length,bridge,lanes,geometry
128202166,True,S 213,舜水南路,primary,False,10.695,,,"LINESTRING (121.1524615 30.041264, 121.15247 30.0413599)"
"[120682369, 128202166]",True,S 213,"['舜水南路', '最良桥']",primary,False,289.759,yes,3,"LINESTRING (121.152908 30.0387126, 121.1528331 30.039175, 121.1527714 30.0394416, 121.1526854 30.0397074, 121.1525942 30.0399576, 121.1525078 30.0401947, 121.1524652 30.0403766, 121.1524298 30.0405598, 121.1524008 30.0407217, 121.1524615 30.041264)"
127556534,True,,,secondary_link,False,37.659000000000006,yes,,"LINESTRING (121.152908 30.0387126, 121.1529325 30.0388698, 121.1529504 30.0389858, 121.1529769 30.0390445)"
411832267,True,,世南西路,secondary,False,12.374,,2,"LINESTRING (121.1523335 30.0412743, 121.1524615 30.041264)"
"[128202596, 127558294]",True,S 213,"['舜水南路', '最良桥']",primary,False,293.466,yes,3,"LINESTRING (121.1523335 30.0412743, 121.1523202 30.0407183, 121.1523364 30.0405753, 121.1523847 30.0403627, 121.152437 30.04015, 121.1525095 30.0399617, 121.1526102 30.0396898, 121.1526867 30.0394457, 121.1527512 30.0391738, 121.1528116 30.0387938, 121.1528273 30.0386875)"
127559254,True,,,secondary_link,False,24.594,,,"LINESTRING (121.1527431 30.0386233, 121.152885 30.0386169, 121.1529676 30.0386292, 121.1529941 30.0386406)"
414784515,True,,,tertiary,False,20.401,,,"LINESTRING (121.1526103 30.038767, 121.1524483 30.0386487)"
127559254,True,,,secondary_link,False,20.65,,,"LINESTRING (121.1526103 30.038767, 121.152669 30.0386836, 121.1526972 30.0386606, 121.1527431 30.0386233)"
127559254,True,,,secondary_link,False,9.686,,,"LINESTRING (121.1531056 30.0387589, 121.153114 30.0388457)"
127559254,True,,,secondary_link,False,8.159,,,"LINESTRING (121.1525952 30.0388392, 121.1526103 30.038767)"
"[127559769, 127559770]",True,,,secondary_link,False,282.443,yes,,"LINESTRING (121.1525952 30.0388392, 121.1525274 30.0387912, 121.1524372 30.0387555, 121.1523754 30.0387488, 121.1522413 30.0387622, 121.1515763 30.038838, 121.1514887 30.0388715, 121.1514346 30.0389072, 121.1513908 30.0389496, 121.1513634 30.0389996, 121.1513521 30.0390701, 121.1514011 30.0391906, 121.1514665 30.0392352, 121.1515403 30.0392553, 121.1516294 30.0392602, 121.1517207 30.0392464, 121.1524398 30.0391415, 121.1525326 30.0391102, 121.1526254 30.0390567, 121.1526718 30.0390076)"
127559254,True,,,secondary_link,False,72.085,,,"LINESTRING (121.153114 30.0388457, 121.1530879 30.0389207, 121.1530362 30.0389829, 121.1529504 30.0390214, 121.1528108 30.0390406, 121.1527096 30.038996, 121.1526348 30.0389275, 121.1525952 30.0388392)"
127558294,True,S 213,最良桥,primary,False,75.363,yes,3,"LINESTRING (121.1528273 30.0386875, 121.1529264 30.0380152)"
127559769,True,,,secondary_link,False,38.779,yes,,"LINESTRING (121.1526718 30.0390076, 121.1527207 30.0389407, 121.1527749 30.0388023, 121.1528273 30.0386875)"
127560123,True,,,secondary_link,False,196.28900000000002,yes,,"LINESTRING (121.1526718 30.0390076, 121.1526908 30.038867, 121.1527073 30.0387224, 121.1527383 30.0385136, 121.1527795 30.0382423, 121.1528682 30.0376907, 121.1529012 30.0374961, 121.1529362 30.0373729, 121.1529558 30.0372604)"
127560010,True,,,secondary_link,False,197.041,yes,,"LINESTRING (121.153227 30.0372862, 121.1532171 30.0373719, 121.1532023 30.0375304, 121.1530439 30.0385758, 121.1530192 30.0387414, 121.1529895 30.0389028, 121.1529769 30.0390445)"
127560037,True,,,secondary_link,False,84.551,yes,,"LINESTRING (121.153227 30.0372862, 121.1531858 30.0373905, 121.1531561 30.0374933, 121.1531281 30.037619, 121.1530852 30.0378118, 121.1530323 30.0380268)"
