osmid,oneway,name,highway,reversed,length,lanes,geometry,bridge
293773342,True,千岛路,tertiary,False,14.484,,"LINESTRING (122.1987609 29.9868092, 122.1987035 29.9866888)",
732803290,True,海天大道,primary,False,49.221,2,"LINESTRING (122.1987609 29.9868092, 122.1982821 29.986964)",
732803290,True,海天大道,primary,False,8.18,2,"LINESTRING (122.2069158 29.9841184, 122.2068356 29.9841426)",
1125153814,False,体育路,tertiary,False,51.44,,"LINESTRING (122.2069158 29.9841184, 122.2069679 29.9845788)",
1125153814,False,体育路,tertiary,True,13.228,,"LINESTRING (122.2069158 29.9841184, 122.2068798 29.9840036)",
1125153814,False,体育路,tertiary,False,36.747,,"LINESTRING (122.2067773 29.9836853, 122.2068474 29.9838971, 122.2068798 29.9840036)",
1125755225,False,,tertiary_link,False,65.51,,"LINESTRING (122.2067773 29.9836853, 122.2068617 29.9837633, 122.2069971 29.9838199, 122.2071792 29.9838482, 122.2074004 29.9838401)",
379371630,True,海天大道,primary,False,53.335,2,"LINESTRING (122.2068798 29.9840036, 122.2074004 29.9838401)",
1125153814,False,体育路,tertiary,False,13.228,,"LINESTRING (122.2068798 29.9840036, 122.2069158 29.9841184)",
1125153814,False,体育路,tertiary,True,36.747,,"LINESTRING (122.2068798 29.9840036, 122.2068474 29.9838971, 122.2067773 29.9836853)",
293345633,True,千岛路,tertiary,False,14.369,2,"LINESTRING (122.199061 29.9865483, 122.1991342 29.9866609)",
379371630,True,海天大道,primary,False,62.765,2,"LINESTRING (122.199061 29.9865483, 122.1996712 29.9863501)",
293773342,True,千岛路,tertiary,False,58.008,,"LINESTRING (122.1987035 29.9866888, 122.1984837 29.9862031)",
379371630,True,海天大道,primary,False,37.81,2,"LINESTRING (122.1987035 29.9866888, 122.199061 29.9865483)",
293345633,True,千岛路,tertiary,False,52.057,2,"LINESTRING (122.1991342 29.9866609, 122.1993581 29.987087)",
732803290,True,海天大道,primary,False,39.591,2,"LINESTRING (122.1991342 29.9866609, 122.1988824 29.9867688, 122.1987609 29.9868092)",
295875277,False,海月道,residential,True,7.289,,"LINESTRING (122.2070432 29.9866807, 122.206969 29.9866936)",
293773323,False,体育路,tertiary,False,363.12,,"LINESTRING (122.2070432 29.9866807, 122.2070344 29.9876183, 122.2070126 29.9899462)",
"[1125153817, 293773323, 1125153814]",False,体育路,tertiary,True,233.976,,"LINESTRING (122.2070432 29.9866807, 122.2070163 29.9849906, 122.2069859 29.9847383, 122.2069679 29.9845788)",yes
293773323,False,体育路,tertiary,False,6.162,,"LINESTRING (122.2070097 29.9902541, 122.207008 29.9903095)",
293773323,False,体育路,tertiary,True,34.238,,"LINESTRING (122.2070097 29.9902541, 122.2070126 29.9899462)",
295875141,True,海宇路,tertiary,False,47.821,,"LINESTRING (122.2070097 29.9902541, 122.2075062 29.9902483)",
477478719,False,,residential,False,10.337,,"LINESTRING (122.2043482 29.9902605, 122.2043696 29.9903516)",
295875141,True,海宇路,tertiary,False,206.108,,"LINESTRING (122.2043482 29.9902605, 122.2050071 29.9902583, 122.2064883 29.9902552)",
477478716,False,合兴路,residential,False,8.531,,"LINESTRING (122.2027204 29.9904876, 122.2027669 29.9905529)",
295875141,True,海宇路,tertiary,False,159.384,,"LINESTRING (122.2027204 29.9904876, 122.2032435 29.9903743, 122.2035273 29.9903136, 122.2040121 29.9902749, 122.2040848 29.9902738, 122.2043482 29.9902605)",
293345633,True,千岛路,tertiary,False,10.388,2,"LINESTRING (122.2010203 29.9909838, 122.2010409 29.9910755)",
295875141,True,海宇路,tertiary,False,172.797,,"LINESTRING (122.2010203 29.9909838, 122.2020054 29.9907085, 122.2027204 29.9904876)",
295875141,True,海宇路,tertiary,False,36.994,,"LINESTRING (122.2006521 29.9910786, 122.2010203 29.9909838)",
293773342,True,千岛路,tertiary,False,454.873,,"LINESTRING (122.2006521 29.9910786, 122.2005676 29.9908136, 122.2001924 29.9899682, 122.1993776 29.9881623, 122.1991609 29.9876998, 122.1989633 29.9872598)",
379371630,True,海天大道,primary,False,54.893,2,"LINESTRING (122.1981664 29.986854, 122.1987035 29.9866888)",
978786119,True,,tertiary_link,False,39.83,,"LINESTRING (122.1981664 29.986854, 122.1983725 29.9866432, 122.1984196 29.9865721)",
293345633,True,千岛路,tertiary,False,50.227,2,"LINESTRING (122.198875 29.9861263, 122.199061 29.9865483)",
