osmid,oneway,lanes,highway,reversed,length,geometry,name,ref
377965328,True,2,secondary,False,8.069,"LINESTRING (114.4783441 29.6068741, 114.4783545 29.6069461)",,
377965328,True,2,secondary,False,86.253,"LINESTRING (114.4794826 29.6121662, 114.4798699 29.6121684, 114.4803581 29.6120564)",,
377965296,False,,residential,True,253.23700000000002,"LINESTRING (114.4808182 29.606599, 114.4789444 29.6069688, 114.478644 29.6070155, 114.4784032 29.6072853)",,
377965299,False,,residential,True,293.179,"LINESTRING (114.4808182 29.606599, 114.4809614 29.6072114, 114.4811438 29.6080509, 114.4812873 29.6092015)",,
377965296,False,,residential,False,253.237,"LINESTRING (114.4784032 29.6072853, 114.478644 29.6070155, 114.4789444 29.6069688, 114.4808182 29.606599)",,
377965328,True,2,secondary,False,569.1560000000001,"LINESTRING (114.4784032 29.6072853, 114.4787429 29.6098052, 114.4790625 29.6119378, 114.4794826 29.6121662)",,
377965325,False,,residential,False,107.13,"LINESTRING (114.4801835 29.6092868, 114.4812873 29.6092015)",,
377965325,False,,residential,True,107.13,"LINESTRING (114.4812873 29.6092015, 114.4801835 29.6092868)",,
377965299,False,,residential,False,293.179,"LINESTRING (114.4812873 29.6092015, 114.4811438 29.6080509, 114.4809614 29.6072114, 114.4808182 29.606599)",,
377965299,False,,residential,True,247.98,"LINESTRING (114.4812873 29.6092015, 114.4821738 29.6107, 114.4823186 29.6112303)",,
377965299,False,,residential,True,11.41,"LINESTRING (114.4823186 29.6112303, 114.4823165 29.6113329)",,
377965299,False,,residential,False,247.98,"LINESTRING (114.4823186 29.6112303, 114.4821738 29.6107, 114.4812873 29.6092015)",,
377965299,False,,residential,False,11.41,"LINESTRING (114.4823165 29.6113329, 114.4823186 29.6112303)",,
377966540,True,2,secondary,False,110.126,"LINESTRING (114.4823165 29.6113329, 114.4814827 29.6116888, 114.4813007 29.6117804)",九宫大道,
467733947,True,2,primary,False,7.71,"LINESTRING (114.4783545 29.6069461, 114.4782826 29.6069761)",洋都大道,S209
377965328,True,2,secondary,False,38.010000000000005,"LINESTRING (114.4783545 29.6069461, 114.478372 29.6070684, 114.4784032 29.6072853)",,
554658636,True,2,secondary,False,7.636,"LINESTRING (114.4782826 29.6069761, 114.4782669 29.6069088)",滨河路,
335730404,True,2,primary,False,8.402,"LINESTRING (114.4782669 29.6069088, 114.4783441 29.6068741)",洋都大道,S209
"[377965328, 467733955]",True,2,secondary,False,96.662,"LINESTRING (114.4803581 29.6120564, 114.4809643 29.6118652, 114.4812768 29.6117187)",九宫大道,
1032777148,True,,secondary,False,46.282,"LINESTRING (114.4803581 29.6120564, 114.4805653 29.612055, 114.4806351 29.612111, 114.4806344 29.6122645)",,
554658636,True,2,secondary,False,623.286,"LINESTRING (114.4790521 29.6125412, 114.4789744 29.6119618, 114.4786709 29.609797, 114.4783312 29.6072773, 114.4783001 29.6070611, 114.4782826 29.6069761)",滨河路,
1032777147,True,,secondary,False,67.949,"LINESTRING (114.4790521 29.6125412, 114.4790867 29.6123223, 114.4792262 29.612215, 114.4794826 29.6121662)",,
1099686357,False,,residential,True,7.239,"LINESTRING (114.4813007 29.6117804, 114.4812768 29.6117187)",,
377966540,True,2,secondary,False,84.654,"LINESTRING (114.4813007 29.6117804, 114.4810245 29.6119194, 114.4806344 29.6122645)",九宫大道,
467733955,True,2,secondary,False,114.423,"LINESTRING (114.4812768 29.6117187, 114.4823186 29.6112303)",九宫大道,
1099686357,False,,residential,False,7.239,"LINESTRING (114.4812768 29.6117187, 114.4813007 29.6117804)",,
1099686357,False,,residential,True,264.362,"LINESTRING (114.4812768 29.6117187, 114.4810045 29.611353, 114.4807738 29.6111851, 114.4805431 29.6110452, 114.480409 29.6108166, 114.4802052 29.6103969, 114.4802803 29.6102756, 114.480173 29.6096973)",,
1099686357,False,,residential,False,264.362,"LINESTRING (114.480173 29.6096973, 114.4802803 29.6102756, 114.4802052 29.6103969, 114.480409 29.6108166, 114.4805431 29.6110452, 114.4807738 29.6111851, 114.4810045 29.611353, 114.4812768 29.6117187)",,
