osmid,oneway,name,highway,reversed,length,lanes,geometry,tunnel
323229215,True,浑江大街,primary,False,9.037,,"LINESTRING (126.4143396 41.9346905, 126.4142628 41.9346327)",
639939305,True,通江路,primary,False,190.599,,"LINESTRING (126.4143396 41.9346905, 126.4129413 41.9360529)",
60769825,True,浑江大街,primary,False,220.831,,"LINESTRING (126.4161485 41.9361511, 126.4143396 41.9346905)",
617139211,False,新华路,secondary,False,12.563,4,"LINESTRING (126.4161485 41.9361511, 126.4162396 41.9360607)",
617139211,False,新华路,secondary,True,161.296,4,"LINESTRING (126.4161485 41.9361511, 126.4149907 41.9373183)",
731941551,False,红旗街,secondary,False,9.537,,"LINESTRING (126.4202057 41.9407881, 126.4201002 41.9407535)",
617139211,False,新华路,secondary,False,123.372,4,"LINESTRING (126.4136812 41.9386926, 126.4145437 41.9377874)",
731941551,False,红旗街,secondary,True,92.069,,"LINESTRING (126.4136812 41.9386926, 126.4147033 41.9390205)",
60769825,True,浑江大街,primary,False,5.548,,"LINESTRING (126.4217973 41.9389149, 126.4217391 41.9388901)",
605953395,True,团结路,tertiary,False,246.405,,"LINESTRING (126.4217973 41.9389149, 126.4202057 41.9407881)",
60769825,True,浑江大街,primary,False,103.321,,"LINESTRING (126.4217391 41.9388901, 126.4206952 41.9383798)",
605953396,True,团结路,tertiary,False,13.027,,"LINESTRING (126.4217391 41.9388901, 126.4218683 41.9388231)",
608178833,False,建设街,secondary,False,9.644,,"LINESTRING (126.4159163 41.933141, 126.4158223 41.9330897)",
608178833,False,建设街,secondary,True,125.399,,"LINESTRING (126.4159163 41.933141, 126.4171349 41.9338118)",
639939305,True,通江路,primary,False,110.32600000000001,,"LINESTRING (126.4159163 41.933141, 126.4158015 41.9332585, 126.4151139 41.9339335)",
"[608178840, 1073684033]",False,铁北街,tertiary,False,269.24399999999997,,"LINESTRING (126.4159163 41.933141, 126.4160292 41.9330795, 126.4168159 41.9322928, 126.4169079 41.9321962, 126.4169422 41.9321707, 126.4169891 41.9321546, 126.4170433 41.9321492, 126.4170938 41.9321492, 126.4171443 41.9321546, 126.4172175 41.9321634, 126.418268 41.9327422)",
608178833,False,建设街,secondary,True,64.185,,"LINESTRING (126.4231427 41.9371342, 126.4237456 41.9374976)",
1072702921,False,团结路,tertiary,False,215.359,,"LINESTRING (126.4231427 41.9371342, 126.4218683 41.9388231)",
1072702921,False,团结路,tertiary,True,21.36,,"LINESTRING (126.4231427 41.9371342, 126.4232642 41.9369647)",
