osmid,oneway,lanes,name,highway,reversed,length,ref,bridge,geometry
287780932,False,,,residential,True,201.196,,,"LINESTRING (115.802133 32.8842775, 115.8017196 32.8843356, 115.8007142 32.8844769, 115.8000079 32.8845761)"
287780936,False,,,residential,False,173.596,,,"LINESTRING (115.7965132 32.8828131, 115.7969845 32.8827418, 115.7983428 32.8825364)"
287780936,False,,,residential,True,306.999,,,"LINESTRING (115.8015784 32.8820472, 115.7983428 32.8825364)"
287780946,False,,,residential,True,52.987,,,"LINESTRING (115.8000079 32.8845761, 115.8001248 32.8850424)"
287780932,False,,,residential,False,201.19600000000003,,,"LINESTRING (115.8000079 32.8845761, 115.8007142 32.8844769, 115.8017196 32.8843356, 115.802133 32.8842775)"
287780932,False,,,residential,True,238.101,,,"LINESTRING (115.8000079 32.8845761, 115.7994552 32.8846538, 115.7985906 32.8847753, 115.7977541 32.8848928, 115.797493 32.8849295)"
287780946,False,,,residential,False,291.822,,,"LINESTRING (115.8000079 32.8845761, 115.7999432 32.8842588, 115.7998713 32.8839086, 115.7997292 32.8837147, 115.7995446 32.8835894, 115.7989657 32.8833091, 115.7987206 32.8831659, 115.7985217 32.8829094, 115.7984936 32.8828507, 115.7983428 32.8825364)"
287780936,False,,,residential,False,306.999,,,"LINESTRING (115.7983428 32.8825364, 115.8015784 32.8820472)"
287780946,False,,,residential,False,37.463,,,"LINESTRING (115.7983428 32.8825364, 115.7982362 32.8822116)"
287780936,False,,,residential,True,173.596,,,"LINESTRING (115.7983428 32.8825364, 115.7969845 32.8827418, 115.7965132 32.8828131)"
287780946,False,,,residential,True,291.822,,,"LINESTRING (115.7983428 32.8825364, 115.7984936 32.8828507, 115.7985217 32.8829094, 115.7987206 32.8831659, 115.7989657 32.8833091, 115.7995446 32.8835894, 115.7997292 32.8837147, 115.7998713 32.8839086, 115.7999432 32.8842588, 115.8000079 32.8845761)"
287780946,False,,,residential,False,12.42,,,"LINESTRING (115.8001705 32.8851473, 115.8001248 32.8850424)"
464968282,False,,,residential,False,12.975,,,"LINESTRING (115.8001705 32.8851473, 115.8002291 32.8852531)"
"[831633658, 831633659, 298596598]",True,3,西湖大道,primary,False,392.72,G105,yes,"LINESTRING (115.8001705 32.8851473, 115.8024825 32.884803, 115.8028414 32.8847538, 115.8043134 32.8845393)"
305681194,False,,一品街,tertiary,True,12.521,,,"LINESTRING (115.8002291 32.8852531, 115.8002766 32.8853584)"
464968282,False,,,residential,True,12.975,,,"LINESTRING (115.8002291 32.8852531, 115.8001705 32.8851473)"
"[348427982, 832463398]",True,3,西湖大道,primary,False,338.53000000000003,G105,yes,"LINESTRING (115.8002291 32.8852531, 115.7968655 32.8857349, 115.7966554 32.8857655)"
305681194,False,,一品街,tertiary,False,12.521,,,"LINESTRING (115.8002766 32.8853584, 115.8002291 32.8852531)"
"[305681194, 464999947, 464999948]",False,,一品街,tertiary,True,132.731,,yes,"LINESTRING (115.8002766 32.8853584, 115.8004703 32.8860871, 115.8005179 32.8862662, 115.8005863 32.8865234)"
464999869,True,3,颍淮大道,primary,False,13.201,,,"LINESTRING (115.8044026 32.8847588, 115.8043578 32.8846462)"
"[464968290, 834123291, 834123292]",True,,西湖大道,tertiary,False,391.007,,yes,"LINESTRING (115.8044026 32.8847588, 115.802922 32.8849794, 115.8025464 32.8850354, 115.8018561 32.8851382, 115.8002766 32.8853584)"
834123292,True,,西湖大道,tertiary,False,9.887,,,"LINESTRING (115.804508 32.8847503, 115.8044026 32.8847588)"
467636841,True,,颍淮大道,primary,False,403.24699999999996,,,"LINESTRING (115.804508 32.8847503, 115.8049948 32.8859796, 115.8058445 32.8881987)"
367464567,True,3,颍淮大道,primary,False,12.318,,,"LINESTRING (115.8044083 32.8844196, 115.8044325 32.8845285)"
834109810,True,,西湖大道,tertiary,False,204.918,,,"LINESTRING (115.8044083 32.8844196, 115.8065712 32.884108)"
467636843,True,3,颍淮大道,primary,False,339.592,,,"LINESTRING (115.8042889 32.8844377, 115.8035685 32.8814442)"
834109810,True,,西湖大道,tertiary,False,11.33,,,"LINESTRING (115.8042889 32.8844377, 115.8044083 32.8844196)"
287780946,False,,,residential,False,52.987,,,"LINESTRING (115.8001248 32.8850424, 115.8000079 32.8845761)"
287780946,False,,,residential,True,12.42,,,"LINESTRING (115.8001248 32.8850424, 115.8001705 32.8851473)"
"[834109810, 834109811, 464968291]",True,,西湖大道,tertiary,False,394.605,,yes,"LINESTRING (115.8001248 32.8850424, 115.8024604 32.8847032, 115.8028412 32.8846479, 115.8042889 32.8844377)"
464999915,False,,,tertiary,False,14.54,,,"LINESTRING (115.8037223 32.8814238, 115.8035685 32.8814442)"
367464567,True,3,颍淮大道,primary,False,339.241,,,"LINESTRING (115.8037223 32.8814238, 115.8038664 32.8819857, 115.8044083 32.8844196)"
464999915,False,,,tertiary,True,14.54,,,"LINESTRING (115.8035685 32.8814442, 115.8037223 32.8814238)"
"[464999915, 965211188, 965211189]",False,,,tertiary,False,505.20000000000005,,yes,"LINESTRING (115.8035685 32.8814442, 115.8020382 32.8816739, 115.8017474 32.8817175, 115.7982362 32.8822116)"
287780946,False,,,residential,True,37.463,,,"LINESTRING (115.7982362 32.8822116, 115.7983428 32.8825364)"
"[464999915, 965211188, 965211189]",False,,,tertiary,True,505.2,,yes,"LINESTRING (115.7982362 32.8822116, 115.8017474 32.8817175, 115.8020382 32.8816739, 115.8035685 32.8814442)"
965211190,False,,,residential,True,149.085,,,"LINESTRING (115.7990044 32.886705, 115.8005863 32.8865234)"
464999948,False,,一品街,tertiary,True,267.043,,,"LINESTRING (115.8005863 32.8865234, 115.8012093 32.8888673)"
965211190,False,,,residential,False,149.085,,,"LINESTRING (115.8005863 32.8865234, 115.7990044 32.886705)"
"[305681194, 464999947, 464999948]",False,,一品街,tertiary,False,132.731,,yes,"LINESTRING (115.8005863 32.8865234, 115.8005179 32.8862662, 115.8004703 32.8860871, 115.8002766 32.8853584)"
