osmid,highway,oneway,reversed,length,geometry,ref,name,junction
305892987,residential,False,False,8.496,"LINESTRING (82.6903653 37.0602059, 82.6904508 37.0602403)",,,
1150151261,residential,False,True,317.26,"LINESTRING (82.6984241 37.064701, 82.6948935 37.0642497)",,,
305892990,residential,False,True,320.12300000000005,"LINESTRING (82.6984241 37.064701, 82.6980548 37.0658439, 82.6977777 37.066613, 82.697492 37.067482)",,,
305892967,trunk,True,False,203.065,"LINESTRING (82.6898489 37.061985, 82.6903653 37.0602059)",G315,兰帕北路,
305892974,trunk,True,False,7.31,"LINESTRING (82.6887962 37.0662968, 82.6888293 37.066357)",,,roundabout
305892974,trunk,True,False,16.395,"LINESTRING (82.6888293 37.066357, 82.6888368 37.0664286, 82.6888064 37.0665002)",,,roundabout
305892995,residential,False,True,206.833,"LINESTRING (82.6939434 37.0670701, 82.6932985 37.0688576)",,,
305892995,residential,False,False,324.747,"LINESTRING (82.6939434 37.0670701, 82.694234 37.0662178, 82.6944932 37.0654443, 82.6948935 37.0642497)",,,
421997839,trunk,True,False,460.524,"LINESTRING (82.6939434 37.0670701, 82.6891917 37.0665001, 82.6888064 37.0665002)",G315,索达东路,
305892987,residential,False,True,511.681,"LINESTRING (82.6954848 37.0624849, 82.6904508 37.0602403)",,,
305892995,residential,False,True,203.13,"LINESTRING (82.6954848 37.0624849, 82.6948935 37.0642497)",,,
421997839,trunk,True,False,318.166,"LINESTRING (82.697492 37.067482, 82.6939434 37.0670701)",G315,索达东路,
305892990,residential,False,False,320.12300000000005,"LINESTRING (82.697492 37.067482, 82.6977777 37.066613, 82.6980548 37.0658439, 82.6984241 37.064701)",,,
305892995,residential,False,False,203.13,"LINESTRING (82.6948935 37.0642497, 82.6954848 37.0624849)",,,
1150151261,residential,False,False,317.26,"LINESTRING (82.6948935 37.0642497, 82.6984241 37.064701)",,,
1150151261,residential,False,True,451.593,"LINESTRING (82.6948935 37.0642497, 82.6898553 37.0636743)",,,
305892995,residential,False,True,324.747,"LINESTRING (82.6948935 37.0642497, 82.6944932 37.0654443, 82.694234 37.0662178, 82.6939434 37.0670701)",,,
305892974,trunk,True,False,22.604,"LINESTRING (82.6883947 37.0664597, 82.6883854 37.0663973, 82.6884083 37.0663278, 82.6884616 37.066274)",,,roundabout
305892974,trunk,True,False,30.849,"LINESTRING (82.6887419 37.0665556, 82.6886548 37.0665851, 82.6885686 37.0665854, 82.6884886 37.0665609, 82.6884302 37.0665159)",,,roundabout
421994517,tertiary,True,False,176.36700000000002,"LINESTRING (82.6887419 37.0665556, 82.6886035 37.066853, 82.6882657 37.0680929)",,,
305892974,trunk,True,False,8.408,"LINESTRING (82.6888064 37.0665002, 82.6887419 37.0665556)",,,roundabout
305892969,trunk,True,False,292.778,"LINESTRING (82.6885418 37.0662355, 82.6887148 37.0659701, 82.6892782 37.0639755, 82.6893153 37.0636878)",G315,兰帕北路,
305892974,trunk,True,False,24.833,"LINESTRING (82.6885418 37.0662355, 82.6886313 37.0662274, 82.6887177 37.0662477, 82.6887962 37.0662968)",,,roundabout
305892974,trunk,True,False,8.304,"LINESTRING (82.6884616 37.066274, 82.6885418 37.0662355)",,,roundabout
305892974,trunk,True,False,6.998,"LINESTRING (82.6884302 37.0665159, 82.6883947 37.0664597)",,,roundabout
421997845,residential,False,False,13.678,"LINESTRING (82.6882657 37.0680929, 82.6881147 37.0680681)",,,
421997845,residential,False,True,454.557,"LINESTRING (82.6882657 37.0680929, 82.6931241 37.0688294, 82.6932985 37.0688576)",,,
421997845,residential,False,True,13.678,"LINESTRING (82.6881147 37.0680681, 82.6882657 37.0680929)",,,
421994518,tertiary,True,False,175.964,"LINESTRING (82.6881147 37.0680681, 82.688458 37.0668087, 82.6884302 37.0665159)",,,
305892995,residential,False,False,206.833,"LINESTRING (82.6932985 37.0688576, 82.6939434 37.0670701)",,,
421997845,residential,False,False,454.557,"LINESTRING (82.6932985 37.0688576, 82.6931241 37.0688294, 82.6882657 37.0680929)",,,
1150151260,trunk,True,False,4.462,"LINESTRING (82.6893153 37.0636878, 82.6892886 37.0636538)",,,
