osmid,highway,oneway,reversed,length,bridge,name,geometry
495530600,tertiary,False,False,11.866,,,"LINESTRING (103.7484882 29.5833015, 103.7483656 29.583306)"
"[744523904, 393318912, 330354762]",tertiary,True,False,65.112,yes,天星路,"LINESTRING (103.7484882 29.5833015, 103.7485314 29.5834665, 103.7486704 29.5837659, 103.7487108 29.5838525)"
495530604,unclassified,False,True,361.59000000000003,,,"LINESTRING (103.7484882 29.5833015, 103.7489495 29.5832241, 103.7491909 29.5831191, 103.751799 29.5818306)"
330363005,tertiary,False,False,9.644,,朝霞路,"LINESTRING (103.7487108 29.5838525, 103.7486128 29.5838686)"
393318912,tertiary,True,False,182.706,,天星路,"LINESTRING (103.7487108 29.5838525, 103.7496149 29.5852953)"
562660636,residential,False,False,425.07500000000005,,,"LINESTRING (103.7487108 29.5838525, 103.749377 29.5834554, 103.7502013 29.5831154, 103.7508061 29.5827887, 103.7515509 29.5823735, 103.7520113 29.582176, 103.7525187 29.5819583)"
393318901,tertiary,False,False,248.992,,白云街,"LINESTRING (103.745248 29.5872293, 103.7429833 29.588295)"
393318901,tertiary,False,True,211.568,,白云街,"LINESTRING (103.745248 29.5872293, 103.7472007 29.586371)"
393449917,residential,False,True,297.608,,白蜡街,"LINESTRING (103.745248 29.5872293, 103.7438804 29.5848316)"
393318901,tertiary,False,False,24.17,,白云街,"LINESTRING (103.7429833 29.588295, 103.7427736 29.5884133)"
393318901,tertiary,False,True,248.992,,白云街,"LINESTRING (103.7429833 29.588295, 103.745248 29.5872293)"
393318901,tertiary,False,True,24.17,,白云街,"LINESTRING (103.7427736 29.5884133, 103.7429833 29.588295)"
393318901,tertiary,False,False,211.568,,白云街,"LINESTRING (103.7472007 29.586371, 103.745248 29.5872293)"
393318901,tertiary,False,True,254.268,,白云街,"LINESTRING (103.7472007 29.586371, 103.7495387 29.5853245)"
393449927,residential,False,False,285.81,,清风路,"LINESTRING (103.7472007 29.586371, 103.7458893 29.5840675)"
393449927,residential,False,True,290.22,,清风路,"LINESTRING (103.7472007 29.586371, 103.7486497 29.5886567)"
393318921,secondary,True,False,15.25,,柏杨中路,"LINESTRING (103.7511151 29.5877919, 103.7510007 29.5878863)"
393318901,tertiary,False,False,8.052,,白云街,"LINESTRING (103.7496149 29.5852953, 103.7495387 29.5853245)"
393318912,tertiary,True,False,300.97400000000005,,天星路,"LINESTRING (103.7496149 29.5852953, 103.75097 29.5874971, 103.7510786 29.587684)"
393449927,residential,False,False,30.22,,清风路,"LINESTRING (103.7488006 29.5888947, 103.7486497 29.5886567)"
393315943,secondary,True,False,244.284,,柏杨中路,"LINESTRING (103.7488006 29.5888947, 103.7503863 29.5880832, 103.7509637 29.5877604)"
393449927,residential,False,False,290.22,,清风路,"LINESTRING (103.7486497 29.5886567, 103.7472007 29.586371)"
393449927,residential,False,True,30.22,,清风路,"LINESTRING (103.7486497 29.5886567, 103.7488006 29.5888947)"
393449917,residential,False,False,297.608,,白蜡街,"LINESTRING (103.7438804 29.5848316, 103.745248 29.5872293)"
330363005,tertiary,False,True,213.738,,朝霞路,"LINESTRING (103.7438804 29.5848316, 103.7441946 29.5846102, 103.7458893 29.5840675)"
393449927,residential,False,True,285.81,,清风路,"LINESTRING (103.7458893 29.5840675, 103.7472007 29.586371)"
330363005,tertiary,False,False,213.738,,朝霞路,"LINESTRING (103.7458893 29.5840675, 103.7441946 29.5846102, 103.7438804 29.5848316)"
330363005,tertiary,False,True,265.65999999999997,,朝霞路,"LINESTRING (103.7458893 29.5840675, 103.7463486 29.5839507, 103.7471556 29.583885, 103.747947 29.5838605, 103.7483697 29.583876, 103.7486128 29.5838686)"
1223105656,secondary,True,False,99.799,,柏杨东路,"LINESTRING (103.7519712 29.5872906, 103.7511151 29.5877919)"
495530604,unclassified,False,False,361.59000000000003,,,"LINESTRING (103.751799 29.5818306, 103.7491909 29.5831191, 103.7489495 29.5832241, 103.7484882 29.5833015)"
562660636,residential,False,True,425.075,,,"LINESTRING (103.7525187 29.5819583, 103.7520113 29.582176, 103.7515509 29.5823735, 103.7508061 29.5827887, 103.7502013 29.5831154, 103.749377 29.5834554, 103.7487108 29.5838525)"
393318901,tertiary,False,False,254.268,,白云街,"LINESTRING (103.7495387 29.5853245, 103.7472007 29.586371)"
393318901,tertiary,False,True,8.052,,白云街,"LINESTRING (103.7495387 29.5853245, 103.7496149 29.5852953)"
1223105653,tertiary,True,False,184.998,,天星路,"LINESTRING (103.7495387 29.5853245, 103.7486128 29.5838686)"
330363005,tertiary,False,True,9.644,,朝霞路,"LINESTRING (103.7486128 29.5838686, 103.7487108 29.5838525)"
330363005,tertiary,False,False,265.65999999999997,,朝霞路,"LINESTRING (103.7486128 29.5838686, 103.7483697 29.583876, 103.747947 29.5838605, 103.7471556 29.583885, 103.7463486 29.5839507, 103.7458893 29.5840675)"
"[1223105653, 1223105654, 1223105655]",tertiary,True,False,67.592,yes,天星路,"LINESTRING (103.7486128 29.5838686, 103.7485673 29.5838018, 103.7484024 29.5834934, 103.7483656 29.583306)"
495530600,tertiary,False,True,11.866,,,"LINESTRING (103.7483656 29.583306, 103.7484882 29.5833015)"
393318912,tertiary,True,False,12.506,,天星路,"LINESTRING (103.7510786 29.587684, 103.7511151 29.5877919)"
1223105653,tertiary,True,False,14.449,,天星路,"LINESTRING (103.7510007 29.5878863, 103.7509637 29.5877604)"
393318921,secondary,True,False,243.031,,柏杨中路,"LINESTRING (103.7510007 29.5878863, 103.7504464 29.5882029, 103.7488481 29.5890134)"
393315943,secondary,True,False,13.986,,柏杨中路,"LINESTRING (103.7509637 29.5877604, 103.7510786 29.587684)"
1223105653,tertiary,True,False,304.258,,天星路,"LINESTRING (103.7509637 29.5877604, 103.7508814 29.5875375, 103.7495387 29.5853245)"
