osmid,oneway,name,highway,reversed,length,tunnel,geometry,bridge,ref
"[298587113, 512860091, 1173382813]",True,繁华大道,primary,False,645.1560000000001,yes,"LINESTRING (117.3027176 31.7934369, 117.3035761 31.7935004, 117.3037118 31.7935209, 117.303828 31.7935438, 117.3042809 31.7936512, 117.3048569 31.793843, 117.3058104 31.7943424, 117.3062653 31.7945831, 117.3065868 31.7946929, 117.3073947 31.7949787, 117.3080485 31.795201, 117.3086229 31.79532, 117.3090652 31.7953678)",,
1173382818,True,包河大道,trunk_link,False,237.422,,"LINESTRING (117.308193 31.7912161, 117.3075224 31.7932738)",,
298596500,True,,residential,False,13.209,,"LINESTRING (117.3031097 31.795805, 117.3030862 31.7956879)",,
"[922865018, 325354965, 922865015]",True,,residential,False,194.745,,"LINESTRING (117.3031097 31.795805, 117.3028446 31.7958521, 117.3024164 31.7959282, 117.3010927 31.7961634)",yes,
686396271,True,,residential,False,11.847,,"LINESTRING (117.3045131 31.7977632, 117.3045512 31.7976617)",,
298596500,True,,residential,False,258.60400000000004,,"LINESTRING (117.3045131 31.7977632, 117.3040975 31.7973941, 117.3035791 31.7968106, 117.3033363 31.796374, 117.3031097 31.795805)",,
298596500,True,,residential,False,48.307,,"LINESTRING (117.3054305 31.7981441, 117.304955 31.7979847)",,
512860075,True,,trunk_link,False,10.577,,"LINESTRING (117.3054305 31.7981441, 117.3054631 31.7980531)",,
922865018,True,,residential,False,3.677,,"LINESTRING (117.3031478 31.7957983, 117.3031097 31.795805)",,
512860080,True,,residential,False,251.07599999999996,,"LINESTRING (117.3031478 31.7957983, 117.3033132 31.7962246, 117.3034333 31.7964576, 117.3036158 31.7967868, 117.3041583 31.7973963, 117.3045512 31.7976617)",,
512860075,True,,trunk_link,False,354.398,,"LINESTRING (117.3054631 31.7980531, 117.3055893 31.797693, 117.3060022 31.7964675, 117.3065687 31.7950082)",,
1256879701,False,,tertiary_link,False,115.17500000000001,,"LINESTRING (117.3011204 31.7914691, 117.3014556 31.7913505, 117.3017696 31.7913394, 117.3020607 31.7913922, 117.302294 31.7914518)",,
"[329246080, 522163076, 298594342, 512860082, 512860083]",True,,trunk_link,False,815.1659999999999,,"LINESTRING (117.3075224 31.7932738, 117.3074576 31.7935632, 117.3074065 31.7938536, 117.3073912 31.7941298, 117.3074095 31.794354, 117.3074692 31.7945417, 117.3074941 31.7947242, 117.3075356 31.7949691, 117.3074397 31.7952509, 117.3072054 31.7954501, 117.3070194 31.7955101, 117.3066233 31.7954835, 117.3063108 31.7953113, 117.3060325 31.7950335, 117.3058166 31.7948108, 117.3054698 31.7945492, 117.305215 31.7943446, 117.304769 31.7940949, 117.3042913 31.7938844, 117.3036931 31.793743, 117.3031047 31.7937081, 117.3025965 31.7936944, 117.3023624 31.7937219, 117.3020113 31.7937356)",yes,
1173382819,True,包河大道,trunk_link,False,172.952,,"LINESTRING (117.3075224 31.7932738, 117.307401 31.7935761, 117.3072736 31.7940273, 117.3070767 31.7947809)",,
312139634,True,,trunk_link,False,76.061,,"LINESTRING (117.3055927 31.7988728, 117.3054609 31.7995476)",,
512860075,True,,trunk_link,False,7.72,,"LINESTRING (117.3053792 31.7983304, 117.3053978 31.7982628)",,
325354964,True,,residential,False,59.965,,"LINESTRING (117.3053792 31.7983304, 117.3050517 31.7982463, 117.3049311 31.798243, 117.3047709 31.7982956)",,
686396276,False,,residential,True,18.514,,"LINESTRING (117.3009399 31.7960592, 117.3010927 31.7961634)",,
"[922865016, 922865017, 325354966]",True,,residential,False,207.002,,"LINESTRING (117.3009399 31.7960592, 117.3023918 31.795808, 117.3028519 31.7957284, 117.3030862 31.7956879)",yes,
686396276,False,,residential,False,18.514,,"LINESTRING (117.3010927 31.7961634, 117.3009399 31.7960592)",,
686396276,False,,residential,True,405.58500000000004,,"LINESTRING (117.3010927 31.7961634, 117.3013763 31.7965284, 117.3015023 31.796687, 117.3020186 31.7973369, 117.3028724 31.7979727, 117.3036042 31.7981869, 117.3043192 31.798259)",,
922865017,True,,residential,False,4.447,,"LINESTRING (117.3030862 31.7956879, 117.3031323 31.7956799)",,
"[922865012, 922865011, 298596500]",True,,residential,False,321.60499999999996,,"LINESTRING (117.3030862 31.7956879, 117.3030256 31.7954028, 117.3030047 31.7952114, 117.3030116 31.7950252, 117.3030295 31.7948847, 117.3030566 31.7947494, 117.30318 31.7942295, 117.3033027 31.7942091, 117.3033767 31.7942154, 117.3034545 31.79425, 117.3035397 31.7942563, 117.3036804 31.7942185, 117.3039026 31.7941871, 117.3041544 31.7941871, 117.3043469 31.7943381, 117.3046344 31.7945813)",yes,
512860080,True,,residential,False,13.247,,"LINESTRING (117.3031323 31.7956799, 117.3031478 31.7957983)",,
860920214,False,哈尔滨路,tertiary,True,85.384,,"LINESTRING (117.3087918 31.7989217, 117.30967 31.7991021)",,
860920214,False,哈尔滨路,tertiary,False,9.752,,"LINESTRING (117.3097703 31.7991227, 117.30967 31.7991021)",,
512860077,True,,primary_link,False,182.06699999999998,,"LINESTRING (117.3088414 31.7954994, 117.3085136 31.79553, 117.3081998 31.7954913, 117.3076933 31.7953702, 117.306968 31.7951968)",,
"[298585715, 298587110, 512860135]",True,繁华大道,primary,False,644.191,yes,"LINESTRING (117.3088414 31.7954994, 117.3085809 31.7954709, 117.3079645 31.7953637, 117.3072826 31.7951732, 117.3064514 31.7948398, 117.3061105 31.7946413, 117.3056528 31.7943793, 117.3048496 31.7939784, 117.3043056 31.7937978, 117.3039081 31.7936983, 117.3036361 31.7936555, 117.3031938 31.7936111, 117.3026972 31.7936145, 117.3025238 31.7936257)",,
