osmid,name,highway,oneway,reversed,length,ref,junction,geometry
437526222,东街,tertiary,False,False,302.701,,,"LINESTRING (111.125994 29.4248095, 111.1229677 29.4254897)"
247980065,,trunk,True,False,32.404,G353,roundabout,"LINESTRING (111.125994 29.4248095, 111.1259506 29.4247472, 111.1259331 29.4246759, 111.1259436 29.4246036, 111.1259807 29.4245384)"
492605604,零阳中路,trunk,False,False,348.489,G353,,"LINESTRING (111.1259807 29.4245384, 111.1226767 29.4232973)"
247980065,,trunk,True,False,32.121,G353,roundabout,"LINESTRING (111.1259807 29.4245384, 111.1260399 29.4244878, 111.1261147 29.4244567, 111.1261971 29.4244487, 111.126278 29.4244645)"
247980065,,trunk,True,False,33.355,G353,roundabout,"LINESTRING (111.126278 29.4244645, 111.126351 29.4245043, 111.1264042 29.4245633, 111.1264313 29.4246344, 111.1264292 29.4247094)"
492605562,零阳东路,trunk,False,True,187.681,G353,,"LINESTRING (111.1264292 29.4247094, 111.128179 29.4254347)"
247980065,,trunk,True,False,37.71,G353,roundabout,"LINESTRING (111.1264292 29.4247094, 111.1264023 29.424773, 111.1263542 29.4248264, 111.1262896 29.4248643, 111.1262148 29.4248832, 111.126137 29.4248811)"
247980428,慈姑中路,secondary,False,True,206.931,,,"LINESTRING (111.126137 29.4248811, 111.1254821 29.4266525)"
247980065,,trunk,True,False,16.201999999999998,G353,roundabout,"LINESTRING (111.126137 29.4248811, 111.1260585 29.4248558, 111.125994 29.4248095)"
247980428,慈姑中路,secondary,False,False,178.487,,,"LINESTRING (111.1249855 29.4281983, 111.1254821 29.4266525)"
247980428,慈姑中路,secondary,False,True,227.281,,,"LINESTRING (111.1249855 29.4281983, 111.1243271 29.4301602)"
247980433,笔架西路,secondary,False,True,202.607,,,"LINESTRING (111.1249855 29.4281983, 111.1231277 29.4273606)"
247980433,笔架西路,secondary,False,False,177.226,,,"LINESTRING (111.1249855 29.4281983, 111.1256231 29.4284777, 111.1266142 29.4289249)"
247980433,笔架西路,secondary,False,False,80.962,,,"LINESTRING (111.1199302 29.4259088, 111.1206812 29.4262286)"
437526222,东街,tertiary,False,True,89.968,,,"LINESTRING (111.1199302 29.4259088, 111.1208541 29.425993)"
492605602,幸福北路,tertiary,False,True,95.77,,,"LINESTRING (111.1199302 29.4259088, 111.1196947 29.4267453)"
247980417,双安路,tertiary,False,False,10.25,,,"LINESTRING (111.1243271 29.4301602, 111.1243899 29.4302344)"
247980428,慈姑中路,secondary,False,False,227.281,,,"LINESTRING (111.1243271 29.4301602, 111.1249855 29.4281983)"
"[437526227, 247980428]",慈姑中路,"['secondary', 'tertiary']",False,"[False, True]",627.1469999999999,,,"LINESTRING (111.1243271 29.4301602, 111.1225089 29.4309924, 111.121554 29.4300814, 111.1201486 29.4291002, 111.1192567 29.4283955)"
492605598,文化路,tertiary,False,True,595.737,,,"LINESTRING (111.1243271 29.4301602, 111.1208188 29.4271233, 111.1196947 29.4267453)"
437526221,朝王北路,residential,False,True,260.012,,,"LINESTRING (111.1266142 29.4289249, 111.1243899 29.4302344)"
247980433,笔架西路,secondary,False,True,177.226,,,"LINESTRING (111.1266142 29.4289249, 111.1256231 29.4284777, 111.1249855 29.4281983)"
247980417,双安路,tertiary,False,True,10.25,,,"LINESTRING (111.1243899 29.4302344, 111.1243271 29.4301602)"
437526221,朝王北路,residential,False,False,260.012,,,"LINESTRING (111.1243899 29.4302344, 111.1266142 29.4289249)"
437526222,东街,tertiary,False,False,89.968,,,"LINESTRING (111.1208541 29.425993, 111.1199302 29.4259088)"
437526222,东街,tertiary,False,True,194.714,,,"LINESTRING (111.1208541 29.425993, 111.1227927 29.425529)"
437526224,,tertiary,False,False,31.092,,,"LINESTRING (111.1208541 29.425993, 111.1206812 29.4262286)"
247980433,笔架西路,secondary,False,False,268.301,,,"LINESTRING (111.1206812 29.4262286, 111.1231277 29.4273606)"
247980433,笔架西路,secondary,False,True,80.962,,,"LINESTRING (111.1206812 29.4262286, 111.1199302 29.4259088)"
437526224,,tertiary,False,True,31.092,,,"LINESTRING (111.1206812 29.4262286, 111.1208541 29.425993)"
492605602,幸福北路,tertiary,False,False,188.334,,,"LINESTRING (111.1192567 29.4283955, 111.1196947 29.4267453)"
"[437526227, 247980428]",慈姑中路,"['secondary', 'tertiary']",False,"[False, True]",627.147,,,"LINESTRING (111.1192567 29.4283955, 111.1201486 29.4291002, 111.121554 29.4300814, 111.1225089 29.4309924, 111.1243271 29.4301602)"
492605604,零阳中路,trunk,False,True,348.489,G353,,"LINESTRING (111.1226767 29.4232973, 111.1259807 29.4245384)"
437526234,,residential,False,False,255.99200000000002,,,"LINESTRING (111.1226767 29.4232973, 111.1225237 29.423678, 111.1224374 29.4240215, 111.1224251 29.4242415, 111.1224683 29.4244294, 111.1227927 29.425529)"
437526222,东街,tertiary,False,False,194.714,,,"LINESTRING (111.1227927 29.425529, 111.1208541 29.425993)"
437526222,东街,tertiary,False,True,17.503,,,"LINESTRING (111.1227927 29.425529, 111.1229677 29.4254897)"
437526234,,residential,False,True,255.992,,,"LINESTRING (111.1227927 29.425529, 111.1224683 29.4244294, 111.1224251 29.4242415, 111.1224374 29.4240215, 111.1225237 29.423678, 111.1226767 29.4232973)"
437526222,东街,tertiary,False,False,17.503,,,"LINESTRING (111.1229677 29.4254897, 111.1227927 29.425529)"
437526222,东街,tertiary,False,True,302.701,,,"LINESTRING (111.1229677 29.4254897, 111.125994 29.4248095)"
437526236,,residential,False,False,220.67,,,"LINESTRING (111.1229677 29.4254897, 111.1232146 29.4261944, 111.1233872 29.4266721, 111.1234118 29.4268385, 111.1233502 29.4269941, 111.1231277 29.4273606)"
247980433,笔架西路,secondary,False,False,202.607,,,"LINESTRING (111.1231277 29.4273606, 111.1249855 29.4281983)"
247980433,笔架西路,secondary,False,True,268.301,,,"LINESTRING (111.1231277 29.4273606, 111.1206812 29.4262286)"
437526236,,residential,False,True,220.67000000000002,,,"LINESTRING (111.1231277 29.4273606, 111.1233502 29.4269941, 111.1234118 29.4268385, 111.1233872 29.4266721, 111.1232146 29.4261944, 111.1229677 29.4254897)"
247980428,慈姑中路,secondary,False,False,206.931,,,"LINESTRING (111.1254821 29.4266525, 111.126137 29.4248811)"
247980428,慈姑中路,secondary,False,True,178.487,,,"LINESTRING (111.1254821 29.4266525, 111.1249855 29.4281983)"
437526262,,residential,False,False,191.037,,,"LINESTRING (111.1254821 29.4266525, 111.1273691 29.4271529)"
492605562,零阳东路,trunk,False,False,187.681,G353,,"LINESTRING (111.128179 29.4254347, 111.1264292 29.4247094)"
437526263,,residential,False,False,206.823,,,"LINESTRING (111.128179 29.4254347, 111.1275678 29.4266114, 111.1273691 29.4271529)"
437526262,,residential,False,True,191.037,,,"LINESTRING (111.1273691 29.4271529, 111.1254821 29.4266525)"
437526263,,residential,False,True,206.823,,,"LINESTRING (111.1273691 29.4271529, 111.1275678 29.4266114, 111.128179 29.4254347)"
492605602,幸福北路,tertiary,False,False,95.77,,,"LINESTRING (111.1196947 29.4267453, 111.1199302 29.4259088)"
492605602,幸福北路,tertiary,False,True,188.334,,,"LINESTRING (111.1196947 29.4267453, 111.1192567 29.4283955)"
492605598,文化路,tertiary,False,False,595.737,,,"LINESTRING (111.1196947 29.4267453, 111.1208188 29.4271233, 111.1243271 29.4301602)"
