osmid,oneway,name,highway,reversed,length,geometry,tunnel
61395902,True,中华北大街,primary,False,164.819,"LINESTRING (114.4712792 38.065262, 114.4712117 38.0637807)",
955713332,False,市庄路,tertiary,True,276.00300000000004,"LINESTRING (114.4711815 38.0627909, 114.4692557 38.0628752, 114.4692691 38.0638387)",
158067615,False,市庄路,tertiary,True,170.19,"LINESTRING (114.4692691 38.0638387, 114.4712117 38.0637807)",
158067615,False,市庄路,tertiary,False,315.144,"LINESTRING (114.4692691 38.0638387, 114.4676367 38.0638914, 114.4657086 38.0641937)",
955713332,False,市庄路,tertiary,False,276.00300000000004,"LINESTRING (114.4692691 38.0638387, 114.4692557 38.0628752, 114.4711815 38.0627909)",
61395902,True,中华北大街,primary,False,110.093,"LINESTRING (114.4712117 38.0637807, 114.4711815 38.0627909)",
158067615,False,市庄路,tertiary,False,170.19,"LINESTRING (114.4712117 38.0637807, 114.4692691 38.0638387)",
473936123,False,红军大街,tertiary,False,184.865,"LINESTRING (114.4657086 38.0641937, 114.4653443 38.0625561)",
158067615,False,市庄路,tertiary,True,315.144,"LINESTRING (114.4657086 38.0641937, 114.4676367 38.0638914, 114.4692691 38.0638387)",
473936123,False,红军大街,tertiary,True,184.865,"LINESTRING (114.4653443 38.0625561, 114.4657086 38.0641937)",
710504003,True,中华北大街,primary,False,273.779,"LINESTRING (114.4713595 38.0627871, 114.4713695 38.0637806, 114.471393 38.0652491)",
763286062,True,中华北大街辅路,secondary,False,132.177,"LINESTRING (114.471393 38.0652491, 114.4715718 38.065871, 114.4716946 38.0664008, 114.4716975 38.0664131)",
158067611,False,聚新路,residential,True,2.66,"LINESTRING (114.4712497 38.0663926, 114.4712797 38.0663964)",
158067629,False,,residential,True,195.267,"LINESTRING (114.4712497 38.0663926, 114.4715781 38.0677814, 114.4720143 38.06778)",
301242992,False,柏林南路,secondary,True,34.832,"LINESTRING (114.4721299 38.0711297, 114.4725266 38.0711053)",
"[476230246, 763286056, 763286057, 763286058, 763286061]",True,中华北大街辅路,secondary,False,531.556,"LINESTRING (114.4721299 38.0711297, 114.4717745 38.069151, 114.4717638 38.0690918, 114.4717471 38.0689986, 114.4716981 38.0687254, 114.4713787 38.0669477, 114.4713646 38.066869, 114.4712797 38.0663964)",yes
158067629,False,,residential,False,195.267,"LINESTRING (114.4720143 38.06778, 114.4715781 38.0677814, 114.4712497 38.0663926)",
"[763286065, 763286062, 476230239]",True,中华北大街辅路,secondary,False,372.467,"LINESTRING (114.4720143 38.06778, 114.472184 38.0688811, 114.4722358 38.0692177, 114.4725266 38.0711053)",yes
158067611,False,聚新路,residential,False,36.623,"LINESTRING (114.4716975 38.0664131, 114.4712797 38.0663964)",
763286062,True,中华北大街辅路,secondary,False,154.502,"LINESTRING (114.4716975 38.0664131, 114.4720143 38.06778)",
158067611,False,聚新路,residential,False,2.66,"LINESTRING (114.4712797 38.0663964, 114.4712497 38.0663926)",
158067611,False,聚新路,residential,True,36.623,"LINESTRING (114.4712797 38.0663964, 114.4716975 38.0664131)",
763286056,True,中华北大街辅路,secondary,False,127.006,"LINESTRING (114.4712797 38.0663964, 114.4711963 38.0659322, 114.4712792 38.065262)",
301242992,False,柏林南路,secondary,False,34.832,"LINESTRING (114.4725266 38.0711053, 114.4721299 38.0711297)",
