osmid,highway,oneway,reversed,length,geometry,name,junction,bridge
58065024,secondary_link,False,False,28.345,"LINESTRING (125.9390485 41.7283228, 125.9387759 41.7284764)",,,
225209331,secondary,False,True,57.991,"LINESTRING (125.9390485 41.7283228, 125.9392943 41.728811)",,,
225209331,secondary,False,False,148.517,"LINESTRING (125.9390485 41.7283228, 125.9386814 41.727632, 125.9384573 41.7270636)",,,
225209335,secondary,False,False,126.166,"LINESTRING (125.9349163 41.7262175, 125.9336564 41.7255825)",新华大街,,
263212033,tertiary,False,True,340.506,"LINESTRING (125.9349163 41.7262175, 125.9326155 41.728753)",玉泉路,,
225209335,secondary,False,True,408.75700000000006,"LINESTRING (125.9349163 41.7262175, 125.9377727 41.727729, 125.9382459 41.7280107, 125.9387759 41.7284764)",新华大街,,
640193819,tertiary,False,False,406.861,"LINESTRING (125.9349163 41.7262175, 125.9351572 41.7257338, 125.9359227 41.7240311, 125.9365007 41.7227551)",佟江路,,
58065024,secondary_link,False,True,28.345,"LINESTRING (125.9387759 41.7284764, 125.9390485 41.7283228)",,,
225209335,secondary,False,False,408.757,"LINESTRING (125.9387759 41.7284764, 125.9382459 41.7280107, 125.9377727 41.727729, 125.9349163 41.7262175)",新华大街,,
225209335,secondary,False,True,57.547,"LINESTRING (125.9387759 41.7284764, 125.9390678 41.7287152, 125.9392943 41.728811)",新华大街,,
225209307,secondary,True,False,47.983000000000004,"LINESTRING (125.9318353 41.7243439, 125.9319861 41.7244449, 125.9323211 41.7245716)",,,
225209331,secondary,False,True,148.517,"LINESTRING (125.9384573 41.7270636, 125.9386814 41.727632, 125.9390485 41.7283228)",,,
225209235,secondary,True,False,28.746,"LINESTRING (125.9323211 41.7245716, 125.9323923 41.7246085, 125.9324456 41.7246594, 125.9324763 41.7247198, 125.9324816 41.7247843)",,roundabout,
225209235,secondary,True,False,26.464,"LINESTRING (125.9324816 41.7247843, 125.9324636 41.7248423, 125.9324251 41.7248944, 125.9323689 41.7249366, 125.9322995 41.7249658)",,roundabout,
225209311,secondary,True,False,37.47,"LINESTRING (125.9324816 41.7247843, 125.9325699 41.7249284, 125.9327122 41.7250719)",,,
145895683,secondary,True,False,50.682,"LINESTRING (125.9319077 41.7247949, 125.9318864 41.7245087, 125.9318353 41.7243439)",,,
225209235,secondary,True,False,51.715,"LINESTRING (125.9319077 41.7247949, 125.9319091 41.7247285, 125.9319376 41.7246655, 125.9319904 41.724612, 125.9320625 41.7245731, 125.9321471 41.7245524, 125.9322361 41.7245518, 125.9323211 41.7245716)",,roundabout,
225209235,secondary,True,False,14.056999999999999,"LINESTRING (125.9322995 41.7249658, 125.932217 41.7249801, 125.9321325 41.7249759)",,roundabout,
225209276,tertiary,True,False,36.611,"LINESTRING (125.9321325 41.7249759, 125.9318223 41.72521)",,,
225209235,secondary,True,False,29.102,"LINESTRING (125.9321325 41.7249759, 125.9320507 41.7249524, 125.931982 41.7249118, 125.9319328 41.7248576, 125.9319077 41.7247949)",,roundabout,
225209335,secondary,False,True,66.389,"LINESTRING (125.9327122 41.7250719, 125.9333627 41.7254194)",新华大街,,
225209303,secondary,True,False,36.249,"LINESTRING (125.9327122 41.7250719, 125.9325699 41.7250294, 125.9322995 41.7249658)",,,
225209265,tertiary,True,False,46.698,"LINESTRING (125.9318223 41.72521, 125.9319077 41.7247949)",,,
225209343,tertiary,False,False,80.929,"LINESTRING (125.9318223 41.72521, 125.9315376 41.7259061)",龙泉路,,
225209335,secondary,False,False,30.381,"LINESTRING (125.9336564 41.7255825, 125.9333627 41.7254194)",新华大街,,
225209335,secondary,False,True,126.166,"LINESTRING (125.9336564 41.7255825, 125.9349163 41.7262175)",新华大街,,
255793377,tertiary,False,False,377.101,"LINESTRING (125.9336564 41.7255825, 125.931185 41.7284284)",秀泉路,,
445912213,residential,False,True,330.94,"LINESTRING (125.9336564 41.7255825, 125.9337953 41.7253997, 125.9339148 41.7252011, 125.9339842 41.7249047, 125.9340883 41.723952, 125.9341385 41.7236872, 125.9343964 41.7226813)",兴昌路,,
225209343,tertiary,False,True,80.929,"LINESTRING (125.9315376 41.7259061, 125.9318223 41.72521)",龙泉路,,
225209343,tertiary,False,False,254.40300000000002,"LINESTRING (125.9315376 41.7259061, 125.9310179 41.7267403, 125.9299968 41.7278763)",龙泉路,,
225209331,secondary,False,False,57.991,"LINESTRING (125.9392943 41.728811, 125.9390485 41.7283228)",,,
225209335,secondary,False,False,57.547,"LINESTRING (125.9392943 41.728811, 125.9390678 41.7287152, 125.9387759 41.7284764)",新华大街,,
255793377,tertiary,False,True,377.101,"LINESTRING (125.931185 41.7284284, 125.9336564 41.7255825)",秀泉路,,
263212053,tertiary,False,True,33.606,"LINESTRING (125.931185 41.7284284, 125.9308412 41.7282687)",,,yes
263212033,tertiary,False,False,148.19600000000003,"LINESTRING (125.931185 41.7284284, 125.9321137 41.7289366, 125.9322363 41.7289717, 125.9323329 41.7289671, 125.9324283 41.7289199, 125.9326155 41.728753)",玉泉路,,
