osmid,ref,highway,oneway,reversed,length,geometry,bridge,lanes,junction
293384199,X788,tertiary,False,False,552.068,"LINESTRING (107.5426089 29.39218, 107.5423627 29.392161, 107.5420139 29.3920613, 107.5408693 29.3916434, 107.5401336 29.3913917, 107.5395341 29.391235, 107.5391689 29.3912065, 107.5388364 29.3913015, 107.5386293 29.391425, 107.5383514 29.3915294, 107.5380353 29.3916814, 107.5377791 29.3919141, 107.5374648 29.3921639)",,,
293384186,S411,primary,False,False,189.491,"LINESTRING (107.5390382 29.393705, 107.5388301 29.3939401, 107.5382212 29.3946385, 107.5380439 29.3949877, 107.5380074 29.3951326)",,,
"[857222952, 293384186, 293384187]",S411,primary,False,"[False, True]",236.097,"LINESTRING (107.5390382 29.393705, 107.5390536 29.3935371, 107.5389534 29.3933961, 107.5375547 29.392236, 107.5374648 29.3921639)",yes,2,
293384191,X788,secondary,False,False,93.447,"LINESTRING (107.5390382 29.393705, 107.5391692 29.3938662, 107.5394555 29.3944587)",,,
293384191,X788,secondary,False,False,115.858,"LINESTRING (107.5394555 29.3944587, 107.5395392 29.3946317, 107.5399862 29.3951488, 107.540179 29.3952695)",,,
293384191,X788,secondary,False,True,93.447,"LINESTRING (107.5394555 29.3944587, 107.5391692 29.3938662, 107.5390382 29.393705)",,,
293384198,,residential,False,False,119.918,"LINESTRING (107.5394555 29.3944587, 107.5391931 29.3952566, 107.5391006 29.3954916)",,,
293384196,,residential,False,True,101.642,"LINESTRING (107.5380074 29.3951326, 107.5389587 29.3955181)",,,
293384186,S411,primary,False,False,228.888,"LINESTRING (107.5380074 29.3951326, 107.5375737 29.3968545, 107.5375347 29.3971481)",,,
293384186,S411,primary,False,True,189.491,"LINESTRING (107.5380074 29.3951326, 107.5380439 29.3949877, 107.5382212 29.3946385, 107.5388301 29.3939401, 107.5390382 29.393705)",,,
293384191,X788,secondary,False,False,91.432,"LINESTRING (107.540179 29.3952695, 107.5402329 29.3953033, 107.5405003 29.3953988, 107.540703 29.3954712, 107.5409651 29.395545, 107.5410587 29.3955509)",,,
293384191,X788,secondary,False,True,115.858,"LINESTRING (107.540179 29.3952695, 107.5399862 29.3951488, 107.5395392 29.3946317, 107.5394555 29.3944587)",,,
293384194,,residential,False,True,82.709,"LINESTRING (107.540179 29.3952695, 107.5401797 29.3954043, 107.5401989 29.3955621, 107.540145 29.3957569, 107.5400388 29.3959891)",,,
293384195,,residential,True,False,19.742,"LINESTRING (107.5391006 29.3954916, 107.5391434 29.3955157, 107.5391723 29.3955523, 107.539183 29.3955957, 107.5391738 29.3956393)",,,roundabout
293384198,,residential,False,True,119.918,"LINESTRING (107.5391006 29.3954916, 107.5391931 29.3952566, 107.5394555 29.3944587)",,,
293384196,,residential,False,False,101.642,"LINESTRING (107.5389587 29.3955181, 107.5380074 29.3951326)",,,
293384195,,residential,True,False,14.810000000000002,"LINESTRING (107.5389587 29.3955181, 107.5390006 29.3954929, 107.5390505 29.3954836, 107.5391006 29.3954916)",,,roundabout
293384197,,residential,False,False,92.387,"LINESTRING (107.5391738 29.3956393, 107.5400388 29.3959891)",,,
293384195,,residential,True,False,19.744,"LINESTRING (107.5391738 29.3956393, 107.5391461 29.3956766, 107.5391042 29.3957018, 107.5390544 29.3957112, 107.5390043 29.3957031)",,,roundabout
293384195,,residential,True,False,24.689000000000004,"LINESTRING (107.5390043 29.3957031, 107.5389615 29.395679, 107.5389325 29.3956425, 107.5389218 29.3955991, 107.538931 29.3955554, 107.5389587 29.3955181)",,,roundabout
293384200,,residential,False,False,136.53900000000002,"LINESTRING (107.5390043 29.3957031, 107.5386266 29.3966869, 107.5385957 29.3967843, 107.5385961 29.3968738)",,,
293384197,,residential,False,True,92.387,"LINESTRING (107.5400388 29.3959891, 107.5391738 29.3956393)",,,
293384194,,residential,False,False,82.709,"LINESTRING (107.5400388 29.3959891, 107.540145 29.3957569, 107.5401989 29.3955621, 107.5401797 29.3954043, 107.540179 29.3952695)",,,
293384194,,residential,False,True,181.435,"LINESTRING (107.5400388 29.3959891, 107.5399484 29.3961866, 107.5398251 29.3963847, 107.5396594 29.396519, 107.5394513 29.3966298, 107.5386784 29.3968525, 107.5385961 29.3968738)",,,
293384194,,residential,False,True,107.254,"LINESTRING (107.5385961 29.3968738, 107.5375347 29.3971481)",,,
293384194,,residential,False,False,181.43499999999997,"LINESTRING (107.5385961 29.3968738, 107.5386784 29.3968525, 107.5394513 29.3966298, 107.5396594 29.396519, 107.5398251 29.3963847, 107.5399484 29.3961866, 107.5400388 29.3959891)",,,
293384200,,residential,False,True,136.539,"LINESTRING (107.5385961 29.3968738, 107.5385957 29.3967843, 107.5386266 29.3966869, 107.5390043 29.3957031)",,,
293384194,,residential,False,False,107.254,"LINESTRING (107.5375347 29.3971481, 107.5385961 29.3968738)",,,
293384186,S411,primary,False,True,228.888,"LINESTRING (107.5375347 29.3971481, 107.5375737 29.3968545, 107.5380074 29.3951326)",,,
293384199,X788,tertiary,False,True,552.068,"LINESTRING (107.5374648 29.3921639, 107.5377791 29.3919141, 107.5380353 29.3916814, 107.5383514 29.3915294, 107.5386293 29.391425, 107.5388364 29.3913015, 107.5391689 29.3912065, 107.5395341 29.391235, 107.5401336 29.3913917, 107.5408693 29.3916434, 107.5420139 29.3920613, 107.5423627 29.392161, 107.5426089 29.39218)",,,
"[857222952, 293384186, 293384187]",S411,primary,False,"[False, True]",236.09699999999998,"LINESTRING (107.5374648 29.3921639, 107.5375547 29.392236, 107.5389534 29.3933961, 107.5390536 29.3935371, 107.5390382 29.393705)",yes,2,
293384191,X788,secondary,False,True,91.432,"LINESTRING (107.5410587 29.3955509, 107.5409651 29.395545, 107.540703 29.3954712, 107.5405003 29.3953988, 107.5402329 29.3953033, 107.540179 29.3952695)",,,
