osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes
582537687,金惠路,secondary,False,False,329.712,,"LINESTRING (120.2582681 30.1879214, 120.2616983 30.1878898)",
"[582537688, 582537689]","['西大浦桥', '金惠路']",secondary,False,True,215.725,yes,"LINESTRING (120.2582681 30.1879214, 120.2569868 30.1879315, 120.2560237 30.1879309)",
"[1002484851, 1002484852, 1002484853]",,tertiary,False,True,306.479,yes,"LINESTRING (120.2582681 30.1879214, 120.2583513 30.1888038, 120.2583654 30.1889538, 120.2584282 30.1896031, 120.2584411 30.189731, 120.2585356 30.1906679)",
582537691,金城路,primary,True,False,17.628,,"LINESTRING (120.2622405 30.1834659, 120.2624237 30.1834586)",3
830618389,市心中路,primary,True,False,12.45,,"LINESTRING (120.2622405 30.1834659, 120.2622449 30.183354)",6
"[154489977, 582537694, 154489982]","['工人路', '竹蓬桥']",secondary,False,True,298.178,yes,"LINESTRING (120.2560237 30.1879309, 120.2560038 30.1873323, 120.2560167 30.1867754, 120.2561004 30.1858392, 120.2561221 30.1853533, 120.2561262 30.1852529)",
"[582537688, 582537689]","['西大浦桥', '金惠路']",secondary,False,False,215.725,yes,"LINESTRING (120.2560237 30.1879309, 120.2569868 30.1879315, 120.2582681 30.1879214)",
582537690,工人路,secondary,True,False,95.93599999999999,,"LINESTRING (120.2560237 30.1879309, 120.2560627 30.1881521, 120.256077 30.188791)",
582537687,金惠路,secondary,False,True,225.125,,"LINESTRING (120.2642276 30.1877248, 120.261892 30.1878772)",
367489118,永久路,tertiary,False,True,244.74499999999998,,"LINESTRING (120.2642276 30.1877248, 120.2644576 30.1860468, 120.2644929 30.1855364)",2
285164629,工人路,secondary,False,True,15.312,,"LINESTRING (120.2562058 30.1836693, 120.256212 30.1835317)",
582537692,工人路,secondary,False,False,12.298,,"LINESTRING (120.2562058 30.1836693, 120.2562063 30.1837799)",
582537691,金城路,primary,True,False,432.889,,"LINESTRING (120.2562058 30.1836693, 120.2592001 30.1835754, 120.2607062 30.1835212)",3
582537687,金惠路,secondary,False,False,18.67,,"LINESTRING (120.2616983 30.1878898, 120.261892 30.1878772)",
582537687,金惠路,secondary,False,True,329.712,,"LINESTRING (120.2616983 30.1878898, 120.2582681 30.1879214)",
"[113467592, 154262321, 154262318]",市心中路,primary,True,False,469.008,yes,"LINESTRING (120.2616983 30.1878898, 120.2618219 30.1868823, 120.2620101 30.1853475, 120.2620661 30.1849796, 120.2622005 30.1837962, 120.2622119 30.1836955)",
582537692,工人路,secondary,False,True,12.298,,"LINESTRING (120.2562063 30.1837799, 120.2562058 30.1836693)",
582537694,工人路,secondary,False,False,10.469,,"LINESTRING (120.2562063 30.1837799, 120.2562001 30.1838739)",
261398991,博学路,tertiary,False,True,16.409,,"LINESTRING (120.2613467 30.1905951, 120.2615174 30.1905976)",
154262318,市心中路,primary,True,False,302.716,,"LINESTRING (120.2613467 30.1905951, 120.2614053 30.1900769, 120.2616983 30.1878898)",
261398991,博学路,tertiary,False,False,270.313,,"LINESTRING (120.2613467 30.1905951, 120.2608353 30.1906019, 120.2594886 30.1906347, 120.2585356 30.1906679)",
113467592,市心中路,primary,True,False,13.624,,"LINESTRING (120.2622241 30.1835876, 120.2622405 30.1834659)",
