osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,junction
147751289,西四道街,unclassified,False,False,256.349,"LINESTRING (123.1718145 41.2705774, 123.1748013 41.2700527)",,,
147749972,西顺城路,residential,False,True,221.93,"LINESTRING (123.1718145 41.2705774, 123.1721595 41.2724557, 123.1721767 41.2725546)",,,
"[796585824, 147751289, 626406636, 796585823]","['六一街', '西四道街']","['unclassified', 'residential']",False,True,124.525,"LINESTRING (123.1718145 41.2705774, 123.1715003 41.2706027, 123.1712601 41.2705991, 123.1711938 41.2705981, 123.1708064 41.2705923, 123.1703381 41.2706713)",yes,,
1029686788,民主路,primary,True,False,120.032,"LINESTRING (123.1688917 41.2712397, 123.16863 41.2701783)",,S320,
147751290,六一街,residential,False,False,217.358,"LINESTRING (123.1688917 41.2712397, 123.168821 41.2713062, 123.1680532 41.2720289, 123.1672688 41.2727672)",,,
147751291,解放路,secondary,False,False,31.055,"LINESTRING (123.1672688 41.2727672, 123.1669882 41.2725841)",,,
147751290,六一街,residential,False,True,217.358,"LINESTRING (123.1672688 41.2727672, 123.1680532 41.2720289, 123.168821 41.2713062, 123.1688917 41.2712397)",,,
147751291,解放路,secondary,False,True,222.78,"LINESTRING (123.1672688 41.2727672, 123.1690938 41.2739435, 123.1692931 41.2740708)",,,
154375286,胜利路,primary,True,False,38.335,"LINESTRING (123.163992 41.2784705, 123.1643551 41.2786812)",,,
1029686791,中华大街,primary,True,False,62.459,"LINESTRING (123.163992 41.2784705, 123.164077 41.2783919, 123.1644746 41.2780416)",,,
1029686777,中华大街,primary,True,False,11.979,"LINESTRING (123.1643551 41.2786812, 123.1642626 41.2787635)",,,
206221641,,tertiary,True,False,65.149,"LINESTRING (123.164622 41.2715532, 123.1645637 41.2715156, 123.164509 41.2714519, 123.1644614 41.2713111, 123.1644762 41.2712118, 123.1645275 41.2711211, 123.1646213 41.2710385)",,,roundabout
206221641,,tertiary,True,False,64.002,"LINESTRING (123.1651831 41.2710264, 123.1652233 41.2710459, 123.1653397 41.2711721, 123.165372 41.2713077, 123.1653454 41.2714149, 123.1652752 41.2715103, 123.165246 41.2715311)",,,roundabout
623475903,西顺城路,residential,False,False,14.42,"LINESTRING (123.1721767 41.2725546, 123.1722036 41.2726827)",,,
54358168,中华大街,primary,True,False,284.097,"LINESTRING (123.1721767 41.2725546, 123.1724727 41.272403, 123.1727107 41.2722837, 123.1731864 41.2720646, 123.1737537 41.2718493, 123.1742819 41.2716948, 123.1748543 41.2715832, 123.1752483 41.2715176)",,,
147749972,西顺城路,residential,False,False,221.93,"LINESTRING (123.1721767 41.2725546, 123.1721595 41.2724557, 123.1718145 41.2705774)",,,
1029686789,,primary,True,False,15.106,"LINESTRING (123.1691798 41.2741759, 123.1692299 41.2741194, 123.1692931 41.2740708)",,,roundabout
147751291,解放路,secondary,False,True,186.843,"LINESTRING (123.165246 41.2715311, 123.1658566 41.2718951, 123.1669882 41.2725841)",,,
206221641,,tertiary,True,False,58.085,"LINESTRING (123.165246 41.2715311, 123.1651772 41.27158, 123.165014 41.2716336, 123.1648638 41.2716392, 123.1646858 41.2715944, 123.164622 41.2715532)",,,roundabout
54358168,中华大街,primary,True,False,256.953,"LINESTRING (123.1699054 41.2740653, 123.1700394 41.274048, 123.1701587 41.2740178, 123.1702794 41.2739744, 123.170392 41.273912, 123.1714141 41.2731333, 123.1721767 41.2725546)",,,
206221639,,primary,True,False,38.888999999999996,"LINESTRING (123.1699054 41.2740653, 123.1700385 41.2741771, 123.1701022 41.274371)",,,roundabout
939188976,,primary,True,False,73.644,"LINESTRING (123.1701022 41.274371, 123.1700883 41.2744435, 123.1700423 41.2745173, 123.1699589 41.2746048, 123.1698452 41.2746703, 123.1697112 41.2747081, 123.1695682 41.274715, 123.1694691 41.2746955)",,,roundabout
1029686779,,primary,True,False,24.110999999999997,"LINESTRING (123.1694802 41.2739966, 123.1695852 41.273984, 123.1697656 41.2740031)",,,roundabout
1029686788,民主路,primary,True,False,311.698,"LINESTRING (123.1694802 41.2739966, 123.169515 41.2738394, 123.169513 41.2736901, 123.1688917 41.2712397)",,S320,
206221639,,primary,True,False,13.577,"LINESTRING (123.1697656 41.2740031, 123.1699054 41.2740653)",,,roundabout
206221641,,tertiary,True,False,50.653999999999996,"LINESTRING (123.1646213 41.2710385, 123.1647732 41.2709742, 123.1649674 41.2709589, 123.1650973 41.2709848, 123.1651831 41.2710264)",,,roundabout
154400938,中华大街,primary,True,False,49.125,"LINESTRING (123.1694691 41.2746955, 123.1692226 41.2747636, 123.1691207 41.2748009, 123.1690226 41.2748633, 123.1689656 41.274909)",,,
"[1029686778, 1029686790]",,primary,True,False,71.918,"LINESTRING (123.1694691 41.2746955, 123.169338 41.2746546, 123.1692591 41.2746052, 123.1691957 41.2745445, 123.1691507 41.2744752, 123.1691259 41.2744003, 123.1691226 41.2743232, 123.1691408 41.2742473, 123.1691798 41.2741759)",,,roundabout
147751291,解放路,secondary,False,False,222.78,"LINESTRING (123.1692931 41.2740708, 123.1690938 41.2739435, 123.1672688 41.2727672)",,,
1029686789,,primary,True,False,17.785,"LINESTRING (123.1692931 41.2740708, 123.1693812 41.274026, 123.1694802 41.2739966)",,,roundabout
154400940,中华大街,primary,True,False,238.568,"LINESTRING (123.1666956 41.2762539, 123.1670704 41.2759468, 123.1685318 41.2747897, 123.1686505 41.2746905)",,,
338653704,光明路,residential,False,False,88.209,"LINESTRING (123.1666956 41.2762539, 123.1664342 41.2761051, 123.1658804 41.2757504)",,,
154400940,中华大街,primary,True,False,227.11,"LINESTRING (123.1648372 41.2777442, 123.1666956 41.2762539)",,,
"[1029686792, 154400939]",和平路,residential,False,True,130.15200000000002,"LINESTRING (123.1648372 41.2777442, 123.1646046 41.2775976, 123.1636342 41.2770008)",,,
1030125173,中华大街,primary,True,False,44.403,"LINESTRING (123.1651745 41.277955, 123.1648199 41.2782524)",,,
621974900,六一街,tertiary,False,True,60.296,"LINESTRING (123.1644646 41.2748437, 123.1639941 41.2752548)",,,
338653704,光明路,residential,False,True,155.446,"LINESTRING (123.1644646 41.2748437, 123.1655522 41.2755402, 123.1658804 41.2757504)",,,
621974900,六一街,tertiary,False,False,328.03700000000003,"LINESTRING (123.1644646 41.2748437, 123.1653187 41.274079, 123.1669882 41.2725841)",,,
147751291,解放路,secondary,False,True,31.055,"LINESTRING (123.1669882 41.2725841, 123.1672688 41.2727672)",,,
147751291,解放路,secondary,False,False,186.843,"LINESTRING (123.1669882 41.2725841, 123.1658566 41.2718951, 123.165246 41.2715311)",,,
621974900,六一街,tertiary,False,True,328.03700000000003,"LINESTRING (123.1669882 41.2725841, 123.1653187 41.274079, 123.1644646 41.2748437)",,,
621989637,,living_street,False,True,162.156,"LINESTRING (123.1711587 41.272239, 123.1707092 41.2724039, 123.1694707 41.2728584, 123.1694151 41.2728788)",,,
621991406,,living_street,False,True,29.01,"LINESTRING (123.1641361 41.2764451, 123.1638672 41.2762801)",,,
"[621991406, 621991407]",,living_street,False,False,138.14000000000001,"LINESTRING (123.1641361 41.2764451, 123.164648 41.2760107, 123.1650696 41.2762742, 123.1653047 41.2760974)",,,
621991408,,living_street,False,False,10.8,"LINESTRING (123.1653047 41.2760974, 123.1654034 41.2761601)",,,
"[621991406, 621991407]",,living_street,False,True,138.14,"LINESTRING (123.1653047 41.2760974, 123.1650696 41.2762742, 123.164648 41.2760107, 123.1641361 41.2764451)",,,
621991410,,living_street,False,True,144.138,"LINESTRING (123.1653047 41.2760974, 123.1650486 41.2759327, 123.1646063 41.2756484, 123.1643061 41.2754502, 123.1639941 41.2752548)",,,
621991408,,living_street,False,False,60.534,"LINESTRING (123.1654034 41.2761601, 123.1658804 41.2757504)",,,
