osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge
560000515,True,2,象山一路,primary,False,258.741,"LINESTRING (112.1965357 31.040253, 112.1938199 31.0402503)",,
691903909,False,2,金虾路,tertiary,False,10.043,"LINESTRING (112.1965357 31.040253, 112.1965378 31.0401627)",,
691903909,False,2,金虾路,tertiary,True,164.883,"LINESTRING (112.1965357 31.040253, 112.1964522 31.0417341)",,
357402308,False,,海慧路,secondary,False,273.014,"LINESTRING (112.1969688 31.0344297, 112.1941034 31.0344414)",,
691903909,False,2,金虾路,tertiary,True,641.021,"LINESTRING (112.1969688 31.0344297, 112.196711 31.0352801, 112.196634 31.0360602, 112.1965954 31.0376694, 112.1965378 31.0401627)",,
481372971,True,2,象山一路,primary,False,258.428,"LINESTRING (112.1938253 31.0401687, 112.1965378 31.0401627)",S311,
627447747,True,3,象山大道,primary,False,9.088,"LINESTRING (112.1938253 31.0401687, 112.1938199 31.0402503)",,
691903909,False,2,金虾路,tertiary,True,10.043,"LINESTRING (112.1965378 31.0401627, 112.1965357 31.040253)",,
691903909,False,2,金虾路,tertiary,False,641.0210000000001,"LINESTRING (112.1965378 31.0401627, 112.1965954 31.0376694, 112.196634 31.0360602, 112.196711 31.0352801, 112.1969688 31.0344297)",,
357402308,False,,海慧路,secondary,False,13.502,"LINESTRING (112.1941034 31.0344414, 112.1939617 31.0344427)",,
357402308,False,,海慧路,secondary,True,273.014,"LINESTRING (112.1941034 31.0344414, 112.1969688 31.0344297)",,
560000512,True,2,象山大道,primary,False,637.5659999999999,"LINESTRING (112.1941034 31.0344414, 112.1940881 31.0344833, 112.1938253 31.0401687)",,
560000515,True,2,象山一路,primary,False,209.014,"LINESTRING (112.1987252 31.0401346, 112.1965357 31.040253)",,
597706929,False,,浏河湾巷,residential,False,193.107,"LINESTRING (112.1987252 31.0401346, 112.1988326 31.0406425, 112.1988498 31.0418629)",,
357402308,False,,海慧路,secondary,True,13.502,"LINESTRING (112.1939617 31.0344427, 112.1941034 31.0344414)",,
357402308,False,,海慧路,secondary,False,170.534,"LINESTRING (112.1939617 31.0344427, 112.1932099 31.0344064, 112.1921751 31.0344623)",,
691903909,False,2,金虾路,tertiary,False,164.883,"LINESTRING (112.1964522 31.0417341, 112.1965357 31.040253)",,
1069812644,False,,,residential,False,228.87,"LINESTRING (112.1964522 31.0417341, 112.1988498 31.0418629)",,
1069812644,False,,,residential,True,228.87,"LINESTRING (112.1988498 31.0418629, 112.1964522 31.0417341)",,
597706929,False,,浏河湾巷,residential,True,193.107,"LINESTRING (112.1988498 31.0418629, 112.1988326 31.0406425, 112.1987252 31.0401346)",,
357402308,False,,海慧路,secondary,True,77.762,"LINESTRING (112.1913612 31.0345109, 112.1914091 31.0345037, 112.1921751 31.0344623)",,
"[1120551608, 1120551609, 1120551607]",False,,白龙路,residential,False,585.5210000000001,"LINESTRING (112.1913612 31.0345109, 112.1913647 31.0352785, 112.1914233 31.036715, 112.1912577 31.0369123, 112.1911253 31.0369883, 112.1910263 31.0369987, 112.1907422 31.0371047, 112.1904303 31.0384697, 112.1896262 31.0391081)",,yes
"[1120551608, 1120551609, 1120551607]",False,,白龙路,residential,True,585.5210000000001,"LINESTRING (112.1896262 31.0391081, 112.1904303 31.0384697, 112.1907422 31.0371047, 112.1910263 31.0369987, 112.1911253 31.0369883, 112.1912577 31.0369123, 112.1914233 31.036715, 112.1913647 31.0352785, 112.1913612 31.0345109)",,yes
357402308,False,,海慧路,secondary,False,77.762,"LINESTRING (112.1921751 31.0344623, 112.1914091 31.0345037, 112.1913612 31.0345109)",,
357402308,False,,海慧路,secondary,True,170.534,"LINESTRING (112.1921751 31.0344623, 112.1932099 31.0344064, 112.1939617 31.0344427)",,
