osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,access
136001043,secondary,False,False,11.623,"LINESTRING (116.7805347 35.5500889, 116.7806631 35.5500925)",,,,
136001042,primary,False,True,430.062,"LINESTRING (116.7805347 35.5500889, 116.7759874 35.550095, 116.7757811 35.5500904)",,,,
136001045,trunk,True,False,198.019,"LINESTRING (116.7805741 35.5558923, 116.780562 35.5541115)",2,G327;S246,,
404935570,primary,True,False,9.716,"LINESTRING (116.7805741 35.5558923, 116.7806815 35.5558918)",,,建设中路,
345430089,tertiary,False,False,633.602,"LINESTRING (116.7757811 35.5500904, 116.7757374 35.5557884)",,,,
136001042,primary,False,False,430.062,"LINESTRING (116.7757811 35.5500904, 116.7759874 35.550095, 116.7805347 35.5500889)",,,,
345430089,tertiary,False,False,11.664,"LINESTRING (116.7757374 35.5557884, 116.7757375 35.5558933)",,,,
345430089,tertiary,False,True,633.602,"LINESTRING (116.7757374 35.5557884, 116.7757811 35.5500904)",,,,
404935570,primary,True,False,278.894,"LINESTRING (116.7757374 35.5557884, 116.778819 35.5558632)",,,建设中路,
349670995,residential,True,False,10.163,"LINESTRING (116.7788188 35.5559546, 116.778819 35.5558632)",,,,permissive
404935570,primary,True,False,278.826,"LINESTRING (116.7788188 35.5559546, 116.7757375 35.5558933)",,,建设中路,
404935570,primary,True,False,158.812,"LINESTRING (116.778819 35.5558632, 116.7792683 35.5558642, 116.7805741 35.5558923)",,,建设中路,
404935570,primary,True,False,247.373,"LINESTRING (116.7806815 35.5558918, 116.7834156 35.5559315)",,,建设中路,
429668062,trunk,True,False,13.811,"LINESTRING (116.7806815 35.5558918, 116.7806823 35.556016)",2,G327;S246,,
136001043,secondary,False,False,236.207,"LINESTRING (116.7806631 35.5500925, 116.7832725 35.5501648)",,,,
136001043,secondary,False,True,11.623,"LINESTRING (116.7806631 35.5500925, 116.7805347 35.5500889)",,,,
429668062,trunk,True,False,446.293,"LINESTRING (116.7806631 35.5500925, 116.7806694 35.5541061)",2,G327;S246,,
429668062,trunk,True,False,198.564,"LINESTRING (116.7806694 35.5541061, 116.7806815 35.5558918)",2,G327;S246,,
563281755,tertiary,False,False,245.195,"LINESTRING (116.7806694 35.5541061, 116.7833791 35.5541561)",,,,
563281755,tertiary,False,True,9.734,"LINESTRING (116.7806694 35.5541061, 116.780562 35.5541115)",,,,
563281757,tertiary,False,False,197.443,"LINESTRING (116.7834156 35.5559315, 116.7833791 35.5541561)",,,,
563281755,tertiary,False,True,245.195,"LINESTRING (116.7833791 35.5541561, 116.7806694 35.5541061)",,,,
563281757,tertiary,False,True,197.443,"LINESTRING (116.7833791 35.5541561, 116.7834156 35.5559315)",,,,
563281757,tertiary,False,False,444.30899999999997,"LINESTRING (116.7833791 35.5541561, 116.7833956 35.5512946, 116.7832725 35.5501648)",,,,
136001043,secondary,False,True,236.207,"LINESTRING (116.7832725 35.5501648, 116.7806631 35.5500925)",,,,
563281757,tertiary,False,True,444.30899999999997,"LINESTRING (116.7832725 35.5501648, 116.7833956 35.5512946, 116.7833791 35.5541561)",,,,
404935570,primary,True,False,247.641,"LINESTRING (116.7834195 35.5560489, 116.7806823 35.556016)",,,建设中路,
136001045,trunk,True,False,447.3,"LINESTRING (116.780562 35.5541115, 116.7805347 35.5500889)",2,G327;S246,,
563281755,tertiary,False,False,9.734,"LINESTRING (116.780562 35.5541115, 116.7806694 35.5541061)",,,,
404935570,primary,True,False,9.729,"LINESTRING (116.7806823 35.556016, 116.780575 35.5560219)",,,建设中路,
136001045,trunk,True,False,14.411,"LINESTRING (116.780575 35.5560219, 116.7805741 35.5558923)",2,G327;S246,,
404935570,primary,True,False,159.048,"LINESTRING (116.780575 35.5560219, 116.7792543 35.5559741, 116.7788188 35.5559546)",,,建设中路,
345430089,tertiary,False,True,11.664,"LINESTRING (116.7757375 35.5558933, 116.7757374 35.5557884)",,,,
