osmid,oneway,name,highway,reversed,length,ref,geometry,lanes
42436744,True,麒麟南路,secondary,False,76.008,,"LINESTRING (103.7965749 25.4974415, 103.7965349 25.4967589)",
95936576,False,南宁西路,unclassified,False,15.057,,"LINESTRING (103.7965749 25.4974415, 103.7967248 25.4974361)",
42436801,False,文昌街,trunk,False,615.192,G248;G320,"LINESTRING (103.7963927 25.4926294, 103.7902972 25.4932097)",
1229005389,False,,trunk,True,31.75,G248,"LINESTRING (103.7963927 25.4926294, 103.7965966 25.4924111)",
1229005390,True,麒麟南路,trunk,False,79.208,G248;G320,"LINESTRING (103.7963927 25.4926294, 103.7963985 25.4921281, 103.7963781 25.4919179)",
42436801,False,文昌街,trunk,True,9.375,G248;G320,"LINESTRING (103.790206 25.4932279, 103.7902972 25.4932097)",
396813323,True,廖廓南路,secondary,False,262.868,,"LINESTRING (103.790206 25.4932279, 103.7899851 25.4908723)",2
95946968,False,西门街,residential,False,9.28,,"LINESTRING (103.7900774 25.4908675, 103.7899851 25.4908723)",
95946968,False,西门街,residential,True,620.717,,"LINESTRING (103.7900774 25.4908675, 103.7943329 25.4902821, 103.796202 25.4901031)",
711910153,True,廖廓南路,secondary,False,261.453,,"LINESTRING (103.7900774 25.4908675, 103.7902255 25.4921029, 103.7902972 25.4932097)",2
396813323,True,廖廓南路,secondary,False,235.502,,"LINESTRING (103.7903084 25.4953438, 103.790206 25.4932279)",2
711900004,False,书院路,residential,False,12.675,,"LINESTRING (103.7903084 25.4953438, 103.7904195 25.495398)",
95946968,False,西门街,residential,False,620.717,,"LINESTRING (103.796202 25.4901031, 103.7943329 25.4902821, 103.7900774 25.4908675)",
95946992,False,建设路,unclassified,True,132.757,,"LINESTRING (103.7978669 25.4961578, 103.7966838 25.4966917)",
42436744,True,麒麟南路,secondary,False,459.402,,"LINESTRING (103.7965349 25.4967589, 103.7963927 25.4926294)",
95946992,False,建设路,unclassified,False,16.708,,"LINESTRING (103.7965349 25.4967589, 103.7966838 25.4966917)",
95936576,False,南宁西路,unclassified,True,15.057,,"LINESTRING (103.7967248 25.4974361, 103.7965749 25.4974415)",
42436801,False,文昌街,trunk,False,9.375,G248;G320,"LINESTRING (103.7902972 25.4932097, 103.790206 25.4932279)",
42436801,False,文昌街,trunk,True,615.192,G248;G320,"LINESTRING (103.7902972 25.4932097, 103.7963927 25.4926294)",
711910153,True,廖廓南路,secondary,False,243.638,,"LINESTRING (103.7902972 25.4932097, 103.7904195 25.495398)",2
95946968,False,西门街,residential,True,9.28,,"LINESTRING (103.7899851 25.4908723, 103.7900774 25.4908675)",
396813323,True,廖廓南路,secondary,False,69.685,,"LINESTRING (103.7899851 25.4908723, 103.7899373 25.4902471)",2
711900004,False,书院路,residential,True,12.675,,"LINESTRING (103.7904195 25.495398, 103.7903084 25.4953438)",
95946992,False,建设路,unclassified,False,132.757,,"LINESTRING (103.7966838 25.4966917, 103.7978669 25.4961578)",
95946992,False,建设路,unclassified,True,16.708,,"LINESTRING (103.7966838 25.4966917, 103.7965349 25.4967589)",
1229005392,True,麒麟南路,secondary,False,82.881,,"LINESTRING (103.7966838 25.4966917, 103.7966848 25.4967543, 103.7967248 25.4974361)",
396813327,True,麒麟南路,trunk,False,121.978,G248;G320,"LINESTRING (103.7964098 25.4909053, 103.7965551 25.4919944)",
711910153,True,廖廓南路,secondary,False,69.933,,"LINESTRING (103.7900397 25.4902395, 103.7900774 25.4908675)",2
1229005392,True,麒麟南路,secondary,False,230.855,,"LINESTRING (103.7966498 25.4946158, 103.7966838 25.4966917)",
1229005388,False,,secondary_link,True,19.697,,"LINESTRING (103.7963781 25.4919179, 103.7965551 25.4919944)",
1229005390,True,麒麟南路,trunk,False,202.569,G248;G320,"LINESTRING (103.7963781 25.4919179, 103.796202 25.4901031)",
1229005388,False,,secondary_link,False,19.697,,"LINESTRING (103.7965551 25.4919944, 103.7963781 25.4919179)",
396813327,True,麒麟南路,trunk,False,46.53,G248;G320,"LINESTRING (103.7965551 25.4919944, 103.7965696 25.4921031, 103.7965758 25.4921743, 103.7965966 25.4924111)",
1229005393,False,,secondary_link,True,39.397000000000006,,"LINESTRING (103.7965551 25.4919944, 103.7967601 25.4920984, 103.7968969 25.4921686)",
1229005389,False,,trunk,False,31.75,G248,"LINESTRING (103.7965966 25.4924111, 103.7963927 25.4926294)",
1229005391,False,,secondary,True,40.465,,"LINESTRING (103.7965966 25.4924111, 103.7967601 25.4922872, 103.7968969 25.4921686)",
1229005392,True,麒麟南路,secondary,False,245.25900000000001,,"LINESTRING (103.7965966 25.4924111, 103.7966177 25.4926522, 103.7966498 25.4946158)",
1229005391,False,,secondary,False,40.465,,"LINESTRING (103.7968969 25.4921686, 103.7967601 25.4922872, 103.7965966 25.4924111)",
1229005393,False,,secondary_link,False,39.397000000000006,,"LINESTRING (103.7968969 25.4921686, 103.7967601 25.4920984, 103.7965551 25.4919944)",
