osmid,bridge,oneway,lanes,name,highway,reversed,length,geometry,ref,junction
"[291034826, 149903044]",yes,True,2,蟠龙大桥,primary,False,296.225,"LINESTRING (107.2286184 34.3610273, 107.2286106 34.3626826, 107.2286111 34.3636913)",,
467800653,,False,,,residential,False,228.545,"LINESTRING (107.2301943 34.3669498, 107.2303184 34.367172, 107.2301856 34.3679548, 107.2301666 34.3681959, 107.2302729 34.368343, 107.2305649 34.3684276, 107.2309822 34.3684996)",,
467832653,,True,2,陈仓大道,primary,False,91.456,"LINESTRING (107.2301943 34.3669498, 107.2298566 34.3669626, 107.2295205 34.3669715, 107.2292248 34.3670769)",S215,
291034823,,True,,,primary,False,15.066,"LINESTRING (107.2292248 34.3670769, 107.2291252 34.3671846)",,roundabout
291034823,,True,,,primary,False,24.119,"LINESTRING (107.2291252 34.3671846, 107.2290241 34.3672539, 107.2289083 34.3673051)",,roundabout
291034823,,True,,,primary,False,55.162,"LINESTRING (107.2280414 34.3669858, 107.2280042 34.3668233, 107.2280283 34.3666591, 107.2281114 34.3665087)",,roundabout
291034823,,True,,,primary,False,14.811,"LINESTRING (107.2281114 34.3665087, 107.2282159 34.3664072)",,roundabout
291034823,,True,,,primary,False,94.913,"LINESTRING (107.2282159 34.3664072, 107.2283885 34.3663131, 107.228588 34.3662681, 107.2287945 34.3662767, 107.2289875 34.366338, 107.2291477 34.366446)",,roundabout
291036780,,True,2,,primary,False,296.48199999999997,"LINESTRING (107.2282159 34.3664072, 107.2283822 34.3662192, 107.2284644 34.366084, 107.228591 34.365774, 107.2285218 34.3638197)",,
291034823,,True,,,primary,False,52.028,"LINESTRING (107.2284269 34.3673109, 107.2282617 34.3672352, 107.2281295 34.3671238, 107.2280414 34.3669858)",,roundabout
291034823,,True,,,primary,False,75.041,"LINESTRING (107.2291477 34.366446, 107.2292581 34.366588, 107.2293101 34.3667511, 107.2292987 34.3669196, 107.2292248 34.3670769)",,roundabout
291036779,,True,2,陈仓大道,primary,False,278.35900000000004,"LINESTRING (107.2291477 34.366446, 107.2294498 34.3666395, 107.2297095 34.3667441, 107.2297844 34.3667661, 107.2300486 34.3667873, 107.2320336 34.3664946)",S215,
291070526,,False,,,secondary,False,13.684,"LINESTRING (107.2320633 34.3666152, 107.2320336 34.3664946)",,
467832653,,True,2,陈仓大道,primary,False,175.534,"LINESTRING (107.2320633 34.3666152, 107.2301943 34.3669498)",S215,
291070526,,False,,,secondary,True,12.635,"LINESTRING (107.2312742 34.3632973, 107.2313007 34.3634088)",,
467832655,,True,2,,secondary,False,269.159,"LINESTRING (107.2312742 34.3632973, 107.2341608 34.3628713)",,
467832654,,False,,,secondary,False,20.283,"LINESTRING (107.2348072 34.3662287, 107.2347829 34.3660474)",,
467832653,,True,2,陈仓大道,primary,False,255.491,"LINESTRING (107.2348072 34.3662287, 107.2335372 34.3664075, 107.2320633 34.3666152)",S215,
467832659,,False,,,secondary,True,12.571,"LINESTRING (107.2341608 34.3628713, 107.2341827 34.3629829)",,
149903020,,True,2,行政大道,secondary,False,184.072,"LINESTRING (107.2341608 34.3628713, 107.234442 34.3628298, 107.2361337 34.3625746)",,
291034821,,True,2,陈仓大道,primary,False,197.443,"LINESTRING (107.2369116 34.3658606, 107.2348072 34.3662287)",S215,
291070528,,False,,行政东路,tertiary,False,15.23,"LINESTRING (107.2369116 34.3658606, 107.2368756 34.3657269)",,
291070528,,False,,行政东路,tertiary,True,270.425,"LINESTRING (107.2369116 34.3658606, 107.2375047 34.3682428)",,
291070528,,False,,行政东路,tertiary,True,12.748,"LINESTRING (107.2361337 34.3625746, 107.2361598 34.3626872)",,
467832657,,True,2,,secondary,False,8.848,"LINESTRING (107.2286164 34.363835, 107.2285218 34.3638197)",,
291034826,,True,2,,primary,False,303.248,"LINESTRING (107.2286164 34.363835, 107.2287012 34.3658031, 107.2287481 34.3659858, 107.2288416 34.3661531, 107.2290039 34.3663063, 107.2291477 34.366446)",,
463731006,,True,2,陈仓大道,primary,False,195.359,"LINESTRING (107.2347829 34.3660474, 107.2368756 34.3657269)",S215,
467832654,,False,,,secondary,True,20.283,"LINESTRING (107.2347829 34.3660474, 107.2348072 34.3662287)",,
467832660,,False,,,secondary,False,345.182,"LINESTRING (107.2347829 34.3660474, 107.2341827 34.3629829)",,
291070526,,False,,,secondary,False,12.635,"LINESTRING (107.2313007 34.3634088, 107.2312742 34.3632973)",,
291070526,,False,,,secondary,True,349.658,"LINESTRING (107.2313007 34.3634088, 107.2318143 34.3655706, 107.2320336 34.3664946)",,
467832658,,True,2,,secondary,False,250.909,"LINESTRING (107.2313007 34.3634088, 107.2294905 34.3636889, 107.2286164 34.363835)",,
