osmid,oneway,highway,reversed,length,geometry,lanes,name,bridge,maxspeed
427627583,True,secondary_link,False,109.473,"LINESTRING (115.0315649 30.2009967, 115.0316406 30.2012535, 115.0317758 30.2014049, 115.031967 30.2015357, 115.0323188 30.2016272)",,,,
1234917247,True,primary,False,68.833,"LINESTRING (115.0315649 30.2009967, 115.0315692 30.2012202, 115.0315727 30.2014684, 115.0315743 30.2015232, 115.0315706 30.2016156)",2,桂林南路,,
508835436,False,tertiary,False,29.779,"LINESTRING (115.0375353 30.2058452, 115.0376133 30.2058367, 115.0376953 30.205834, 115.0377859 30.2058334, 115.037844 30.20584)",,,,
1163088100,False,tertiary,True,32.472,"LINESTRING (115.0375353 30.2058452, 115.037609 30.2057793, 115.0376672 30.2056913, 115.0377025 30.2055971)",,胡锦路,,
"[314065964, 834992861, 834992862]",False,tertiary,False,118.527,"LINESTRING (115.0377025 30.2055971, 115.0376996 30.2054306, 115.0376892 30.2049847, 115.0376768 30.2045314)",,"['湖锦路', '胡锦路']",yes,
1163088099,False,tertiary,False,30.756,"LINESTRING (115.0377025 30.2055971, 115.0377343 30.2056999, 115.0377738 30.2057669, 115.037844 30.20584)",,,,
1163088100,False,tertiary,False,32.472,"LINESTRING (115.0377025 30.2055971, 115.0376672 30.2056913, 115.037609 30.2057793, 115.0375353 30.2058452)",,胡锦路,,
386451175,False,tertiary,False,315.174,"LINESTRING (115.0315779 30.2054114, 115.0282983 30.2054352)",,青龙山路,,
386451175,False,tertiary,True,53.442,"LINESTRING (115.0315779 30.2054114, 115.0319598 30.2053957, 115.0321334 30.2053886)",,青龙山路,,
1160617836,False,tertiary,False,62.824,"LINESTRING (115.0315779 30.2054114, 115.0316994 30.20535, 115.0317737 30.2052812, 115.0317843 30.2052616, 115.0318021 30.2052284, 115.031822 30.2051607, 115.0318359 30.205016, 115.0318444 30.2049404)",,,,
1160617839,False,tertiary,True,114.686,"LINESTRING (115.0315779 30.2054114, 115.0319025 30.2055334, 115.0320012 30.2055786, 115.0320287 30.2055911, 115.0322608 30.2057875, 115.0324883 30.2060417)",,,,
427627613,True,secondary_link,False,105.15699999999998,"LINESTRING (115.030699 30.201601, 115.0309398 30.2015413, 115.0311154 30.201419, 115.0312785 30.201263, 115.0313643 30.2011205, 115.0314026 30.2009605)",,,,
1070472917,True,primary,False,68.915,"LINESTRING (115.030699 30.201601, 115.031042 30.2016064, 115.0311119 30.2016075, 115.0312433 30.2016096, 115.0313232 30.201608, 115.0314159 30.2016115)",,杭州西路,,60
238616773,True,primary,False,13.822,"LINESTRING (115.0315706 30.2016156, 115.0315647 30.2017398)",2,桂林北路,,
1070472917,True,primary,False,71.91799999999999,"LINESTRING (115.0315706 30.2016156, 115.0317018 30.2016156, 115.0323188 30.2016272)",,杭州西路,,60
1070472917,True,primary,False,14.874,"LINESTRING (115.0314159 30.2016115, 115.0315706 30.2016156)",,杭州西路,,60
1234917250,True,primary,False,72.4,"LINESTRING (115.0314159 30.2016115, 115.0314117 30.2014632, 115.0314026 30.2009605)",2,桂林南路,,
1234917250,True,primary,False,42.533,"LINESTRING (115.0314026 30.2009605, 115.0314054 30.200578)",2,桂林南路,,
1070472917,True,primary,False,533.645,"LINESTRING (115.0323188 30.2016272, 115.0331372 30.2016391, 115.0333894 30.2016441, 115.0337343 30.2016524, 115.035015 30.2016633, 115.035524 30.2017467, 115.0359947 30.2018997, 115.0375684 30.2025128, 115.0376386 30.2025851)",,杭州西路,,60
238616773,True,primary,False,305.19,"LINESTRING (115.0315381 30.2023202, 115.0315184 30.2032838, 115.0315461 30.2040121, 115.0317832 30.2047101, 115.0319568 30.2049981)",2,桂林北路,,
314065964,False,tertiary,True,104.351,"LINESTRING (115.0376386 30.2025851, 115.0376464 30.2027209, 115.0376599 30.2035233)",,湖锦路,,
314066884,False,tertiary,True,136.833,"LINESTRING (115.0376386 30.2025851, 115.0376775 30.2024983, 115.038121 30.2014364, 115.0381247 30.2014285)",,广会路,,
1028880032,True,primary,False,201.53999999999996,"LINESTRING (115.0376386 30.2025851, 115.0375197 30.2026024, 115.035946 30.2020154, 115.0357052 30.2019249)",3,杭州西路,,60
386451191,False,residential,True,116.478,"LINESTRING (115.0292247 30.201582, 115.0292302 30.2006626, 115.0291458 30.2005573)",,,,
1070472917,True,primary,False,141.69799999999998,"LINESTRING (115.0292247 30.201582, 115.0293045 30.2015833, 115.030699 30.201601)",,杭州西路,,60
508625471,False,living_street,False,113.292,"LINESTRING (115.0291458 30.2005573, 115.0303246 30.2005679)",,南湖路,,
386451191,False,residential,False,116.478,"LINESTRING (115.0291458 30.2005573, 115.0292302 30.2006626, 115.0292247 30.201582)",,,,
386451191,False,residential,True,96.875,"LINESTRING (115.0291458 30.2005573, 115.0291298 30.2004646, 115.0291159 30.1996872)",,,,
508625471,False,living_street,True,103.874,"LINESTRING (115.0314054 30.200578, 115.0303246 30.2005679)",,南湖路,,
1234917250,True,primary,False,283.964,"LINESTRING (115.0314054 30.200578, 115.0314033 30.2002906, 115.0313911 30.198588, 115.0313899 30.198415, 115.031387 30.1980243)",2,桂林南路,,
508625476,False,residential,True,58.733,"LINESTRING (115.0283032 30.204331, 115.0287136 30.2039396)",,,,
508625475,False,residential,False,319.519,"LINESTRING (115.0283032 30.204331, 115.0288558 30.2044863, 115.030935 30.204472, 115.031599 30.2044486)",,,,
508625477,False,residential,False,123.217,"LINESTRING (115.0283032 30.204331, 115.0282706 30.2044386, 115.0282983 30.2054352)",,,,
386451175,False,tertiary,False,6.304,"LINESTRING (115.0282983 30.2054352, 115.0282327 30.2054355)",,青龙山路,,
386451175,False,tertiary,True,315.174,"LINESTRING (115.0282983 30.2054352, 115.0315779 30.2054114)",,青龙山路,,
508625477,False,residential,True,123.217,"LINESTRING (115.0282983 30.2054352, 115.0282706 30.2044386, 115.0283032 30.204331)",,,,
386451175,False,tertiary,False,5.375,"LINESTRING (115.032189 30.2053833, 115.0321334 30.2053886)",,青龙山路,,
238616773,True,primary,False,59.333999999999996,"LINESTRING (115.032189 30.2053833, 115.0322145 30.2054216, 115.0322786 30.2055233, 115.0324036 30.2057218, 115.0324765 30.2058553)",2,桂林北路,,
314065595,False,tertiary,False,47.696,"LINESTRING (115.032189 30.2053833, 115.0323246 30.2053694, 115.0326819 30.205333)",,湖锦路,,
386451175,False,tertiary,True,5.375,"LINESTRING (115.0321334 30.2053886, 115.032189 30.2053833)",,青龙山路,,
386451175,False,tertiary,False,53.442,"LINESTRING (115.0321334 30.2053886, 115.0319598 30.2053957, 115.0315779 30.2054114)",,青龙山路,,
