osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
458209347,4,解放北路,secondary,60,False,False,12.405,"LINESTRING (117.185927 34.2706138, 117.1859528 34.2707233)",,
"[456888403, 458209347]",4,解放北路,secondary,60,False,True,60.411,"LINESTRING (117.185927 34.2706138, 117.1859017 34.2702389, 117.185901 34.2700711)",,
"[456888401, 456888402]",4,"['解放北路', '解放南路']",secondary,60,False,False,13.093,"LINESTRING (117.1858815 34.2649081, 117.1858845 34.2649739, 117.1858846 34.2650258)",,
456888401,4,解放南路,secondary,60,False,True,94.231,"LINESTRING (117.1858815 34.2649081, 117.1858821 34.2648452, 117.1859102 34.264061)",,
459306879,3,淮海西路,primary,,True,False,9.579,"LINESTRING (117.1798661 34.264815, 117.1799703 34.2648174)",,
452365271,3,中山南路,primary,60,True,False,293.595,"LINESTRING (117.1798661 34.264815, 117.1798713 34.264671, 117.1799033 34.2637762, 117.1799566 34.2621757)",yes,
450517360,3,中山北路,primary,60,True,False,11.925,"LINESTRING (117.1799703 34.2648174, 117.1799664 34.2649246)",,
450517361,3,淮海东路,primary,,True,False,201.518,"LINESTRING (117.1799703 34.2648174, 117.1801927 34.2648208, 117.1807395 34.2648293, 117.1819547 34.2648481, 117.1821628 34.2648513)",,
456888403,4,解放北路,secondary,60,False,False,132.445,"LINESTRING (117.1858865 34.2664449, 117.1858913 34.267636)",,
"[456888402, 456888403]",4,解放北路,secondary,60,False,True,157.79700000000003,"LINESTRING (117.1858865 34.2664449, 117.1858858 34.2662721, 117.1858847 34.2651103, 117.1858846 34.2650258)",,
136208345,2,富国街,residential,,False,False,248.334,"LINESTRING (117.1770834 34.2673944, 117.1781591 34.267473, 117.1781999 34.267475, 117.1788566 34.2675065, 117.1796092 34.2675427, 117.1797791 34.2675392)",,
320910025,,福顺路,residential,,False,False,284.24699999999996,"LINESTRING (117.1770834 34.2673944, 117.177157 34.2665569, 117.1771864 34.2661481, 117.1772089 34.2658359, 117.1772281 34.2655683, 117.1773093 34.2655316, 117.1773307 34.2650128, 117.1773349 34.2648822)",,
320910025,,福顺路,residential,,False,True,260.481,"LINESTRING (117.1770834 34.2673944, 117.1770302 34.268298, 117.1770128 34.2685843, 117.1769735 34.2690069, 117.176779 34.2693067, 117.1765577 34.269648)",,
136208345,2,富国街,residential,,False,False,11.601,"LINESTRING (117.1798865 34.2675299, 117.1800117 34.2675165)",,
136208345,2,富国街,residential,,False,True,9.923,"LINESTRING (117.1798865 34.2675299, 117.1797791 34.2675392)",,
136208341,4,中山北路,primary,60,True,False,97.141,"LINESTRING (117.1798865 34.2675299, 117.1798825 34.2676465, 117.1798544 34.2684031)",,
136208363,2,河清路,tertiary,,True,False,185.646,"LINESTRING (117.1820312 34.2675612, 117.1817531 34.2675537, 117.1800117 34.2675165)",,
136210132,4,彭城路,tertiary,50,False,True,102.749,"LINESTRING (117.1823206 34.2621093, 117.1822675 34.2630323)",,
