osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,tunnel
1232871426,True,虹梅南路,primary,False,12.965,,,,"LINESTRING (121.4513019 31.0402745, 121.4513432 31.0401634)",
1232871425,True,剑川路,primary,False,382.966,2,S323,60,"LINESTRING (121.4513019 31.0402745, 121.4511142 31.0402182, 121.4504671 31.0400056, 121.4492895 31.0396303, 121.4485033 31.0393775, 121.4475375 31.0390669)",
130799676,True,剑川路,primary,False,317.05,2,,60,"LINESTRING (121.4482253 31.0391669, 121.4493324 31.0395214, 121.4502686 31.0398263, 121.451139 31.0401009, 121.4513432 31.0401634)",
131648496,False,,residential,True,298.586,,,,"LINESTRING (121.4482253 31.0391669, 121.4482744 31.0390428, 121.4483432 31.0389044, 121.4484669 31.0386776, 121.4486285 31.0383565, 121.448766 31.0379441, 121.4487851 31.0378647, 121.4488681 31.037519, 121.4489104 31.0373432, 121.448962 31.0369485, 121.4489963 31.0366746, 121.448994 31.0365859)",
1232871428,True,剑川路,primary,False,7.15,2,,60,"LINESTRING (121.4513432 31.0401634, 121.4514122 31.0401887)",
1232871429,True,虹梅南路,primary,False,26.753,,,,"LINESTRING (121.4513432 31.0401634, 121.4514339 31.0399357)",
131648524,False,,residential,False,54.545,,,,"LINESTRING (121.4552551 31.0415105, 121.455458 31.0410518)",
509204982,False,剑川路,primary,True,113.026,2,S323,60,"LINESTRING (121.4552551 31.0415105, 121.4552011 31.0414931, 121.4541476 31.0411461)",
213036411,False,尚义路,residential,True,168.545,,,,"LINESTRING (121.4467747 31.0425625, 121.4465816 31.0440692)",
213036411,False,尚义路,residential,False,395.594,,,,"LINESTRING (121.4467747 31.0425625, 121.4470872 31.0413813, 121.4471095 31.0412971, 121.4475375 31.0390669)",
296170438,False,永德路,tertiary,False,335.66700000000003,,,,"LINESTRING (121.4467747 31.0425625, 121.4473803 31.0425676, 121.447965 31.0426111, 121.4487406 31.0427414, 121.4498026 31.0429408, 121.4499471 31.0429714, 121.4502426 31.0430339)",
296170438,False,永德路,tertiary,True,33.131,,,,"LINESTRING (121.4505771 31.0431154, 121.4502426 31.0430339)",
296170438,False,永德路,tertiary,False,248.178,,,,"LINESTRING (121.4505771 31.0431154, 121.4506979 31.0431396, 121.4507886 31.0431577, 121.4531138 31.0436232)",
296170438,False,永德路,tertiary,False,33.131,,,,"LINESTRING (121.4502426 31.0430339, 121.4505771 31.0431154)",
296170438,False,永德路,tertiary,True,335.667,,,,"LINESTRING (121.4502426 31.0430339, 121.4499471 31.0429714, 121.4498026 31.0429408, 121.4487406 31.0427414, 121.447965 31.0426111, 121.4473803 31.0425676, 121.4467747 31.0425625)",
424752991,True,虹梅南路,primary,False,323.003,,,,"LINESTRING (121.4502426 31.0430339, 121.4503157 31.0428434, 121.4513019 31.0402745)",
296170438,False,永德路,tertiary,False,270.599,,,,"LINESTRING (121.4531138 31.0436232, 121.453234 31.0436484, 121.4556728 31.04416, 121.455873 31.0442008)",
296170438,False,永德路,tertiary,True,248.17799999999997,,,,"LINESTRING (121.4531138 31.0436232, 121.4507886 31.0431577, 121.4506979 31.0431396, 121.4505771 31.0431154)",
998950824,False,,residential,False,105.25200000000001,,,,"LINESTRING (121.4531138 31.0436232, 121.4532329 31.0432187, 121.4532329 31.0430027, 121.4533832 31.042717)",
296170438,False,永德路,tertiary,True,270.599,,,,"LINESTRING (121.455873 31.0442008, 121.4556728 31.04416, 121.453234 31.0436484, 121.4531138 31.0436232)",
130799676,True,剑川路,primary,False,66.94,2,,60,"LINESTRING (121.4475548 31.038987, 121.4482253 31.0391669)",
213036411,False,尚义路,residential,True,9.036,,,,"LINESTRING (121.4475548 31.038987, 121.4475375 31.0390669)",
131648496,False,,residential,False,298.586,,,,"LINESTRING (121.448994 31.0365859, 121.4489963 31.0366746, 121.448962 31.0369485, 121.4489104 31.0373432, 121.4488681 31.037519, 121.4487851 31.0378647, 121.448766 31.0379441, 121.4486285 31.0383565, 121.4484669 31.0386776, 121.4483432 31.0389044, 121.4482744 31.0390428, 121.4482253 31.0391669)",
131648524,False,,residential,True,30.299,,,,"LINESTRING (121.4555707 31.040797, 121.455458 31.0410518)",
294712346,False,,residential,False,103.371,,,,"LINESTRING (121.4555707 31.040797, 121.4545523 31.0404763)",
294712346,False,,residential,False,90.648,,,,"LINESTRING (121.4534949 31.0400587, 121.4525888 31.03981)",
294712346,False,,residential,True,111.124,,,,"LINESTRING (121.4534949 31.0400587, 121.4541602 31.0403528, 121.4545523 31.0404763)",
294712347,False,,residential,False,192.13799999999998,,,,"LINESTRING (121.4534949 31.0400587, 121.4533816 31.0398585, 121.4533391 31.0397372, 121.453325 31.0395674, 121.4533462 31.0394158, 121.4534453 31.0392581, 121.4535798 31.0390701, 121.4536506 31.0388639, 121.453778 31.0384363)",
294712346,False,,residential,True,90.648,,,,"LINESTRING (121.4525888 31.03981, 121.4534949 31.0400587)",
294712348,False,,residential,True,99.795,,,,"LINESTRING (121.453778 31.0384363, 121.4527665 31.0382032)",
294712347,False,,residential,True,192.138,,,,"LINESTRING (121.453778 31.0384363, 121.4536506 31.0388639, 121.4535798 31.0390701, 121.4534453 31.0392581, 121.4533462 31.0394158, 121.453325 31.0395674, 121.4533391 31.0397372, 121.4533816 31.0398585, 121.4534949 31.0400587)",
294712348,False,,residential,False,147.221,,,,"LINESTRING (121.453778 31.0384363, 121.4543933 31.0384989, 121.4553176 31.0385411)",
294712348,False,,residential,False,99.795,,,,"LINESTRING (121.4527665 31.0382032, 121.453778 31.0384363)",
294712348,False,,residential,False,62.278,,,,"LINESTRING (121.4553176 31.0385411, 121.4559708 31.0385623)",
