osmid,highway,oneway,reversed,length,ref,name,maxspeed,bridge,geometry
203847706,secondary,False,True,298.503,,,,,"LINESTRING (117.94922 33.899853, 117.9491275 33.8971696)"
"[295166753, 464269796, 464269798]",primary,False,False,284.854,S325,泗睢线,80,yes,"LINESTRING (117.94922 33.899853, 117.9489565 33.8998149, 117.9488145 33.8998013, 117.9485022 33.8997707, 117.9483569 33.8997606, 117.9477987 33.8997415, 117.9461423 33.8997793)"
203847706,secondary,False,False,268.182,,,,,"LINESTRING (117.9493478 33.8941806, 117.9491343 33.8965859)"
203847706,secondary,False,True,191.251,,,,,"LINESTRING (117.9493478 33.8941806, 117.949534 33.8924676)"
295167263,tertiary,False,False,53.899,,,,,"LINESTRING (117.9493478 33.8941806, 117.9499317 33.8941736)"
"[834532656, 834532657, 295167263]",tertiary,False,True,57.706,,,,yes,"LINESTRING (117.9493478 33.8941806, 117.9490498 33.8941747, 117.9487641 33.8941675, 117.9487229 33.8941653)"
295167258,tertiary,False,True,146.17,,,,,"LINESTRING (117.9401678 33.8973548, 117.9417463 33.8972483)"
295167265,secondary,False,False,89.606,,,,,"LINESTRING (117.9401678 33.8973548, 117.9402638 33.8965529)"
295167265,secondary,False,True,282.569,,,,,"LINESTRING (117.9401678 33.8973548, 117.9399739 33.8998909)"
295167265,secondary,False,False,282.569,,,,,"LINESTRING (117.9399739 33.8998909, 117.9401678 33.8973548)"
"[464269803, 464269796, 834175989]",primary,False,True,235.62300000000002,S325,泗睢线,80,yes,"LINESTRING (117.9399739 33.8998909, 117.9420564 33.8998565, 117.9423471 33.8998521, 117.9425264 33.8998499)"
203847706,secondary,False,True,268.182,,,,,"LINESTRING (117.9491343 33.8965859, 117.9493478 33.8941806)"
203847706,secondary,False,False,64.95,,,,,"LINESTRING (117.9491343 33.8965859, 117.9491194 33.8968053, 117.9491275 33.8971696)"
464269822,tertiary,False,False,23.185,,,,,"LINESTRING (117.9487229 33.8941653, 117.948697 33.8943727)"
464269822,tertiary,False,True,474.90000000000003,,,,,"LINESTRING (117.9487229 33.8941653, 117.9487876 33.893612, 117.9484841 33.8932468, 117.947991 33.8929067, 117.9473612 33.8926463, 117.946963 33.8924817, 117.9463242 33.8922759, 117.9462006 33.8922361, 117.9454306 33.8920251, 117.9449098 33.891988)"
"[834532656, 834532657, 295167263]",tertiary,False,False,57.706,,,,yes,"LINESTRING (117.9487229 33.8941653, 117.9487641 33.8941675, 117.9490498 33.8941747, 117.9493478 33.8941806)"
464269720,tertiary,False,True,142.925,,,,,"LINESTRING (117.9443911 33.8971778, 117.9459396 33.8971676)"
834537059,tertiary,False,False,8.467,,,,,"LINESTRING (117.9443911 33.8971778, 117.9442994 33.8971801)"
966770919,secondary,False,True,239.643,,,,,"LINESTRING (117.9443911 33.8971778, 117.9444109 33.8950227)"
464269808,secondary,True,False,294.007,,,,,"LINESTRING (117.9443911 33.8971778, 117.9443521 33.8983968, 117.9443152 33.8998211)"
464269796,primary,False,False,7.339,S325,泗睢线,80,,"LINESTRING (117.9443152 33.8998211, 117.9442357 33.8998224)"
464269796,primary,False,True,59.459,S325,泗睢线,80,,"LINESTRING (117.9443152 33.8998211, 117.9449592 33.8998064)"
464269808,secondary,True,False,96.265,,,,,"LINESTRING (117.9443152 33.8998211, 117.944307 33.9006868)"
464269722,residential,False,True,148.861,,,,,"LINESTRING (117.948028 33.899057, 117.9479918 33.8977186)"
464269722,residential,False,False,59.981,,,,,"LINESTRING (117.9480811 33.8971843, 117.9479918 33.8977186)"
464269724,tertiary,False,False,197.661,,,,,"LINESTRING (117.9480811 33.8971843, 117.9459396 33.8971676)"
464269724,tertiary,False,True,15.839,,,,,"LINESTRING (117.9480811 33.8971843, 117.9482527 33.8971857)"
464269720,tertiary,False,False,142.925,,,,,"LINESTRING (117.9459396 33.8971676, 117.9443911 33.8971778)"
464269724,tertiary,False,True,197.661,,,,,"LINESTRING (117.9459396 33.8971676, 117.9480811 33.8971843)"
464269767,residential,False,True,67.128,,,,,"LINESTRING (117.9459396 33.8971676, 117.9460282 33.8977668)"
464269722,residential,False,False,148.861,,,,,"LINESTRING (117.9479918 33.8977186, 117.948028 33.899057)"
464269722,residential,False,True,59.981,,,,,"LINESTRING (117.9479918 33.8977186, 117.9480811 33.8971843)"
464269725,residential,False,True,181.311,,,,,"LINESTRING (117.9479918 33.8977186, 117.9460282 33.8977668)"
464269725,residential,False,False,181.311,,,,,"LINESTRING (117.9460282 33.8977668, 117.9479918 33.8977186)"
464269767,residential,False,False,67.128,,,,,"LINESTRING (117.9460282 33.8977668, 117.9459396 33.8971676)"
464269767,residential,False,True,55.793,,,,,"LINESTRING (117.9460282 33.8977668, 117.9460566 33.898268)"
464269727,unclassified,False,True,98.904,,,,,"LINESTRING (117.9457611 33.9006761, 117.9457991 33.8997872)"
464269727,unclassified,False,False,98.904,,,,,"LINESTRING (117.9457991 33.8997872, 117.9457611 33.9006761)"
464269796,primary,False,False,77.547,S325,泗睢线,80,,"LINESTRING (117.9457991 33.8997872, 117.9449592 33.8998064)"
464269796,primary,False,True,31.687,S325,泗睢线,80,,"LINESTRING (117.9457991 33.8997872, 117.9461423 33.8997793)"
834537059,tertiary,False,True,186.961,,,,,"LINESTRING (117.9422747 33.897232, 117.9442994 33.8971801)"
464269749,residential,False,False,659.675,,,,,"LINESTRING (117.9422747 33.897232, 117.9421282 33.8950483, 117.9422191 33.894797, 117.9425517 33.8941247, 117.9432866 33.8926552, 117.9434422 33.8925172, 117.9437197 33.8923242, 117.9440377 33.892103, 117.944204 33.8920229, 117.9443928 33.8919527)"
"[295167258, 834537058, 834537059]",tertiary,False,False,48.807,,,,yes,"LINESTRING (117.9422747 33.897232, 117.9422295 33.8972349, 117.9418266 33.897246, 117.9417463 33.8972483)"
464269751,residential,False,True,222.93,,,,,"LINESTRING (117.9423312 33.8978598, 117.9424261 33.8981841, 117.9425209 33.8989996, 117.9424943 33.8992578, 117.9425264 33.8998499)"
464269753,residential,False,True,94.305,,,,,"LINESTRING (117.9433061 33.8989901, 117.9433061 33.8995254, 117.9433417 33.8998368)"
464269754,residential,False,True,95.652,,,,,"LINESTRING (117.9433417 33.8998368, 117.9433651 33.9006968)"
464269796,primary,False,False,75.261,S325,泗睢线,80,,"LINESTRING (117.9433417 33.8998368, 117.9425264 33.8998499)"
464269796,primary,False,True,82.526,S325,泗睢线,80,,"LINESTRING (117.9433417 33.8998368, 117.9442357 33.8998224)"
464269753,residential,False,False,94.305,,,,,"LINESTRING (117.9433417 33.8998368, 117.9433061 33.8995254, 117.9433061 33.8989901)"
464269754,residential,False,False,95.652,,,,,"LINESTRING (117.9433651 33.9006968, 117.9433417 33.8998368)"
464269756,residential,False,False,74.56,,,,,"LINESTRING (117.9433651 33.9006968, 117.9425573 33.9007054)"
464269756,residential,False,True,79.137,,,,,"LINESTRING (117.9433651 33.9006968, 117.9442225 33.9006884)"
464269756,residential,False,True,74.56,,,,,"LINESTRING (117.9425573 33.9007054, 117.9433651 33.9006968)"
464269759,residential,False,True,95.17,,,,,"LINESTRING (117.9425573 33.9007054, 117.9425264 33.8998499)"
464269756,residential,False,False,7.801,,,,,"LINESTRING (117.944307 33.9006868, 117.9442225 33.9006884)"
464269759,residential,False,False,95.17,,,,,"LINESTRING (117.9425264 33.8998499, 117.9425573 33.9007054)"
