osmid,bridge,highway,oneway,reversed,length,name,geometry
295959444,yes,tertiary,False,False,19.733,,"LINESTRING (116.4711616 31.7427855, 116.4709926 31.7428896)"
295959444,yes,tertiary,False,True,19.733,,"LINESTRING (116.4709926 31.7428896, 116.4711616 31.7427855)"
295959447,yes,tertiary,False,False,14.632,,"LINESTRING (116.4709774 31.7427782, 116.4710986 31.7426964)"
295959447,yes,tertiary,False,True,14.632,,"LINESTRING (116.4710986 31.7426964, 116.4709774 31.7427782)"
295959448,,tertiary,True,False,153.548,齐云路,"LINESTRING (116.4710986 31.7426964, 116.4717423 31.742341, 116.4721602 31.7421313, 116.4724904 31.7419873)"
295961322,,residential,False,False,230.62,,"LINESTRING (116.4760385 31.7415446, 116.4760643 31.7394707)"
295961323,,residential,False,False,171.715,,"LINESTRING (116.4751824 31.7364044, 116.4735266 31.7370382)"
295961322,,residential,False,True,348.75600000000003,,"LINESTRING (116.4751824 31.7364044, 116.4758849 31.7377814, 116.4760769 31.7385409, 116.4760653 31.7393994)"
295961323,,residential,False,False,269.178,,"LINESTRING (116.4735266 31.7370382, 116.4709395 31.7380477)"
295961323,,residential,False,True,171.715,,"LINESTRING (116.4735266 31.7370382, 116.4751824 31.7364044)"
295961322,,residential,False,True,7.929,,"LINESTRING (116.4760653 31.7393994, 116.4760643 31.7394707)"
295961322,,residential,False,False,348.756,,"LINESTRING (116.4760653 31.7393994, 116.4760769 31.7385409, 116.4758849 31.7377814, 116.4751824 31.7364044)"
295961322,,residential,False,False,7.929,,"LINESTRING (116.4760643 31.7394707, 116.4760653 31.7393994)"
295961322,,residential,False,True,230.62,,"LINESTRING (116.4760643 31.7394707, 116.4760385 31.7415446)"
200190141,,secondary,True,False,417.524,龙河路,"LINESTRING (116.4760643 31.7394707, 116.4757986 31.7394714, 116.474678 31.7395344, 116.4738142 31.7395974, 116.4733354 31.7396981, 116.4720371 31.7400717, 116.4717633 31.7401665)"
427552329,,tertiary,True,False,7.403,平桥路,"LINESTRING (116.4716469 31.7402068, 116.4716329 31.7401413)"
295961323,,residential,False,True,15.223,,"LINESTRING (116.4707932 31.7381048, 116.4709395 31.7380477)"
295961323,,residential,False,False,15.223,,"LINESTRING (116.4709395 31.7380477, 116.4707932 31.7381048)"
295961323,,residential,False,True,269.178,,"LINESTRING (116.4709395 31.7380477, 116.4735266 31.7370382)"
427552330,,tertiary,True,False,241.03,平桥路,"LINESTRING (116.4709395 31.7380477, 116.4717384 31.7401061)"
427552330,,tertiary,True,False,7.117,平桥路,"LINESTRING (116.4717384 31.7401061, 116.4717633 31.7401665)"
295959976,,secondary,True,False,420.396,龙河路,"LINESTRING (116.4717384 31.7401061, 116.4728109 31.7397487, 116.4734872 31.7395765, 116.4739709 31.7395304, 116.4750224 31.7394464, 116.4757875 31.7394002, 116.4760653 31.7393994)"
427552330,,tertiary,True,False,9.951,平桥路,"LINESTRING (116.4725662 31.7419778, 116.4726566 31.7420236)"
295959448,,tertiary,True,False,333.968,齐云路,"LINESTRING (116.4725662 31.7419778, 116.4736273 31.7417083, 116.4748102 31.741559, 116.4760385 31.7415446)"
427552329,,tertiary,True,False,9.929,平桥路,"LINESTRING (116.4725222 31.7420724, 116.4724904 31.7419873)"
200190225,,tertiary,True,False,151.46,齐云路,"LINESTRING (116.4725222 31.7420724, 116.4721119 31.7422401, 116.4711616 31.7427855)"
295959448,,tertiary,True,False,7.245,齐云路,"LINESTRING (116.4724904 31.7419873, 116.4725662 31.7419778)"
427552329,,tertiary,True,False,213.447,平桥路,"LINESTRING (116.4724904 31.7419873, 116.4716469 31.7402068)"
200190225,,tertiary,True,False,13.819,齐云路,"LINESTRING (116.4726566 31.7420236, 116.4725222 31.7420724)"
295959976,,secondary,True,False,10.717,龙河路,"LINESTRING (116.4716329 31.7401413, 116.4717384 31.7401061)"
427552329,,tertiary,True,False,239.968,平桥路,"LINESTRING (116.4716329 31.7401413, 116.4707932 31.7381048)"
200190141,,secondary,True,False,11.885,龙河路,"LINESTRING (116.4717633 31.7401665, 116.4716469 31.7402068)"
427552330,,tertiary,True,False,215.249,平桥路,"LINESTRING (116.4717633 31.7401665, 116.4722112 31.7411968, 116.4725662 31.7419778)"
