osmid,oneway,lanes,highway,reversed,length,ref,name,geometry
134572161,True,2,tertiary,False,11.691,,,"LINESTRING (116.2911189 37.4499457, 116.2909865 37.4499483)"
228187375,True,3,trunk,False,230.843,G105,解放中大道,"LINESTRING (116.2911189 37.4499457, 116.2910812 37.4520215)"
61413849,True,2,tertiary,False,420.934,,,"LINESTRING (116.2989939 37.4496539, 116.2942314 37.4498416)"
134572152,False,,residential,False,255.519,,新湖北大街,"LINESTRING (116.2989939 37.4496539, 116.2988635 37.4519495)"
134572152,False,,residential,True,7.516,,新湖北大街,"LINESTRING (116.2989939 37.4496539, 116.2989894 37.4495864)"
61413849,True,2,tertiary,False,275.003,,,"LINESTRING (116.2942314 37.4498416, 116.2911189 37.4499457)"
134572151,False,,residential,False,240.151,,地安街,"LINESTRING (116.2942314 37.4498416, 116.2943068 37.4520005)"
134572150,False,,residential,False,229.129,,新湖北大街,"LINESTRING (116.2988581 37.4520453, 116.2989604 37.4541043)"
134572152,False,,residential,True,10.663,,新湖北大街,"LINESTRING (116.2988581 37.4520453, 116.2988635 37.4519495)"
134572158,True,2,tertiary,False,401.49,,三八西路,"LINESTRING (116.2988581 37.4520453, 116.2943105 37.4521063)"
441720394,False,,residential,False,10.705,,和平街,"LINESTRING (116.2888477 37.4521195, 116.2888524 37.4520233)"
134572158,True,2,tertiary,False,11.696,,三八西路,"LINESTRING (116.2910795 37.4521162, 116.290947 37.4521164)"
134572151,False,,residential,True,11.769,,地安街,"LINESTRING (116.2943105 37.4521063, 116.2943068 37.4520005)"
134572158,True,2,tertiary,False,285.214,,三八西路,"LINESTRING (116.2943105 37.4521063, 116.2910795 37.4521162)"
426097507,True,2,tertiary,False,234.375,,,"LINESTRING (116.2883336 37.4499272, 116.2909878 37.4498747)"
426097519,False,,residential,False,8.158,,马市街,"LINESTRING (116.2883336 37.4499272, 116.2883415 37.4500003)"
426097519,False,,residential,True,246.1,,马市街,"LINESTRING (116.2883336 37.4499272, 116.2882194 37.448211, 116.2882049 37.4477165)"
228187375,True,3,trunk,False,8.185,G105,解放中大道,"LINESTRING (116.2911202 37.4498721, 116.2911189 37.4499457)"
426097507,True,2,tertiary,False,695.3979999999999,,,"LINESTRING (116.2911202 37.4498721, 116.2942275 37.4497741, 116.2989894 37.4495864)"
134572152,False,,residential,False,7.516,,新湖北大街,"LINESTRING (116.2989894 37.4495864, 116.2989939 37.4496539)"
426097519,False,,residential,True,8.158,,马市街,"LINESTRING (116.2883415 37.4500003, 116.2883336 37.4499272)"
134572161,True,2,tertiary,False,233.562,,,"LINESTRING (116.2909865 37.4499483, 116.2883415 37.4500003)"
426104883,True,3,trunk,False,8.185,,解放中大道,"LINESTRING (116.2909865 37.4499483, 116.2909878 37.4498747)"
134572158,True,2,tertiary,False,185.313,,三八西路,"LINESTRING (116.290947 37.4521164, 116.2888477 37.4521195)"
426104883,True,3,trunk,False,11.443,,解放中大道,"LINESTRING (116.290947 37.4521164, 116.2909489 37.4520135)"
426097507,True,2,tertiary,False,11.691,,,"LINESTRING (116.2909878 37.4498747, 116.2911202 37.4498721)"
426104883,True,3,trunk,False,247.524,,解放中大道,"LINESTRING (116.2909878 37.4498747, 116.2910364 37.447649)"
134572152,False,,residential,False,10.663,,新湖北大街,"LINESTRING (116.2988635 37.4519495, 116.2988581 37.4520453)"
