osmid,oneway,lanes,highway,reversed,length,ref,name,geometry
134572152,False,,residential,True,255.519,,新湖北大街,"LINESTRING (116.2988635 37.4519495, 116.2989939 37.4496539)"
134572151,False,,residential,False,11.769,,地安街,"LINESTRING (116.2943068 37.4520005, 116.2943105 37.4521063)"
134572151,False,,residential,True,240.151,,地安街,"LINESTRING (116.2943068 37.4520005, 116.2942314 37.4498416)"
426104880,True,2,tertiary,False,402.277,,三八西路,"LINESTRING (116.2943068 37.4520005, 116.2988635 37.4519495)"
426104880,True,2,tertiary,False,11.712,,三八西路,"LINESTRING (116.2909489 37.4520135, 116.2910812 37.4520215)"
426104883,True,3,trunk,False,229.664,,解放中大道,"LINESTRING (116.2909489 37.4520135, 116.2909865 37.4499483)"
228187375,True,3,trunk,False,10.531,G105,解放中大道,"LINESTRING (116.2910812 37.4520215, 116.2910795 37.4521162)"
426104880,True,2,tertiary,False,284.745,,三八西路,"LINESTRING (116.2910812 37.4520215, 116.2943068 37.4520005)"
426104880,True,2,tertiary,False,185.069,,三八西路,"LINESTRING (116.2888524 37.4520233, 116.2909489 37.4520135)"
441720394,False,,residential,True,10.705,,和平街,"LINESTRING (116.2888524 37.4520233, 116.2888477 37.4521195)"
636594009,False,,residential,False,12.315,,,"LINESTRING (116.2910364 37.447649, 116.2911739 37.4476303)"
636594009,False,,residential,True,250.074,,,"LINESTRING (116.2910364 37.447649, 116.2882049 37.4477165)"
636594009,False,,residential,False,250.074,,,"LINESTRING (116.2882049 37.4477165, 116.2910364 37.447649)"
426097519,False,,residential,False,246.1,,马市街,"LINESTRING (116.2882049 37.4477165, 116.2882194 37.448211, 116.2883336 37.4499272)"
228187375,True,3,trunk,False,249.322,G105,解放中大道,"LINESTRING (116.2911739 37.4476303, 116.2911202 37.4498721)"
636594009,False,,residential,True,12.315,,,"LINESTRING (116.2911739 37.4476303, 116.2910364 37.447649)"
636594009,False,,residential,False,388.37199999999996,,,"LINESTRING (116.2911739 37.4476303, 116.2941123 37.4474438, 116.295551 37.4472905)"
636594009,False,,residential,True,388.37199999999996,,,"LINESTRING (116.295551 37.4472905, 116.2941123 37.4474438, 116.2911739 37.4476303)"
134572150,False,,residential,True,229.129,,新湖北大街,"LINESTRING (116.2989604 37.4541043, 116.2988581 37.4520453)"
