osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name
24157061,3,secondary,80,roundabout,True,False,41.027,"LINESTRING (54.3729276 24.4500622, 54.3729068 24.4501525, 54.3728596 24.4502341, 54.3727894 24.4503007, 54.3727019 24.4503471)",,
"[638548220, 24157239]",3,secondary,80,,True,False,587.268,"LINESTRING (54.3729276 24.4500622, 54.3729789 24.4501939, 54.3730436 24.4502686, 54.3747149 24.4516047, 54.3748117 24.4516846, 54.375063 24.4518921, 54.3756824 24.4523927, 54.3769649 24.4534377, 54.3770485 24.4534927, 54.3771375 24.4535323, 54.3772312 24.4535578)",15,شارع محمد بن خليفة
24157061,3,secondary,80,roundabout,True,False,24.412,"LINESTRING (54.3727019 24.4503471, 54.3726246 24.4503671, 54.3725443 24.4503712, 54.372465 24.4503592)",,
24157062,3,secondary,80,roundabout,True,False,10.36,"LINESTRING (54.3775003 24.4541457, 54.3773992 24.4541602)",,
24157062,3,secondary,80,roundabout,True,False,41.322,"LINESTRING (54.3773992 24.4541602, 54.3772981 24.4541476, 54.3772052 24.4541091, 54.3771284 24.4540479, 54.3770742 24.4539692)",,
473176591,3,secondary,80,,True,False,90.29599999999999,"LINESTRING (54.3773992 24.4541602, 54.3773003 24.4541811, 54.3772289 24.4542068, 54.3771608 24.4542535, 54.3767369 24.4546759)",14,شارع الكرامة
24157062,3,secondary,80,roundabout,True,False,33.327,"LINESTRING (54.377048 24.453795, 54.3770803 24.4536995, 54.3771435 24.4536178, 54.3772312 24.4535578)",,
24157240,3,secondary,80,,True,False,348.501,"LINESTRING (54.377048 24.453795, 54.3769992 24.4536874, 54.3769427 24.4536129, 54.3768686 24.4535476, 54.3761012 24.4529391, 54.3747043 24.4518026, 54.3746059 24.4517226, 54.3745355 24.4516725)",15,شارع محمد بن خليفة
24157062,3,secondary,80,roundabout,True,False,47.135000000000005,"LINESTRING (54.3774383 24.453523, 54.3775499 24.4535531, 54.3776446 24.4536147, 54.377712 24.4537012, 54.3777446 24.4538029)",,
24177414,3,secondary,80,,True,False,249.103,"LINESTRING (54.3774383 24.453523, 54.3775714 24.4534319, 54.3776922 24.4533259, 54.378866 24.4520734, 54.3789491 24.4519048, 54.3789805 24.451804)",14,شارع الكرامة
24157062,3,secondary,80,roundabout,True,False,12.898,"LINESTRING (54.3777446 24.4538029, 54.3777469 24.4538316, 54.3777365 24.4539183)",,
24157062,3,secondary,80,roundabout,True,False,36.189,"LINESTRING (54.3777365 24.4539183, 54.3776883 24.4540175, 54.3776064 24.4540964, 54.3775003 24.4541457)",,
24157258,3,secondary,80,,True,False,378.065,"LINESTRING (54.3777365 24.4539183, 54.3778075 24.4540279, 54.377882 24.4541116, 54.3794375 24.4553573, 54.3798397 24.4556794, 54.3804901 24.4562047)",15,شارع محمد بن خليفة
24157062,3,secondary,80,roundabout,True,False,19.742,"LINESTRING (54.3770742 24.4539692, 54.3770477 24.4538838, 54.377048 24.453795)",,
415113198,4,primary,80,,True,False,11.743,"LINESTRING (54.3822489 24.457827, 54.3823216 24.4577447)",18,شارع الشيخ راشد بن سعيد
415113200,3,secondary,80,,True,False,50.736999999999995,"LINESTRING (54.3822489 24.457827, 54.3821532 24.4577539, 54.3818739 24.4575243)",15,شارع محمد بن خليفة
24157061,3,secondary,80,roundabout,True,False,10.528,"LINESTRING (54.3729196 24.4499678, 54.3729276 24.4500622)",,
24177410,3,secondary,80,roundabout,True,False,60.986000000000004,"LINESTRING (54.3789805 24.451804, 54.3789885 24.4517201, 54.3790202 24.4516409, 54.3790816 24.4515641, 54.379165 24.451507, 54.3792631 24.4514746, 54.3793673 24.4514698)",,
683982783,3,secondary,80,roundabout,True,False,53.318,"LINESTRING (54.3796858 24.4517988, 54.3796724 24.4518778, 54.379638 24.4519513, 54.3795847 24.4520148, 54.3795158 24.4520643, 54.3794356 24.4520969, 54.3793491 24.4521104)",,
683982785,3,secondary,80,roundabout,True,False,53.471,"LINESTRING (54.3793673 24.4514698, 54.3794697 24.4514933, 54.3795599 24.4515434, 54.3796298 24.4516156, 54.379673 24.4517033, 54.3796858 24.4517988)",,
24157240,3,secondary,80,,True,False,227.699,"LINESTRING (54.3744446 24.4516016, 54.3729233 24.4503922, 54.3728319 24.4503569, 54.3727019 24.4503471)",15,شارع محمد بن خليفة
24177915,,residential,40,,False,False,73.208,"LINESTRING (54.3737049 24.4524526, 54.374184 24.4519594)",,شارع الصَّاحِب
24177915,,residential,40,,False,True,56.704,"LINESTRING (54.3737049 24.4524526, 54.3733273 24.4528293)",,شارع الصَّاحِب
24177916,,residential,40,,False,False,97.272,"LINESTRING (54.3737049 24.4524526, 54.3744187 24.4530383)",,شارع الفخامة
24177916,,residential,40,,False,True,65.588,"LINESTRING (54.3737049 24.4524526, 54.3732185 24.4520629)",,شارع الفخامة
24177916,,residential,40,,False,True,26.26,"LINESTRING (54.3764065 24.4546095, 54.3762063 24.4544593)",,شارع الفخامة
479346564,,residential,40,,True,False,13.58,"LINESTRING (54.3764065 24.4546095, 54.37654 24.4546216)",,شارع الفخامة
473176588,3,secondary,80,,True,False,75.946,"LINESTRING (54.3746102 24.4566592, 54.3750848 24.4561302)",14,شارع الكرامة
473176588,3,secondary,80,,True,False,16.72,"LINESTRING (54.3750848 24.4561302, 54.3751955 24.4560186)",14,شارع الكرامة
479346561,,residential,40,,True,False,15.742,"LINESTRING (54.3750848 24.4561302, 54.3750657 24.4559897)",,شارع النَبْض
24177918,,residential,40,,False,False,20.968,"LINESTRING (54.3749084 24.455867, 54.3750657 24.4559897)",,شارع النَبْض
24177927,,residential,40,,False,True,204.353,"LINESTRING (54.3749084 24.455867, 54.3762063 24.4544593)",,شارع بر الأمان
24177918,,residential,40,,False,True,98.75699999999999,"LINESTRING (54.3749084 24.455867, 54.3743048 24.4553957, 54.3741678 24.4552888)",,شارع النَبْض
24177916,,residential,40,,False,False,26.26,"LINESTRING (54.3762063 24.4544593, 54.3764065 24.4546095)",,شارع الفخامة
24177916,,residential,40,,False,True,97.966,"LINESTRING (54.3762063 24.4544593, 54.3754623 24.4538958)",,شارع الفخامة
24177927,,residential,40,,False,False,204.353,"LINESTRING (54.3762063 24.4544593, 54.3749084 24.455867)",,شارع بر الأمان
24177927,,residential,40,,False,True,405.827,"LINESTRING (54.3762063 24.4544593, 54.3765697 24.4540801, 54.376639 24.4539599, 54.3765918 24.4538574, 54.3753762 24.4529204, 54.374184 24.4519594)",,شارع بر الأمان
24177920,,residential,40,,False,False,202.882,"LINESTRING (54.3741678 24.4552888, 54.3754623 24.4538958)",,شارع المُؤَيِد
24177918,,residential,40,,False,False,98.75699999999999,"LINESTRING (54.3741678 24.4552888, 54.3743048 24.4553957, 54.3749084 24.455867)",,شارع النَبْض
24177918,,residential,40,,False,True,97.739,"LINESTRING (54.3741678 24.4552888, 54.3739792 24.4551416, 54.3734348 24.4547166)",,شارع النَبْض
24177916,,residential,40,,False,False,97.966,"LINESTRING (54.3754623 24.4538958, 54.3762063 24.4544593)",,شارع الفخامة
24177916,,residential,40,,False,True,46.933,"LINESTRING (54.3754623 24.4538958, 54.3751181 24.453613)",,شارع الفخامة
24177920,,residential,40,,False,True,202.882,"LINESTRING (54.3754623 24.4538958, 54.3741678 24.4552888)",,شارع المُؤَيِد
24177916,,residential,40,,False,False,45.406,"LINESTRING (54.3744187 24.4530383, 54.3747517 24.4533119)",,شارع الفخامة
24177916,,residential,40,,False,True,97.272,"LINESTRING (54.3744187 24.4530383, 54.3737049 24.4524526)",,شارع الفخامة
24177921,,residential,,,False,False,206.495,"LINESTRING (54.3744187 24.4530383, 54.3730948 24.4544512)",,
24177918,,residential,40,,False,False,37.188,"LINESTRING (54.3730948 24.4544512, 54.3733737 24.4546689)",,شارع النَبْض
24177921,,residential,,,False,True,206.495,"LINESTRING (54.3730948 24.4544512, 54.3744187 24.4530383)",,
24177918,,residential,40,,False,False,8.147,"LINESTRING (54.3733737 24.4546689, 54.3734348 24.4547166)",,شارع النَبْض
24177918,,residential,40,,False,True,37.188,"LINESTRING (54.3733737 24.4546689, 54.3730948 24.4544512)",,شارع النَبْض
24177922,,residential,40,,False,False,90.24,"LINESTRING (54.3733737 24.4546689, 54.3727952 24.4552864)",,شارع العَطَاء
24177917,,residential,40,,False,False,102.359,"LINESTRING (54.3727952 24.4552864, 54.3735672 24.455881)",,شارع البَنَادِق
24177917,,residential,40,,False,True,37.877,"LINESTRING (54.3727952 24.4552864, 54.3725212 24.4550544)",,شارع البَنَادِق
24177922,,residential,40,,False,True,90.24,"LINESTRING (54.3727952 24.4552864, 54.3733737 24.4546689)",,شارع العَطَاء
24177917,,residential,40,,False,False,37.877,"LINESTRING (54.3725212 24.4550544, 54.3727952 24.4552864)",,شارع البَنَادِق
24177917,,residential,40,,False,False,24.802,"LINESTRING (54.3743116 24.4564889, 54.3744977 24.456634)",,شارع البَنَادِق
