osmid,ref,name,highway,oneway,reversed,length,bridge,maxspeed,geometry
"[114513086, 395907278, 114513087]",РБ04,"['кӯчаи Шоҳмансур', 'M41']",primary,False,False,105.203,yes,60,"LINESTRING (70.7880907 38.4571842, 70.7881648 38.4571291, 70.7883092 38.4569881, 70.7886982 38.4566612, 70.7888985 38.4564815)"
114513086,РБ04,кӯчаи Шоҳмансур,primary,False,True,494.13000000000005,,60,"LINESTRING (70.7903983 38.4522664, 70.7899178 38.454715, 70.7895545 38.4555973, 70.7894228 38.4559066, 70.789346 38.456055, 70.7892757 38.4561451, 70.7891422 38.4562617, 70.7888985 38.4564815)"
392551198,,,residential,False,False,89.98,,,"LINESTRING (70.7903983 38.4522664, 70.7900253 38.4520996, 70.7896263 38.451886, 70.7895205 38.4518409)"
392551198,,,residential,False,True,82.97800000000001,,,"LINESTRING (70.7888978 38.4521311, 70.7889359 38.4520616, 70.7889938 38.4519539, 70.7890402 38.4517983, 70.7893664 38.4517751, 70.7895205 38.4518409)"
114513086,РБ04,кӯчаи Шоҳмансур,primary,False,False,494.13,,60,"LINESTRING (70.7888985 38.4564815, 70.7891422 38.4562617, 70.7892757 38.4561451, 70.789346 38.456055, 70.7894228 38.4559066, 70.7895545 38.4555973, 70.7899178 38.454715, 70.7903983 38.4522664)"
"[395907278, 114513086, 114513087]",РБ04,"['кӯчаи Шоҳмансур', 'M41']",primary,False,True,105.203,yes,60,"LINESTRING (70.7888985 38.4564815, 70.7886982 38.4566612, 70.7883092 38.4569881, 70.7881648 38.4571291, 70.7880907 38.4571842)"
715091602,,,unclassified,False,False,270.17300000000006,,,"LINESTRING (70.7888985 38.4564815, 70.789302 38.4567914, 70.789597 38.4569845, 70.7896721 38.457054, 70.7897714 38.4571114, 70.7898201 38.4572173, 70.7898189 38.4573622, 70.7897701 38.4574606, 70.7897279 38.4576591, 70.7896775 38.4578563, 70.7897231 38.4580285, 70.7898384 38.4582323, 70.7898572 38.4583793, 70.7898107 38.4585622)"
715091602,,,unclassified,False,True,270.173,,,"LINESTRING (70.7898107 38.4585622, 70.7898572 38.4583793, 70.7898384 38.4582323, 70.7897231 38.4580285, 70.7896775 38.4578563, 70.7897279 38.4576591, 70.7897701 38.4574606, 70.7898189 38.4573622, 70.7898201 38.4572173, 70.7897714 38.4571114, 70.7896721 38.457054, 70.789597 38.4569845, 70.789302 38.4567914, 70.7888985 38.4564815)"
1080861065,,,residential,False,False,115.149,,,"LINESTRING (70.7899495 38.4509256, 70.7900085 38.4510599, 70.789979 38.4512783, 70.7899548 38.4513664, 70.7895205 38.4518409)"
392551198,,,residential,False,False,82.978,,,"LINESTRING (70.7895205 38.4518409, 70.7893664 38.4517751, 70.7890402 38.4517983, 70.7889938 38.4519539, 70.7889359 38.4520616, 70.7888978 38.4521311)"
392551198,,,residential,False,True,89.98,,,"LINESTRING (70.7895205 38.4518409, 70.7896263 38.451886, 70.7900253 38.4520996, 70.7903983 38.4522664)"
1080861065,,,residential,False,True,115.149,,,"LINESTRING (70.7895205 38.4518409, 70.7899548 38.4513664, 70.789979 38.4512783, 70.7900085 38.4510599, 70.7899495 38.4509256)"
