osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction
1024554580,False,2,6208,Vukovarska ulica,secondary,True,16.791,"LINESTRING (17.3729252 43.2042, 17.3729421 43.2040495)",,
93284173,False,,6201,Hercegovačka ulica,secondary,False,49.745999999999995,"LINESTRING (17.3729252 43.2042, 17.3729075 43.2042736, 17.3728652 43.2044089, 17.372808 43.2045224, 17.3727478 43.2046265)",,
145629128,False,,D62,Ulica Tina Ujevića,primary,False,208.04500000000002,"LINESTRING (17.3729252 43.2042, 17.3728046 43.2041963, 17.3722091 43.2041781, 17.3720625 43.2041723, 17.3716789 43.2041571, 17.3703614 43.2041102)",50,
710016941,False,2,D62,Šetalište Mate Raosa,primary,True,33.864,"LINESTRING (17.3729252 43.2042, 17.3731132 43.2042109, 17.3733417 43.2042241)",50,
"[1163815529, 1118420687]",False,3,6201,Hercegovačka ulica,secondary,True,176.36399999999998,"LINESTRING (17.3716426 43.2085626, 17.3717787 43.2084425, 17.3718868 43.2083234, 17.3719528 43.2082408, 17.3720017 43.2081488, 17.3720482 43.2080342, 17.3720831 43.207932, 17.3721262 43.2077574, 17.3721757 43.2074098, 17.3721917 43.2073124, 17.3722198 43.2071822, 17.3722476 43.2070724)",,
710016941,False,2,D62,Šetalište Mate Raosa,primary,False,32.456,"LINESTRING (17.373741 43.2042461, 17.3733417 43.2042241)",50,
175906532,False,,,Pod Glavicom,residential,False,382.517,"LINESTRING (17.373741 43.2042461, 17.373653 43.204936, 17.3736506 43.2050573, 17.3736477 43.2051987, 17.3737007 43.2053263, 17.3738041 43.2053726, 17.3739605 43.2053726, 17.3743952 43.2053127, 17.3747887 43.2052585, 17.3750685 43.20522, 17.3752275 43.205135, 17.3753892 43.2049746, 17.3756145 43.2048703, 17.3757895 43.20482, 17.3758796 43.2048355, 17.3761776 43.2053785)",,
310683460,False,,6207,Domobranska ulica,secondary,False,310.20399999999995,"LINESTRING (17.3693028 43.2033365, 17.3695849 43.2034544, 17.3700649 43.2036646, 17.3702517 43.2036915, 17.3703545 43.2036918, 17.3706987 43.2035901, 17.3711165 43.2035039, 17.3719046 43.2035274, 17.3724574 43.2035586, 17.3729572 43.2035692)",,
1028107968,False,,6207,,secondary,True,172.434,"LINESTRING (17.3693028 43.2033365, 17.3686717 43.203619, 17.368395 43.2036916, 17.367833 43.2037197, 17.3673037 43.2037279)",50,
310683460,False,,6207,Domobranska ulica,secondary,True,310.20399999999995,"LINESTRING (17.3729572 43.2035692, 17.3724574 43.2035586, 17.3719046 43.2035274, 17.3711165 43.2035039, 17.3706987 43.2035901, 17.3703545 43.2036918, 17.3702517 43.2036915, 17.3700649 43.2036646, 17.3695849 43.2034544, 17.3693028 43.2033365)",,
