osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,junction,bridge,maxspeed
1178082157,2,Ulica Bernardina Frankopana,residential,False,False,58.382999999999996,"LINESTRING (15.2304842 45.2630956, 15.230043 45.2633069, 15.2298675 45.263391)",,,,
1178082157,2,Ulica Bernardina Frankopana,residential,False,True,81.79299999999999,"LINESTRING (15.2304842 45.2630956, 15.231046 45.2628045, 15.2313297 45.2626633)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,False,64.452,"LINESTRING (15.2285524 45.2640888, 15.2281727 45.2643111, 15.2279193 45.2644595)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,True,128.926,"LINESTRING (15.2285524 45.2640888, 15.2286523 45.2640342, 15.2291007 45.2637891, 15.2291647 45.2637541, 15.229424 45.2636123, 15.229697 45.2634731, 15.2298675 45.263391)",,,,
225234270,,Struga,residential,False,True,79.534,"LINESTRING (15.2285524 45.2640888, 15.228215 45.2638127, 15.2281877 45.2637732, 15.2281816 45.2637469, 15.2281891 45.2637137, 15.2282261 45.2636161, 15.2282381 45.263534, 15.2281971 45.2634776)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,False,75.977,"LINESTRING (15.2266778 45.2652721, 15.2260497 45.2657931)",,,,
225232702,,Ulica bana Josipa Jelačića,residential,False,False,70.42,"LINESTRING (15.2266778 45.2652721, 15.2260051 45.2648515)",,,,
39275711,,Ulica bana Josipa Jelačića,residential,False,False,203.08499999999998,"LINESTRING (15.2266778 45.2652721, 15.2285448 45.2663824, 15.2286599 45.2664509)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,True,132.718,"LINESTRING (15.2266778 45.2652721, 15.226768 45.2652055, 15.2269806 45.2650614, 15.2275078 45.2647158, 15.2278982 45.2644726, 15.2279193 45.2644595)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,False,24.969,"LINESTRING (15.2260497 45.2657931, 15.2258644 45.2659759)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,True,75.977,"LINESTRING (15.2260497 45.2657931, 15.2266778 45.2652721)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,False,92.479,"LINESTRING (15.2258644 45.2659759, 15.2252087 45.2666678)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,True,24.969,"LINESTRING (15.2258644 45.2659759, 15.2260497 45.2657931)",,,,
60991033,2,Ulica Bernardina Frankopana,residential,False,True,92.479,"LINESTRING (15.2252087 45.2666678, 15.2258644 45.2659759)",,,,
52638306,1,Ulica Bernardina Frankopana,residential,True,False,15.450999999999999,"LINESTRING (15.2252087 45.2666678, 15.2251356 45.266765, 15.2251218 45.2667923)",,,,
60991034,,,primary,True,False,13.34,"LINESTRING (15.2265644 45.2625387, 15.226612 45.2625342, 15.2266595 45.2625414, 15.2266818 45.2625495, 15.2267177 45.2625727)",D42,roundabout,,
1122811190,,Ulica Vladimira Nazora,primary,False,False,8.193,"LINESTRING (15.2264869 45.2629413, 15.2264819 45.2630149)",D42,,,
987397068,,Šetalište Krlenac,residential,True,False,33.661,"LINESTRING (15.2264869 45.2629413, 15.2263705 45.2629186, 15.2263038 45.2629003, 15.2261094 45.262804)",,,,
1122811193,,Ulica Vladimira Nazora,primary,False,True,24.779,"LINESTRING (15.2264869 45.2629413, 15.2265062 45.2628381, 15.2265594 45.2627254)",D42,,,
225232700,,Ulica Ivane Brlić Mažuranić,residential,False,False,157.542,"LINESTRING (15.2264679 45.2634868, 15.2266021 45.2635361, 15.2268814 45.2636942, 15.2276042 45.2642272, 15.2279193 45.2644595)",,,,
1122811190,,Ulica Vladimira Nazora,primary,False,False,137.681,"LINESTRING (15.2264679 45.2634868, 15.2263749 45.2635812, 15.2262871 45.2636775, 15.2260503 45.2638889, 15.2258159 45.264127, 15.2256421 45.2642839, 15.2254017 45.2644694)",D42,,,
1122811190,,Ulica Vladimira Nazora,primary,False,True,52.910000000000004,"LINESTRING (15.2264679 45.2634868, 15.2264989 45.2634224, 15.2264994 45.2632673, 15.226486 45.2631157, 15.2264819 45.2630149)",D42,,,
137606634,,Ulica Petra Preradovića,residential,False,False,74.185,"LINESTRING (15.2291596 45.2658902, 15.2291244 45.2659609, 15.2290781 45.2660396, 15.2290157 45.2661214, 15.2289547 45.2661892, 15.2286599 45.2664509)",,,,
137606636,,Ulica Petra Preradovića,residential,False,False,143.273,"LINESTRING (15.2291596 45.2658902, 15.2293685 45.2654606, 15.2294675 45.2652565, 15.2295257 45.2651402, 15.2296987 45.2647562, 15.2297137 45.2646642)",,,,
225231266,,Saborčanska ulica,residential,False,True,60.123,"LINESTRING (15.2291596 45.2658902, 15.2294425 45.2659582, 15.229882 45.266074)",,,,
52638308,,Ulica Augusta Šenoe,residential,False,True,11.617,"LINESTRING (15.2292679 45.2668022, 15.2291394 45.2668545)",,,,
39275711,,Ulica bana Josipa Jelačića,residential,False,True,61.565999999999995,"LINESTRING (15.2292679 45.2668022, 15.229046 45.2666711, 15.228921 45.266598, 15.2287467 45.2664998, 15.2286599 45.2664509)",,,,
52638308,,Ulica Augusta Šenoe,residential,False,False,100.33999999999999,"LINESTRING (15.2292679 45.2668022, 15.2296242 45.266621, 15.2301263 45.2663663, 15.2302131 45.266321, 15.2302583 45.2662874, 15.2302777 45.2662551)",,,,
225215885,,Ulica Augusta Šenoe,residential,False,True,6.403,"LINESTRING (15.2285769 45.2672013, 15.2285653 45.2672583)",,,,
94698619,,Ulica Augusta Šenoe,residential,True,False,24.275,"LINESTRING (15.2285769 45.2672013, 15.2285824 45.2670965, 15.228615 45.2669854)",,,,
225215891,,Žegar V,residential,False,True,98.12700000000001,"LINESTRING (15.2290488 45.2697374, 15.2291277 45.2695446, 15.2291638 45.2694156, 15.2291874 45.2693224, 15.2291789 45.269142, 15.2291884 45.2688669)",,,,
225261128,,Žegar I,secondary,False,False,66.352,"LINESTRING (15.2290488 45.2697374, 15.2288263 45.2694478, 15.2287337 45.2693473, 15.2286844 45.2692975, 15.2286459 45.269271, 15.2285866 45.2692451)",3175,,,
225261130,,Žegar I,secondary,False,False,52.441,"LINESTRING (15.2290488 45.2697374, 15.2291343 45.2698559, 15.2292422 45.2699986, 15.2293788 45.2701473)",3175,,,
225418697,,Žegar VIII,residential,False,False,71.49600000000001,"LINESTRING (15.2290488 45.2697374, 15.2291957 45.269654, 15.2293294 45.2696391, 15.2294348 45.2696391, 15.2295227 45.269654, 15.2296005 45.2696805, 15.2297264 45.2697537, 15.2298543 45.2698002)",,,,
52638305,,Ulica kardinala Alojzija Stepinca,residential,True,False,80.30900000000001,"LINESTRING (15.2247526 45.2650195, 15.2248251 45.2650623, 15.2255392 45.2654833)",,,,
"[225232744, 225232745, 71392290]",,Nova cesta,residential,False,False,242.08,"LINESTRING (15.2247526 45.2650195, 15.2244831 45.2648591, 15.2239932 45.26455, 15.2236478 45.2643279, 15.2235833 45.2642926, 15.2235296 45.2642632, 15.2232272 45.26412, 15.2228754 45.2639778, 15.2225765 45.2638761, 15.2223921 45.2638257, 15.2222342 45.2637926)",,,yes,
93032689,,Ulica Vladimira Nazora,primary,False,False,203.99500000000003,"LINESTRING (15.2247526 45.2650195, 15.2247388 45.2650641, 15.2247146 45.2650971, 15.2246636 45.2651641, 15.2245952 45.2652934, 15.2244879 45.2654539, 15.2244195 45.2655568, 15.2244034 45.2656379, 15.22439 45.2656917, 15.2243933 45.2657886, 15.2243724 45.2658915, 15.2243578 45.2659957, 15.2243506 45.2660563, 15.2243561 45.2661406, 15.2243693 45.2662443, 15.2243987 45.2663462, 15.2244461 45.2664588, 15.224474 45.2665276, 15.2244971 45.2665681, 15.2245215 45.2666005, 15.2245678 45.2666436, 15.2246221 45.2666771, 15.2246707 45.2666993, 15.2247154 45.2667178)",D42,,,
1122811190,,Ulica Vladimira Nazora,primary,False,True,80.148,"LINESTRING (15.2247526 45.2650195, 15.224777 45.2649658, 15.2248112 45.2649223, 15.2254017 45.2644694)",D42,,,
94698626,,Ulica Josipa Jurja Strossmayera,residential,True,False,87.56200000000001,"LINESTRING (15.2267756 45.2664306, 15.2266684 45.2663939, 15.2266385 45.2663792, 15.2265211 45.2663162, 15.2263595 45.2662293, 15.2263397 45.2662187, 15.2258644 45.2659759)",,,,
224831576,,Ulica Josipa Jurja Strossmayera,residential,False,False,107.741,"LINESTRING (15.2267756 45.2664306, 15.2268319 45.2664493, 15.22714 45.2665554, 15.2274445 45.2666603, 15.2275182 45.2666857, 15.2280116 45.2668573)",,,,
52638308,,Ulica Augusta Šenoe,residential,False,True,100.34,"LINESTRING (15.2302777 45.2662551, 15.2302583 45.2662874, 15.2302131 45.266321, 15.2301263 45.2663663, 15.2296242 45.266621, 15.2292679 45.2668022)",,,,
52638309,,Trg dr. Franje Tuđmana,residential,False,False,134.347,"LINESTRING (15.2302777 45.2662551, 15.2308315 45.2659712, 15.2313975 45.265681, 15.2314102 45.2656745, 15.2315492 45.2656276, 15.2317029 45.2655929)",,,,
225231266,,Saborčanska ulica,residential,False,False,39.469,"LINESTRING (15.2302777 45.2662551, 15.2302765 45.2662214, 15.2302496 45.2661896, 15.2301862 45.2661609, 15.2300234 45.2661102, 15.229882 45.266074)",,,,
224831576,,Ulica Josipa Jurja Strossmayera,residential,False,False,48.772999999999996,"LINESTRING (15.2280116 45.2668573, 15.2281137 45.2668671, 15.2282606 45.2668787, 15.2284568 45.2668949, 15.2286316 45.2668966)",,,,
224831576,,Ulica Josipa Jurja Strossmayera,residential,False,True,107.741,"LINESTRING (15.2280116 45.2668573, 15.2275182 45.2666857, 15.2274445 45.2666603, 15.22714 45.2665554, 15.2268319 45.2664493, 15.2267756 45.2664306)",,,,
52638307,1,Ulica Augusta Šenoe,residential,True,False,17.946,"LINESTRING (15.2288043 45.2668642, 15.2288419 45.2668826, 15.228869 45.2669086, 15.2288825 45.2669395, 15.2288809 45.2669717, 15.2288644 45.2670019)",,roundabout,,
225215888,,Ulica Augusta Šenoe,residential,True,False,26.333,"LINESTRING (15.2288043 45.2668642, 15.2289959 45.2668492, 15.2291394 45.2668545)",,,,
