osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,access,junction
463854695,False,,,Ulica bana Josipa Jelačića,residential,False,138.632,"LINESTRING (15.8031233 45.8624319, 15.8032029 45.8624413, 15.8047291 45.8626221, 15.8048849 45.8626516)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,False,22.342,"LINESTRING (15.8029223 45.8627673, 15.8029848 45.8626667, 15.8030369 45.8625829)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,True,40.727000000000004,"LINESTRING (15.8029223 45.8627673, 15.8028511 45.8628985, 15.8027363 45.8631099)",,,
463854696,False,,,Ulica bana Josipa Jelačića,residential,False,119.715,"LINESTRING (15.8029223 45.8627673, 15.803002 45.8627789, 15.8044355 45.862988)",,,
463854696,False,,,Ulica bana Josipa Jelačića,residential,True,119.715,"LINESTRING (15.8044355 45.862988, 15.803002 45.8627789, 15.8029223 45.8627673)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,False,18.074,"LINESTRING (15.8030369 45.8625829, 15.8031233 45.8624319)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,True,22.342,"LINESTRING (15.8030369 45.8625829, 15.8029848 45.8626667, 15.8029223 45.8627673)",,,
463854697,False,,,Ulica bana Josipa Jelačića,residential,False,140.69,"LINESTRING (15.8030369 45.8625829, 15.8031028 45.8625995, 15.8032276 45.8626309, 15.8037833 45.8626972, 15.8042613 45.8627556, 15.8044171 45.8627795, 15.8045797 45.8628288, 15.8047881 45.8628935)",,,
463854697,False,,,Ulica bana Josipa Jelačića,residential,True,140.68999999999997,"LINESTRING (15.8047881 45.8628935, 15.8045797 45.8628288, 15.8044171 45.8627795, 15.8042613 45.8627556, 15.8037833 45.8626972, 15.8032276 45.8626309, 15.8031028 45.8625995, 15.8030369 45.8625829)",,,
469383627,False,,,Ulica Hrvatske mladeži,residential,True,61.885000000000005,"LINESTRING (15.8054461 45.8600894, 15.8058679 45.8596804, 15.8059168 45.8596398)",,,
47201722,False,,,Ulica Hrvatske mladeži,residential,False,34.91,"LINESTRING (15.8067848 45.8599828, 15.8071737 45.8601416)",,,
469383628,False,,,Ulica Hrvatske mladeži,residential,False,62.015,"LINESTRING (15.8067848 45.8599828, 15.8072469 45.8595273)",,,
47201722,False,,,Ulica Hrvatske mladeži,residential,True,77.28399999999999,"LINESTRING (15.8067848 45.8599828, 15.8062765 45.8597801, 15.8059168 45.8596398)",,,
469383628,False,,,Ulica Hrvatske mladeži,residential,True,62.015,"LINESTRING (15.8072469 45.8595273, 15.8067848 45.8599828)",,,
47201722,False,,,Ulica Hrvatske mladeži,residential,False,36.129,"LINESTRING (15.8071737 45.8601416, 15.8075705 45.8603125)",,,
47201722,False,,,Ulica Hrvatske mladeži,residential,True,34.91,"LINESTRING (15.8071737 45.8601416, 15.8067848 45.8599828)",,,
469383629,False,,,Ulica Hrvatske mladeži,residential,False,68.155,"LINESTRING (15.8071737 45.8601416, 15.807688 45.8596442)",,,
469383629,False,,,Ulica Hrvatske mladeži,residential,True,68.155,"LINESTRING (15.807688 45.8596442, 15.8071737 45.8601416)",,,
47201722,False,,,Ulica Hrvatske mladeži,residential,True,36.129,"LINESTRING (15.8075705 45.8603125, 15.8071737 45.8601416)",,,
469383630,False,,,Ulica Hrvatske mladeži,residential,False,64.949,"LINESTRING (15.8075705 45.8603125, 15.8080517 45.8598341)",,,
47201722,False,,,Ulica Hrvatske mladeži,residential,False,146.15,"LINESTRING (15.8075705 45.8603125, 15.808095 45.8605049, 15.8082131 45.860545, 15.8083635 45.8605463, 15.8085081 45.8604946, 15.8088595 45.860164, 15.8090298 45.8600276)",,,
469383630,False,,,Ulica Hrvatske mladeži,residential,True,64.949,"LINESTRING (15.8080517 45.8598341, 15.8075705 45.8603125)",,,
361069519,True,,,,residential,False,12.545000000000002,"LINESTRING (15.8070662 45.8582449, 15.8070646 45.8582261, 15.8070716 45.858208, 15.8070865 45.8581923, 15.8071077 45.8581807, 15.8071332 45.8581744, 15.8071602 45.858174)",,,roundabout
503369817,False,,,Ulica Vladimira Nazora,residential,True,164.953,"LINESTRING (15.8070662 45.8582449, 15.8069591 45.8582498, 15.8068995 45.8582525, 15.8055391 45.8581177, 15.8054378 45.8581092, 15.8050621 45.8580777, 15.8049544 45.8580687)",,,
938550527,False,2,2186,Trg žrtava fašizma,secondary,True,33.385,"LINESTRING (15.8051582 45.8571318, 15.8051068 45.8574299)",,,
122255265,False,2,2266,Trg žrtava fašizma,secondary,True,30.240000000000002,"LINESTRING (15.8051582 45.8571318, 15.805119 45.8571745, 15.8050779 45.8572029, 15.8050368 45.8572242, 15.8049731 45.857242, 15.8048366 45.8572635)",,,
463854695,False,,,Ulica bana Josipa Jelačića,residential,True,138.632,"LINESTRING (15.8048849 45.8626516, 15.8047291 45.8626221, 15.8032029 45.8624413, 15.8031233 45.8624319)",,,
1147618047,False,,,,residential,False,47.614,"LINESTRING (15.8093269 45.8604025, 15.8090298 45.8600276)",,,
