osmid,ref,highway,maxspeed,oneway,reversed,length,width,geometry
42062740,,unclassified,30,False,False,62.369,4,"LINESTRING (16.7316484 43.6881846, 16.7317181 43.6881575, 16.7318106 43.6881206, 16.7322017 43.6879686, 16.7323484 43.6879631)"
42062740,,unclassified,30,False,True,198.55700000000002,4,"LINESTRING (16.7316484 43.6881846, 16.7311522 43.6884096, 16.7306694 43.6886783, 16.7303703 43.6888218, 16.7297587 43.6890458, 16.7295418 43.6891011)"
169725670,,unclassified,,False,False,49.897,4,"LINESTRING (16.7316484 43.6881846, 16.7317302 43.6882893, 16.7317254 43.6883285, 16.7316824 43.6883561, 16.731625 43.6883965, 16.7315883 43.6884241, 16.7315628 43.6884841, 16.7315182 43.6885233, 16.7314735 43.6885429)"
169725670,,unclassified,,False,True,49.897,4,"LINESTRING (16.7314735 43.6885429, 16.7315182 43.6885233, 16.7315628 43.6884841, 16.7315883 43.6884241, 16.731625 43.6883965, 16.7316824 43.6883561, 16.7317254 43.6883285, 16.7317302 43.6882893, 16.7316484 43.6881846)"
42062740,,unclassified,30,False,False,198.55700000000002,4,"LINESTRING (16.7295418 43.6891011, 16.7297587 43.6890458, 16.7303703 43.6888218, 16.7306694 43.6886783, 16.7311522 43.6884096, 16.7316484 43.6881846)"
42062740,,unclassified,30,False,True,158.654,4,"LINESTRING (16.7295418 43.6891011, 16.7287026 43.6893265, 16.7283097 43.6894613, 16.7279623 43.6896252, 16.7277893 43.6897329)"
169725672,,unclassified,,False,False,98.289,4,"LINESTRING (16.7295418 43.6891011, 16.7295968 43.6891313, 16.7297524 43.689177, 16.7298989 43.6892112, 16.7300838 43.6892357, 16.7303543 43.6892585, 16.7305166 43.6892618, 16.7306451 43.6892683, 16.730697 43.6893123)"
169725672,,unclassified,,False,True,98.289,4,"LINESTRING (16.730697 43.6893123, 16.7306451 43.6892683, 16.7305166 43.6892618, 16.7303543 43.6892585, 16.7300838 43.6892357, 16.7298989 43.6892112, 16.7297524 43.689177, 16.7295968 43.6891313, 16.7295418 43.6891011)"
109375136,,unclassified,30,False,False,306.707,4,"LINESTRING (16.7361013 43.6908581, 16.7360007 43.690829, 16.7358035 43.6907117, 16.7356426 43.6905507, 16.7355916 43.6904741, 16.735479 43.690349, 16.735318 43.6901977, 16.7349705 43.6900284, 16.7347467 43.6899059, 16.7344973 43.6897109, 16.7342411 43.6894918, 16.73404 43.6893337, 16.7337396 43.6891107, 16.7335666 43.6889933, 16.7334788 43.6889613, 16.7334194 43.6889508)"
109375136,,unclassified,30,False,True,194.756,4,"LINESTRING (16.7361013 43.6908581, 16.736274 43.6908991, 16.736281 43.6909008, 16.7365383 43.6909194, 16.7368151 43.6908876, 16.7371207 43.6908669, 16.7373563 43.6908647, 16.7374778 43.6908863, 16.7375877 43.6909059, 16.7378833 43.6910148, 16.7381136 43.6910811, 16.738444 43.6911151)"
648743945,,residential,30,False,False,138.504,4,"LINESTRING (16.7316732 43.6851892, 16.7318555 43.6854095, 16.7316588 43.6855118, 16.7323297 43.686165)"
56452296,,unclassified,30,False,False,44.442,5,"LINESTRING (16.727297 43.683887, 16.7277739 43.683685)"
56452296,,unclassified,30,False,True,44.442,5,"LINESTRING (16.7277739 43.683685, 16.727297 43.683887)"
56452296,,unclassified,30,False,False,21.387999999999998,5,"LINESTRING (16.7277739 43.683685, 16.7279028 43.6836372, 16.7280169 43.6836078)"
280049652,,residential,,False,True,152.813,,"LINESTRING (16.7373707 43.684456, 16.7373182 43.6851148, 16.7373182 43.6853267, 16.7372754 43.6854032, 16.7370068 43.6855062, 16.7367464 43.6855739)"
280049619,,residential,,False,True,75.07,,"LINESTRING (16.7369004 43.6850817, 16.7365638 43.6852461, 16.7365206 43.6853085, 16.7367464 43.6855739)"
280049652,,residential,,False,True,13.61,,"LINESTRING (16.7367464 43.6855739, 16.7366119 43.6856482)"
280049619,,residential,,False,False,75.07,,"LINESTRING (16.7367464 43.6855739, 16.7365206 43.6853085, 16.7365638 43.6852461, 16.7369004 43.6850817)"
280049652,,residential,,False,False,152.813,,"LINESTRING (16.7367464 43.6855739, 16.7370068 43.6855062, 16.7372754 43.6854032, 16.7373182 43.6853267, 16.7373182 43.6851148, 16.7373707 43.684456)"
56452294,,unclassified,30,False,False,66.008,4,"LINESTRING (16.7339671 43.6841146, 16.7345198 43.6845535)"
451726305,,residential,,False,False,50.301,,"LINESTRING (16.7339671 43.6841146, 16.7339011 43.684167, 16.7337227 43.6843231, 16.733616 43.6844846)"
451726305,,residential,,False,True,50.301,,"LINESTRING (16.733616 43.6844846, 16.7337227 43.6843231, 16.7339011 43.684167, 16.7339671 43.6841146)"
41675942,6289,secondary,60,False,True,64.569,,"LINESTRING (16.735147 43.683652, 16.7347944 43.6841737)"
452009248,,residential,,False,False,85.418,,"LINESTRING (16.735147 43.683652, 16.7354603 43.6837531, 16.7357647 43.6838637, 16.7361 43.6839907)"
452009248,,residential,,False,True,85.418,,"LINESTRING (16.7361 43.6839907, 16.7357647 43.6838637, 16.7354603 43.6837531, 16.735147 43.683652)"
43561262,6123,secondary,,False,False,41.618,,"LINESTRING (16.7345421 43.6860397, 16.7347527 43.6860125, 16.7350531 43.6859805)"
43561262,6123,secondary,,False,True,66.332,,"LINESTRING (16.7345421 43.6860397, 16.7341499 43.6860698, 16.733726 43.6860154)"
648743946,,residential,,False,True,147.464,,"LINESTRING (16.7345421 43.6860397, 16.7344885 43.6860903, 16.7343118 43.6861781, 16.7342245 43.686235, 16.7340478 43.6864552, 16.7340031 43.6865506, 16.733969 43.6867692, 16.7339073 43.6870863, 16.733756 43.6871506)"
61098771,,unclassified,30,False,True,317.797,5,"LINESTRING (16.7386878 43.6870712, 16.7376694 43.6868092, 16.7374226 43.6867413, 16.7371586 43.6866796, 16.7369484 43.6866518, 16.7366528 43.6865862, 16.7363336 43.6864795, 16.7353761 43.6861158, 16.7351986 43.6860371, 16.7350721 43.6859909, 16.7350531 43.6859805)"
43561262,6123,secondary,,False,False,21.810000000000002,,"LINESTRING (16.7363428 43.6856645, 16.7363888 43.6856547, 16.7366119 43.6856482)"
43561262,6123,secondary,,False,True,109.55199999999999,,"LINESTRING (16.7363428 43.6856645, 16.7358497 43.6857691, 16.7350531 43.6859805)"
451838321,,residential,,False,True,158.80499999999998,,"LINESTRING (16.7363428 43.6856645, 16.7363158 43.6856133, 16.7361559 43.685437, 16.736064 43.6853329, 16.736064 43.685291, 16.7361219 43.6852491, 16.7362598 43.6851769, 16.7365296 43.6850815, 16.7366015 43.6850482, 16.7366175 43.6850092, 16.7366135 43.6849644, 16.7365756 43.6849283, 16.7364242 43.684874, 16.7361063 43.6847392, 16.7360869 43.684731)"
451838321,,residential,,False,False,158.80499999999998,,"LINESTRING (16.7360869 43.684731, 16.7361063 43.6847392, 16.7364242 43.684874, 16.7365756 43.6849283, 16.7366135 43.6849644, 16.7366175 43.6850092, 16.7366015 43.6850482, 16.7365296 43.6850815, 16.7362598 43.6851769, 16.7361219 43.6852491, 16.736064 43.685291, 16.736064 43.6853329, 16.7361559 43.685437, 16.7363158 43.6856133, 16.7363428 43.6856645)"
451838321,,residential,,False,True,121.00699999999999,,"LINESTRING (16.7360869 43.684731, 16.7355632 43.6845093, 16.734949 43.6842417, 16.7347944 43.6841737)"
1071301137,,residential,,False,False,27.324,,"LINESTRING (16.7360869 43.684731, 16.736026 43.6848214, 16.736022 43.6848633, 16.736038 43.684924, 16.736066 43.6849601)"
1071301137,,residential,,False,True,27.323999999999998,,"LINESTRING (16.736066 43.6849601, 16.736038 43.684924, 16.736022 43.6848633, 16.736026 43.6848214, 16.7360869 43.684731)"
1071301138,,residential,,False,True,111.256,,"LINESTRING (16.7356863 43.6850107, 16.7353565 43.6848546, 16.7353166 43.6848633, 16.7352646 43.6848907, 16.7352027 43.6848806, 16.7351387 43.6848589, 16.7348989 43.6847419, 16.7345198 43.6845535)"
