osmid,ref,highway,maxspeed,oneway,reversed,length,width,geometry
44187426,6289,secondary,60,False,False,32.024,,"LINESTRING (16.7334209 43.6886628, 16.7334194 43.6889508)"
42062740,,unclassified,30,False,True,121.63499999999999,4,"LINESTRING (16.7334209 43.6886628, 16.7332818 43.6886589, 16.7331345 43.688621, 16.7328782 43.6883679, 16.7327266 43.6882118, 16.7325536 43.6880586, 16.7323588 43.6879627, 16.7323484 43.6879631)"
44187426,6289,secondary,60,False,True,170.29500000000002,,"LINESTRING (16.7334209 43.6886628, 16.7336434 43.6876761, 16.733756 43.6871506)"
44187426,6289,secondary,60,False,True,12.603,,"LINESTRING (16.733756 43.6871506, 16.733752 43.6870373)"
44187426,6289,secondary,60,False,False,170.29500000000002,,"LINESTRING (16.733756 43.6871506, 16.7336434 43.6876761, 16.7334209 43.6886628)"
648743946,,residential,,False,False,147.464,,"LINESTRING (16.733756 43.6871506, 16.7339073 43.6870863, 16.733969 43.6867692, 16.7340031 43.6865506, 16.7340478 43.6864552, 16.7342245 43.686235, 16.7343118 43.6861781, 16.7344885 43.6860903, 16.7345421 43.6860397)"
44187426,6289,secondary,60,False,False,113.649,,"LINESTRING (16.733726 43.6860154, 16.733752 43.6870373)"
41675942,6289,secondary,60,False,False,175.04999999999998,,"LINESTRING (16.733726 43.6860154, 16.7339358 43.6854893, 16.734214 43.6850459, 16.7344928 43.6845929, 16.7345198 43.6845535)"
43561262,6123,secondary,,False,False,66.332,,"LINESTRING (16.733726 43.6860154, 16.7341499 43.6860698, 16.7345421 43.6860397)"
59343414,67040,tertiary,60,False,True,113.77000000000001,6,"LINESTRING (16.733726 43.6860154, 16.7333921 43.686021, 16.7323297 43.686165)"
42062740,,unclassified,30,False,False,158.654,4,"LINESTRING (16.7277893 43.6897329, 16.7279623 43.6896252, 16.7283097 43.6894613, 16.7287026 43.6893265, 16.7295418 43.6891011)"
43119480,,unclassified,30,False,False,159.839,4,"LINESTRING (16.7323297 43.686165, 16.732547 43.6864218, 16.7329704 43.6868336, 16.73336 43.6870229, 16.733752 43.6870373)"
59343414,67040,tertiary,60,False,False,113.77000000000001,6,"LINESTRING (16.7323297 43.686165, 16.7333921 43.686021, 16.733726 43.6860154)"
59343414,67040,tertiary,60,False,True,166.97499999999997,6,"LINESTRING (16.7323297 43.686165, 16.7318814 43.686227, 16.7314322 43.6862673, 16.7305391 43.6863544, 16.7302761 43.6863847)"
648743945,,residential,30,False,True,138.504,4,"LINESTRING (16.7323297 43.686165, 16.7316588 43.6855118, 16.7318555 43.6854095, 16.7316732 43.6851892)"
44187426,6289,secondary,60,False,False,12.603,,"LINESTRING (16.733752 43.6870373, 16.733756 43.6871506)"
44187426,6289,secondary,60,False,True,113.649,,"LINESTRING (16.733752 43.6870373, 16.733726 43.6860154)"
43119480,,unclassified,30,False,True,159.839,4,"LINESTRING (16.733752 43.6870373, 16.73336 43.6870229, 16.7329704 43.6868336, 16.732547 43.6864218, 16.7323297 43.686165)"
280049652,,residential,,False,False,13.61,,"LINESTRING (16.7366119 43.6856482, 16.7367464 43.6855739)"
43561262,6123,secondary,,False,True,21.810000000000002,,"LINESTRING (16.7366119 43.6856482, 16.7363888 43.6856547, 16.7363428 43.6856645)"
41675942,6289,secondary,60,False,False,64.569,,"LINESTRING (16.7347944 43.6841737, 16.735147 43.683652)"
41675942,6289,secondary,60,False,True,47.656,,"LINESTRING (16.7347944 43.6841737, 16.7345198 43.6845535)"
451838321,,residential,,False,False,121.007,,"LINESTRING (16.7347944 43.6841737, 16.734949 43.6842417, 16.7355632 43.6845093, 16.7360869 43.684731)"
56452295,,unclassified,30,False,False,363.523,4,"LINESTRING (16.7280169 43.6836078, 16.7283839 43.6839306, 16.7291955 43.6845712, 16.7294092 43.6847885, 16.7297531 43.6853463, 16.7300303 43.6859063, 16.7302761 43.6863847)"
56452296,,unclassified,30,False,True,21.387999999999998,5,"LINESTRING (16.7280169 43.6836078, 16.7279028 43.6836372, 16.7277739 43.683685)"
56452295,,unclassified,30,False,True,363.523,4,"LINESTRING (16.7302761 43.6863847, 16.7300303 43.6859063, 16.7297531 43.6853463, 16.7294092 43.6847885, 16.7291955 43.6845712, 16.7283839 43.6839306, 16.7280169 43.6836078)"
59343414,67040,tertiary,60,False,False,166.975,6,"LINESTRING (16.7302761 43.6863847, 16.7305391 43.6863544, 16.7314322 43.6862673, 16.7318814 43.686227, 16.7323297 43.686165)"
61154842,,unclassified,30,False,True,246.213,3,"LINESTRING (16.7302761 43.6863847, 16.7303828 43.6865223, 16.7305328 43.6866582, 16.7309404 43.6868021, 16.7312196 43.6869495, 16.7314523 43.6871259, 16.7317892 43.6874171, 16.7319417 43.6875413, 16.7320925 43.6877107, 16.7322514 43.6878835, 16.7323484 43.6879631)"
41675942,6289,secondary,60,False,False,47.656,,"LINESTRING (16.7345198 43.6845535, 16.7347944 43.6841737)"
56452294,,unclassified,30,False,True,66.008,4,"LINESTRING (16.7345198 43.6845535, 16.7339671 43.6841146)"
41675942,6289,secondary,60,False,True,175.05,,"LINESTRING (16.7345198 43.6845535, 16.7344928 43.6845929, 16.734214 43.6850459, 16.7339358 43.6854893, 16.733726 43.6860154)"
1071301138,,residential,,False,False,111.256,,"LINESTRING (16.7345198 43.6845535, 16.7348989 43.6847419, 16.7351387 43.6848589, 16.7352027 43.6848806, 16.7352646 43.6848907, 16.7353166 43.6848633, 16.7353565 43.6848546, 16.7356863 43.6850107)"
44187426,6289,secondary,60,False,True,32.024,,"LINESTRING (16.7334194 43.6889508, 16.7334209 43.6886628)"
109375136,,unclassified,30,False,True,306.707,4,"LINESTRING (16.7334194 43.6889508, 16.7334788 43.6889613, 16.7335666 43.6889933, 16.7337396 43.6891107, 16.73404 43.6893337, 16.7342411 43.6894918, 16.7344973 43.6897109, 16.7347467 43.6899059, 16.7349705 43.6900284, 16.735318 43.6901977, 16.735479 43.690349, 16.7355916 43.6904741, 16.7356426 43.6905507, 16.7358035 43.6907117, 16.7360007 43.690829, 16.7361013 43.6908581)"
109375136,,unclassified,30,False,False,194.756,4,"LINESTRING (16.738444 43.6911151, 16.7381136 43.6910811, 16.7378833 43.6910148, 16.7375877 43.6909059, 16.7374778 43.6908863, 16.7373563 43.6908647, 16.7371207 43.6908669, 16.7368151 43.6908876, 16.7365383 43.6909194, 16.736281 43.6909008, 16.736274 43.6908991, 16.7361013 43.6908581)"
907342888,,unclassified,30,False,True,67.896,4,"LINESTRING (16.738444 43.6911151, 16.7386136 43.6910692, 16.7388556 43.6910255, 16.7390673 43.6910101, 16.7392681 43.6910013)"
907342888,,unclassified,30,False,False,67.896,4,"LINESTRING (16.7392681 43.6910013, 16.7390673 43.6910101, 16.7388556 43.6910255, 16.7386136 43.6910692, 16.738444 43.6911151)"
42062740,,unclassified,30,False,False,121.63499999999999,4,"LINESTRING (16.7323484 43.6879631, 16.7323588 43.6879627, 16.7325536 43.6880586, 16.7327266 43.6882118, 16.7328782 43.6883679, 16.7331345 43.688621, 16.7332818 43.6886589, 16.7334209 43.6886628)"
42062740,,unclassified,30,False,True,62.369,4,"LINESTRING (16.7323484 43.6879631, 16.7322017 43.6879686, 16.7318106 43.6881206, 16.7317181 43.6881575, 16.7316484 43.6881846)"
61154842,,unclassified,30,False,False,246.213,3,"LINESTRING (16.7323484 43.6879631, 16.7322514 43.6878835, 16.7320925 43.6877107, 16.7319417 43.6875413, 16.7317892 43.6874171, 16.7314523 43.6871259, 16.7312196 43.6869495, 16.7309404 43.6868021, 16.7305328 43.6866582, 16.7303828 43.6865223, 16.7302761 43.6863847)"
43561262,6123,secondary,,False,False,109.55199999999999,,"LINESTRING (16.7350531 43.6859805, 16.7358497 43.6857691, 16.7363428 43.6856645)"
43561262,6123,secondary,,False,True,41.618,,"LINESTRING (16.7350531 43.6859805, 16.7347527 43.6860125, 16.7345421 43.6860397)"
61098771,,unclassified,30,False,False,317.79699999999997,5,"LINESTRING (16.7350531 43.6859805, 16.7350721 43.6859909, 16.7351986 43.6860371, 16.7353761 43.6861158, 16.7363336 43.6864795, 16.7366528 43.6865862, 16.7369484 43.6866518, 16.7371586 43.6866796, 16.7374226 43.6867413, 16.7376694 43.6868092, 16.7386878 43.6870712)"
