osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,junction
641300620,False,3,4295,Trg Ante Starčevića,secondary,50,False,78.982,"LINESTRING (18.1614738 45.7617377, 18.1624775 45.7618569)",,
894560819,True,1,4295,Trg Ante Starčevića,secondary,50,False,45.928,"LINESTRING (18.1614738 45.7617377, 18.1612544 45.7617403, 18.1611523 45.7617353, 18.1610617 45.7617336, 18.1609949 45.7617377, 18.1609472 45.7617467, 18.1608928 45.7617691)",,
894560836,False,2,D53,Vukovarska ulica,primary,50,True,270.272,"LINESTRING (18.1697832 45.7624198, 18.1689913 45.7624515, 18.1687227 45.7624586, 18.1685442 45.7624617, 18.1683659 45.7624595, 18.168155 45.7624521, 18.1678788 45.7624269, 18.1673624 45.7623711, 18.1666421 45.7622969, 18.1663225 45.7622565)",,
"[894560837, 895213503]",False,3,,Ulica Vatroslava Lisinskog,residential,,False,75.894,"LINESTRING (18.1697832 45.7624198, 18.1697718 45.7623451, 18.1697637 45.7622923, 18.1697276 45.762057, 18.1696888 45.7617405)",,
38572546,False,,,Ulica bana Jelačića,living_street,,False,220.374,"LINESTRING (18.1712267 45.7571349, 18.1711633 45.7576526, 18.1710824 45.7585076, 18.17104 45.7591123)",,
38412464,False,,,Ulica kneza Domagoja,living_street,,True,41.989,"LINESTRING (18.1710779 45.7599204, 18.1705373 45.7599389)",,
38572546,False,,,Ulica bana Jelačića,living_street,,True,89.905,"LINESTRING (18.1710779 45.7599204, 18.17104 45.7591123)",,
38359605,False,,,Ulica Augusta Cesarca,residential,,True,287.131,"LINESTRING (18.1651212 45.7643804, 18.164986 45.7644207, 18.1645283 45.7645473, 18.1642705 45.7646057, 18.1640299 45.7646536, 18.1639103 45.7646669, 18.1636565 45.7646751, 18.1633508 45.7646705, 18.163246 45.7646628, 18.1630578 45.7646489, 18.1628753 45.7646284, 18.162536 45.7645812, 18.1615278 45.7644196)",,
38413572,False,2,D53,Gajeva ulica,primary,50,False,110.083,"LINESTRING (18.1651212 45.7643804, 18.1650957 45.7643112, 18.1650749 45.7642138, 18.165063 45.7641059, 18.1650586 45.7639672, 18.1650753 45.7633942)",,
38413572,False,2,D53,Gajeva ulica,primary,50,True,110.083,"LINESTRING (18.1650753 45.7633942, 18.1650586 45.7639672, 18.165063 45.7641059, 18.1650749 45.7642138, 18.1650957 45.7643112, 18.1651212 45.7643804)",,
338768379,True,1,,Trg Ante Starčevića,residential,30,False,246.023,"LINESTRING (18.1650753 45.7633942, 18.1650138 45.7633943, 18.1649469 45.7633836, 18.1648899 45.763364, 18.1647744 45.7632983, 18.1643845 45.7630763, 18.1638941 45.7627972, 18.1637642 45.7627232, 18.1630497 45.7623249, 18.1625729 45.7620591)",,
"[1236673120, 1236673122, 895213504]",False,"['2', '3']",D53,Gajeva ulica,primary,50,False,141.944,"LINESTRING (18.1650753 45.7633942, 18.1650771 45.7633075, 18.1650891 45.7627275, 18.1650986 45.7622664, 18.1650998 45.7622107, 18.1651017 45.7621178)",,
38359605,False,,,Ulica Augusta Cesarca,residential,,False,116.239,"LINESTRING (18.160076 45.7641607, 18.1615278 45.7644196)",,
38377227,False,,,Ulica Dobriše Cesarića,residential,,False,77.003,"LINESTRING (18.160076 45.7641607, 18.1602293 45.7634765)",,
38377227,False,,,Ulica Dobriše Cesarića,residential,,True,53.677,"LINESTRING (18.1603559 45.7622162, 18.1603845 45.7622825, 18.1603926 45.7623426, 18.1603877 45.762501, 18.1603642 45.762695)",,
641300619,False,,,Ulica Petra Preradovića,residential,,False,116.137,"LINESTRING (18.1603559 45.7622162, 18.1597588 45.7623503, 18.1595911 45.7623659, 18.1588913 45.7623416)",,
641300619,False,,,Ulica Petra Preradovića,residential,,True,43.289,"LINESTRING (18.1603559 45.7622162, 18.1606353 45.762142, 18.1607487 45.7621076, 18.1607877 45.7620882, 18.1608206 45.7620635, 18.1608318 45.7620373)",,
38359605,False,,,Ulica Augusta Cesarca,residential,,True,116.239,"LINESTRING (18.1615278 45.7644196, 18.160076 45.7641607)",,
38359605,False,,,Ulica Augusta Cesarca,residential,,False,287.131,"LINESTRING (18.1615278 45.7644196, 18.162536 45.7645812, 18.1628753 45.7646284, 18.1630578 45.7646489, 18.163246 45.7646628, 18.1633508 45.7646705, 18.1636565 45.7646751, 18.1639103 45.7646669, 18.1640299 45.7646536, 18.1642705 45.7646057, 18.1645283 45.7645473, 18.164986 45.7644207, 18.1651212 45.7643804)",,
894560816,False,,,Trg Ante Starčevića,residential,,False,25.262999999999998,"LINESTRING (18.1625729 45.7620591, 18.162541 45.7620386, 18.1625036 45.7620089, 18.162479 45.7619704, 18.1624669 45.7619442, 18.1624676 45.7619127, 18.1624775 45.7618569)",,
894560833,True,,,Trg Ante Starčevića,residential,,False,137.458,"LINESTRING (18.1625729 45.7620591, 18.1625451 45.7620822, 18.1624837 45.7620998, 18.1624154 45.7621053, 18.162335 45.7620981, 18.1615898 45.762029, 18.1614201 45.7620176, 18.1612404 45.762012, 18.1610565 45.7620187, 18.1609839 45.7620247, 18.1608318 45.7620373)",,
38360083,False,,,Ulica Stjepana Radića,residential,,False,33.25,"LINESTRING (18.1610927 45.759249, 18.1610468 45.7595463)",,
38375992,False,,,Ulica Augusta Šenoe,residential,,False,250.79600000000002,"LINESTRING (18.1610927 45.759249, 18.1638184 45.7591329, 18.1643196 45.7591125)",,
38360083,False,,,Ulica Stjepana Radića,residential,,True,33.25,"LINESTRING (18.1610468 45.7595463, 18.1610927 45.759249)",,
40929979,False,,,Ulica Stjepana Radića,residential,,False,113.207,"LINESTRING (18.1610468 45.7595463, 18.1610396 45.7601106, 18.1610167 45.7602375, 18.1609909 45.7603538, 18.160959 45.7604498, 18.1609217 45.7605563)",,
40929979,False,,,Ulica Stjepana Radića,residential,,False,34.673,"LINESTRING (18.1609217 45.7605563, 18.1608034 45.760857)",,
