osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,lanes,junction
166417853,True,Trg kralja Tomislava,unclassified,False,246.5,"LINESTRING (17.4333791 43.049669, 17.4332907 43.0496444, 17.4332269 43.0496264, 17.433153 43.0495765, 17.4331006 43.0495071, 17.4327861 43.0491242, 17.4326715 43.0489818, 17.4326548 43.0489425, 17.4326602 43.0489002, 17.4327031 43.0488563, 17.4328265 43.048803, 17.4329479 43.0487573, 17.4330536 43.0487153, 17.4331156 43.0487134, 17.4331669 43.0487396, 17.4332652 43.0488726, 17.4334952 43.049163, 17.4336366 43.0493469, 17.4336702 43.0493694, 17.43371 43.0493852, 17.4337745 43.0493942)",,,,
168190080,False,Trg kralja Tomislava,primary,False,45.896,"LINESTRING (17.4333791 43.049669, 17.4334023 43.0496122, 17.4334452 43.0495621, 17.433499 43.0495243, 17.4335875 43.049478, 17.4337745 43.0493942)",D413,,,
168190080,False,Trg kralja Tomislava,primary,True,55.007999999999996,"LINESTRING (17.4333791 43.049669, 17.4333768 43.0497411, 17.4333924 43.0498011, 17.4334222 43.0498558, 17.4335443 43.0500094, 17.4336268 43.0501189)",D413,,,
168190080,False,Trg kralja Tomislava,primary,True,10.033,"LINESTRING (17.4363868 43.048443, 17.4362762 43.0484831)",D413,,,
210568220,True,Crna rika,secondary,False,311.372,"LINESTRING (17.4363868 43.048443, 17.4364437 43.0485277, 17.4368942 43.0490071, 17.4372854 43.049319, 17.4377532 43.0496171, 17.4379258 43.049715, 17.4380302 43.0497743, 17.4383901 43.0499098, 17.4387062 43.0500194, 17.438866 43.0500646, 17.4389186 43.0501229, 17.4389355 43.050168, 17.4389433 43.050246, 17.4389003 43.0503616)",6216,,,
150990698,False,,secondary,False,121.007,"LINESTRING (17.4380961 43.0531328, 17.4382603 43.0534531, 17.4384537 43.0536755, 17.4388756 43.0539062, 17.4389846 43.0539627)",6216,,,
"[537940952, 150990697, 150990698]",False,,secondary,True,55.17100000000001,"LINESTRING (17.4380961 43.0531328, 17.4380573 43.0528998, 17.4380664 43.0527909, 17.4380694 43.0527745, 17.4380939 43.0526399)",6216,yes,,
"[440603043, 440603044, 39267350]",False,,unclassified,False,137.572,"LINESTRING (17.4400303 43.0542937, 17.4400971 43.0542928, 17.4402972 43.054292, 17.4411233 43.0542826, 17.4414398 43.0542933, 17.4415793 43.0543218, 17.4416955 43.0543767)",,yes,2,
1217207411,True,,unclassified,False,52.074000000000005,"LINESTRING (17.4400303 43.0542937, 17.4399202 43.0543163, 17.4395106 43.0543095, 17.4393938 43.0543075)",,,,
184267977,False,,residential,False,72.08000000000001,"LINESTRING (17.4389476 43.0543092, 17.4389237 43.0546076, 17.4389204 43.0547853, 17.4389344 43.0549566)",,,,
440603039,False,,secondary,False,49.697,"LINESTRING (17.4389476 43.0543092, 17.4387208 43.0542861, 17.4386287 43.0542558, 17.4385062 43.0542047, 17.4383979 43.0541392)",6216,,2,
700717608,True,,secondary,False,24.542,"LINESTRING (17.4389476 43.0543092, 17.4390758 43.0542686, 17.4391424 43.0542341, 17.4392018 43.0541942)",6216,,,
184267503,False,Ulica Franje Luke Vladimirovića,residential,False,205.903,"LINESTRING (17.4383979 43.0541392, 17.4382792 43.0543429, 17.4382201 43.054462, 17.4381913 43.0545764, 17.4382257 43.0547342, 17.438267 43.0548699, 17.4383411 43.0550266, 17.4384387 43.0551881, 17.4385428 43.0553428, 17.4387951 43.0555596, 17.439003 43.0557435, 17.4390357 43.0557882)",,,,
440603039,False,,secondary,False,211.675,"LINESTRING (17.4383979 43.0541392, 17.4383388 43.0540407, 17.4381414 43.0536089, 17.4380346 43.0534901, 17.4379059 43.0534247, 17.4377403 43.0533923, 17.4376126 43.0534078, 17.4365806 43.0538301)",6216,,2,
440603039,False,,secondary,True,49.697,"LINESTRING (17.4383979 43.0541392, 17.4385062 43.0542047, 17.4386287 43.0542558, 17.4387208 43.0542861, 17.4389476 43.0543092)",6216,,2,
573527141,False,Obala neretljanskih gusara,unclassified,True,144.508,"LINESTRING (17.436372 43.0523147, 17.4380939 43.0526399)",,,,
"[150990704, 537940953, 172898126]",False,"['Obala Neretljanskih Gusara', 'Uica Vladimira Nazora']",residential,True,52.077999999999996,"LINESTRING (17.436372 43.0523147, 17.436373 43.0524557, 17.4363659 43.05264, 17.4363651 43.0527159, 17.4363534 43.0527487, 17.4363329 43.0527783)",,yes,,
"[744174468, 573527141]",False,"['Trg kralja Tomislava', 'Obala neretljanskih gusara']",unclassified,False,358.7959999999999,"LINESTRING (17.436372 43.0523147, 17.4359552 43.0521752, 17.4356847 43.0520847, 17.4353433 43.051963, 17.4347601 43.0517535, 17.4345422 43.0516702, 17.4344827 43.0516444, 17.43442 43.0516163, 17.4343233 43.051564, 17.4342361 43.051501, 17.4341692 43.0514327, 17.4340992 43.0513284, 17.4340424 43.051175, 17.4339931 43.051029, 17.4338428 43.0505704, 17.4337968 43.0504429, 17.4337381 43.0503181, 17.4336732 43.0501866, 17.4336268 43.0501189)",,,,
67494930,True,Ulica Vladimira Nazora,residential,False,19.853,"LINESTRING (17.4363329 43.0527783, 17.4363984 43.0528331, 17.4364534 43.0528681, 17.436515 43.0528951)",,,,
"[150990704, 537940953, 172898126]",False,"['Obala Neretljanskih Gusara', 'Uica Vladimira Nazora']",residential,False,52.078,"LINESTRING (17.4363329 43.0527783, 17.4363534 43.0527487, 17.4363651 43.0527159, 17.4363659 43.05264, 17.436373 43.0524557, 17.436372 43.0523147)",,yes,,
172898126,False,Uica Vladimira Nazora,residential,True,187.951,"LINESTRING (17.4363329 43.0527783, 17.4362725 43.0528224, 17.4361864 43.0528581, 17.4360827 43.0528922, 17.4358487 43.0529623, 17.43563 43.0530339, 17.4354425 43.0531116, 17.4353349 43.0531718, 17.4352643 43.0532447, 17.4352242 43.0533207, 17.4352081 43.0533484, 17.435169 43.0535133, 17.4352156 43.0539999)",,,,
38120429,False,Stjepana Radića,residential,True,69.405,"LINESTRING (17.4310823 43.0563309, 17.4308747 43.0564368, 17.4306805 43.0566099, 17.4304936 43.0567764)",,,,
"[310791291, 172898124]",False,"['Obala Dr. Franje Tuđmana', 'Antuna Gustava Matoša']",residential,False,433.12300000000005,"LINESTRING (17.4310823 43.0563309, 17.4312462 43.0560987, 17.4316592 43.0554519, 17.4317075 43.0552363, 17.4317665 43.0550756, 17.4319597 43.0549541, 17.432059 43.0548417, 17.4328609 43.0547307, 17.4349525 43.0544574, 17.4350419 43.054446)",,,,
172898126,False,Uica Vladimira Nazora,residential,False,159.80600000000004,"LINESTRING (17.4310823 43.0563309, 17.4313224 43.0564419, 17.4316719 43.0565252, 17.4320723 43.0565001, 17.432793 43.0563701, 17.4328557 43.0563609, 17.4329606 43.0563455)",,,,
67494926,True,,unclassified,False,52.246,"LINESTRING (17.4394097 43.0541734, 17.4396836 43.0542396, 17.4398292 43.054263, 17.4400303 43.0542937)",,,,
67494934,True,,secondary,False,16.683,"LINESTRING (17.4394097 43.0541734, 17.4394317 43.0541988, 17.4394414 43.0542279, 17.4394379 43.0542578, 17.4394214 43.0542853, 17.4393938 43.0543075)",6216,,,roundabout
67494934,True,,secondary,False,6.23,"LINESTRING (17.4393938 43.0543075, 17.4393605 43.0543213, 17.439323 43.0543273)",6216,,,roundabout
210568219,False,Crna rika,secondary,True,47.154,"LINESTRING (17.4380939 43.0526399, 17.4382379 43.0522291)",6216,,,
573527141,False,Obala neretljanskih gusara,unclassified,False,144.508,"LINESTRING (17.4380939 43.0526399, 17.436372 43.0523147)",,,,
"[537940952, 150990697, 150990698]",False,,secondary,False,55.171,"LINESTRING (17.4380939 43.0526399, 17.4380694 43.0527745, 17.4380664 43.0527909, 17.4380573 43.0528998, 17.4380961 43.0531328)",6216,yes,,
838272049,True,,secondary,False,23.766,"LINESTRING (17.4392401 43.0543093, 17.4389476 43.0543092)",6216,,,
838272047,True,,secondary,False,14.254000000000001,"LINESTRING (17.4392401 43.0543093, 17.4392151 43.0542914, 17.4391977 43.0542691, 17.4391894 43.0542442, 17.4391908 43.0542186, 17.4392018 43.0541942)",6216,,,roundabout
700717610,True,,secondary,False,31.284,"LINESTRING (17.4392018 43.0541942, 17.4391498 43.0541328, 17.439108 43.0540836, 17.439046 43.0540321, 17.4389846 43.0539627)",6216,,,
838272046,True,,secondary,False,13.343,"LINESTRING (17.4392018 43.0541942, 17.4392256 43.0541698, 17.4392589 43.0541522, 17.4392982 43.0541434, 17.4393392 43.0541442)",6216,,,roundabout
67494934,True,,secondary,False,7.133,"LINESTRING (17.439323 43.0543273, 17.4392794 43.0543236, 17.4392401 43.0543093)",6216,,,roundabout
168190080,False,Trg kralja Tomislava,primary,False,106.4,"LINESTRING (17.4337745 43.0493942, 17.434259 43.049187, 17.4343746 43.0491366, 17.4349297 43.0489458)",D413,,,
168190080,False,Trg kralja Tomislava,primary,True,45.896,"LINESTRING (17.4337745 43.0493942, 17.4335875 43.049478, 17.433499 43.0495243, 17.4334452 43.0495621, 17.4334023 43.0496122, 17.4333791 43.049669)",D413,,,
168190076,False,,primary,True,89.51000000000002,"LINESTRING (17.4336268 43.0501189, 17.4335147 43.0501709, 17.4333242 43.0502713, 17.4333857 43.0503407, 17.4334965 43.0504668, 17.4332414 43.0505756, 17.4331356 43.0506175)",D413,,2,
168190080,False,Trg kralja Tomislava,primary,False,55.00799999999999,"LINESTRING (17.4336268 43.0501189, 17.4335443 43.0500094, 17.4334222 43.0498558, 17.4333924 43.0498011, 17.4333768 43.0497411, 17.4333791 43.049669)",D413,,,
