osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,lanes,tunnel
42408039,D1,Ulica Filipa Grabovca,primary,50,False,False,51.607,"LINESTRING (16.6396254 43.7073448, 16.639649 43.7074454, 16.6396612 43.7074715, 16.6397678 43.7077001, 16.639809 43.7077885)",,,,
"[45565525, 45565526, 40882151]",,Ulica Ante Starčevića,unclassified,50,False,True,120.782,"LINESTRING (16.6396254 43.7073448, 16.6392791 43.7073649, 16.6390599 43.707352, 16.6388866 43.7073395, 16.6387008 43.707314, 16.6384014 43.7072901, 16.6381333 43.7072625)",5,yes,,
314521313,D219,Vrlička ulica,primary,50,False,True,121.369,"LINESTRING (16.6396254 43.7073448, 16.6394675 43.7072542, 16.63934 43.7071424, 16.6391489 43.7068504, 16.6389811 43.7063882)",6,,,
39469051,,Ulica Ante Starčevića,unclassified,50,False,True,62.97,"LINESTRING (16.6381333 43.7072625, 16.6377332 43.7072218, 16.6373565 43.7071894)",5,,,
"[45565525, 45565526, 40882151]",,Ulica Ante Starčevića,unclassified,50,False,False,120.782,"LINESTRING (16.6381333 43.7072625, 16.6384014 43.7072901, 16.6387008 43.707314, 16.6388866 43.7073395, 16.6390599 43.707352, 16.6392791 43.7073649, 16.6396254 43.7073448)",5,yes,,
208191958,,,unclassified,,False,False,66.863,"LINESTRING (16.6381333 43.7072625, 16.6382726 43.7077329, 16.6382946 43.7078521)",,,,
58417638,D219,Put Odrine,primary,50,False,False,72.042,"LINESTRING (16.6346203 43.7044284, 16.6352993 43.7043398, 16.6355004 43.7043067)",6,,,
98842937,D219,Put Odrine,primary,50,False,True,157.426,"LINESTRING (16.6346203 43.7044284, 16.6343274 43.7044665, 16.6340505 43.7045075, 16.6338323 43.7045424, 16.633631 43.7045715, 16.6331311 43.7046875, 16.6327419 43.7048098)",6,,,
315896266,,Domaldova ulica,unclassified,,False,True,19.374000000000002,"LINESTRING (16.6346203 43.7044284, 16.6346117 43.7043937, 16.6345778 43.7042569)",3,,2,
39469230,,Brekin Put,unclassified,50,False,True,141.673,"LINESTRING (16.635189 43.7053446, 16.6350658 43.7054011, 16.6349207 43.705467, 16.6347297 43.7056204, 16.6344772 43.7058581, 16.6343385 43.7059383, 16.6342077 43.7059859, 16.6340829 43.7060962, 16.6339893 43.7062433)",6,,,
58417758,,Ulica braće Radić,unclassified,50,True,False,80.507,"LINESTRING (16.635189 43.7053446, 16.6349372 43.7050725, 16.6348897 43.7049431, 16.6348586 43.7048581, 16.6347848 43.7046916)",,,2,
39158949,,Ulica Ante Starčevića,unclassified,50,False,True,118.785,"LINESTRING (16.6373565 43.7071894, 16.6370768 43.7071462, 16.6368034 43.7070874, 16.6361383 43.706898, 16.6359585 43.70685)",5,,,
39172256,,Čosin potok,unclassified,30,False,False,60.532999999999994,"LINESTRING (16.6373565 43.7071894, 16.6373885 43.7073802, 16.6373924 43.7074036, 16.6374916 43.7077243)",3,,,
39469051,,Ulica Ante Starčevića,unclassified,50,False,False,62.97,"LINESTRING (16.6373565 43.7071894, 16.6377332 43.7072218, 16.6381333 43.7072625)",5,,,
58417759,,Ulica braće Radić,unclassified,50,True,False,272.301,"LINESTRING (16.6373565 43.7071894, 16.6372656 43.707021, 16.6368623 43.7065286, 16.6366654 43.7063653, 16.6364649 43.7061991, 16.6363933 43.7061397, 16.6355178 43.7055898, 16.635189 43.7053446)",,,,
58418097,,Ulica Antuna Konstatina Matasa,unclassified,50,True,False,270.993,"LINESTRING (16.6374832 43.7048917, 16.6375512 43.7050683, 16.6377239 43.7054514, 16.6379232 43.7058937, 16.6379087 43.7064854, 16.6381333 43.7072625)",,,,
39088391,,Ulica Vladimira Nazora,unclassified,50,True,False,104.347,"LINESTRING (16.6387111 43.7045891, 16.6386449 43.7046048, 16.6380423 43.7047393, 16.6377403 43.7048178, 16.6375734 43.7048623, 16.6375072 43.7048835, 16.6374862 43.7048907, 16.6374832 43.7048917)",6,,,
39469637,D219,Vrlička ulica,primary,50,False,True,118.614,"LINESTRING (16.6387111 43.7045891, 16.6384357 43.7042434, 16.6383471 43.7041451, 16.6379314 43.7036839)",6,,2,
"[314521312, 314521313, 98749287]",D219,Vrlička ulica,primary,50,False,False,177.18200000000002,"LINESTRING (16.6387111 43.7045891, 16.6387629 43.7046395, 16.6388675 43.7047788, 16.6389525 43.70492, 16.6389721 43.7049524, 16.6389891 43.7050185, 16.6390066 43.7050695, 16.6389937 43.7051429, 16.6389207 43.7054054, 16.6388648 43.7056701, 16.6388765 43.7058979, 16.6389106 43.7061221)",6,yes,,
39469072,D219,Put Odrine,primary,50,False,True,85.33099999999999,"LINESTRING (16.6379314 43.7036839, 16.6376641 43.7037917, 16.6376257 43.7038072, 16.6374774 43.7038571, 16.6373236 43.7039084, 16.637219 43.7039397, 16.636974 43.7040133)",6,,,
"[316013915, 39469607]",,Vrlička ulica,"['unclassified', 'residential']",50,False,True,117.48199999999999,"LINESTRING (16.6379314 43.7036839, 16.637888 43.7036357, 16.6377339 43.7034662, 16.6375587 43.7033014, 16.6374602 43.7031768, 16.6373583 43.7030644, 16.6372795 43.7029066, 16.6372125 43.7027724)","['4', '6']",,,
39469637,D219,Vrlička ulica,primary,50,False,False,118.614,"LINESTRING (16.6379314 43.7036839, 16.6383471 43.7041451, 16.6384357 43.7042434, 16.6387111 43.7045891)",6,,2,
39085940,,Ulica Antuna Konstatina Matasa,unclassified,50,True,False,106.05099999999999,"LINESTRING (16.636974 43.7040133, 16.636985 43.7040299, 16.6372578 43.7044404, 16.6374706 43.7048617, 16.6374796 43.7048802, 16.6374832 43.7048917)",,,,
39469072,D219,Put Odrine,primary,50,False,False,85.331,"LINESTRING (16.636974 43.7040133, 16.637219 43.7039397, 16.6373236 43.7039084, 16.6374774 43.7038571, 16.6376257 43.7038072, 16.6376641 43.7037917, 16.6379314 43.7036839)",6,,,
58417638,D219,Put Odrine,primary,50,False,True,65.96799999999999,"LINESTRING (16.636974 43.7040133, 16.6369169 43.7040279, 16.6365302 43.7041091, 16.6361847 43.7041752)",6,,,
"[431498480, 431498479]",,Ivaniša Nelipića,unclassified,,False,False,58.093,"LINESTRING (16.636974 43.7040133, 16.6369653 43.7039957, 16.636953 43.7039724, 16.6368777 43.7038145, 16.6368239 43.7038089, 16.6367662 43.7038139, 16.6366292 43.7038272, 16.6364502 43.7038446)",3,,2,
"[42408366, 39128982]",,Ivaniša Nelipića,unclassified,30,False,False,186.18800000000002,"LINESTRING (16.6364502 43.7038446, 16.6364389 43.7037057, 16.6364043 43.7032785, 16.6364023 43.7032472, 16.6363839 43.7029526, 16.6363818 43.7029184, 16.6363805 43.7027788, 16.6363791 43.7026334, 16.6363778 43.7024898, 16.6363838 43.7023194, 16.6363294 43.7022596, 16.6362264 43.7022432)","['3.5', '3']",,,
39297700,,Ivana Frankopana,unclassified,,False,True,31.340000000000003,"LINESTRING (16.6364502 43.7038446, 16.6360924 43.7038649, 16.6360617 43.7038679)",4,,,
"[431498480, 431498479]",,Ivaniša Nelipića,unclassified,,False,True,58.09300000000001,"LINESTRING (16.6364502 43.7038446, 16.6366292 43.7038272, 16.6367662 43.7038139, 16.6368239 43.7038089, 16.6368777 43.7038145, 16.636953 43.7039724, 16.6369653 43.7039957, 16.636974 43.7040133)",3,,2,
39128983,,Šilanovac,unclassified,30,False,False,223.29700000000003,"LINESTRING (16.6358535 43.7022343, 16.6356765 43.7023095, 16.6355136 43.7025346, 16.6354122 43.7026603, 16.6353699 43.7027652, 16.635173 43.7027688, 16.6351545 43.7029246, 16.6351566 43.7030143, 16.6351512 43.7030782, 16.6351544 43.703104, 16.6351874 43.7031422, 16.6352586 43.7031983, 16.6353377 43.7032352, 16.6355686 43.7033542, 16.6355615 43.7035732, 16.6354719 43.7038242)",3.5,,,
"[39159312, 98749298, 157413870]",,"['Ulica Andrije Kačića Miošića', 'Andrije Kačića Miošića']",unclassified,30,False,"[False, True]",71.202,"LINESTRING (16.6358535 43.7022343, 16.6358784 43.7020697, 16.6356595 43.7019928, 16.6354318 43.7019258, 16.6352988 43.7018522)","['4', '3']",,,
39128983,,Šilanovac,unclassified,30,False,True,223.297,"LINESTRING (16.6354719 43.7038242, 16.6355615 43.7035732, 16.6355686 43.7033542, 16.6353377 43.7032352, 16.6352586 43.7031983, 16.6351874 43.7031422, 16.6351544 43.703104, 16.6351512 43.7030782, 16.6351566 43.7030143, 16.6351545 43.7029246, 16.635173 43.7027688, 16.6353699 43.7027652, 16.6354122 43.7026603, 16.6355136 43.7025346, 16.6356765 43.7023095, 16.6358535 43.7022343)",3.5,,,
39260406,,Šilanovac,unclassified,30,False,False,53.708,"LINESTRING (16.6354719 43.7038242, 16.6354733 43.7038505, 16.635495 43.7042657, 16.6355004 43.7043067)",3.5,,,
39297700,,Ivana Frankopana,unclassified,,False,False,47.873000000000005,"LINESTRING (16.6354719 43.7038242, 16.6357525 43.7038246, 16.6360617 43.7038679)",4,,,
39297700,,Ivana Frankopana,unclassified,,False,False,31.340000000000003,"LINESTRING (16.6360617 43.7038679, 16.6360924 43.7038649, 16.6364502 43.7038446)",4,,,
39297700,,Ivana Frankopana,unclassified,,False,True,47.873000000000005,"LINESTRING (16.6360617 43.7038679, 16.6357525 43.7038246, 16.6354719 43.7038242)",4,,,
51273088,,Ivana Frankopana,unclassified,,False,False,35.59,"LINESTRING (16.6360617 43.7038679, 16.6361741 43.7041574, 16.6361847 43.7041752)",3,,,
51273088,,Ivana Frankopana,unclassified,,False,True,35.59,"LINESTRING (16.6361847 43.7041752, 16.6361741 43.7041574, 16.6360617 43.7038679)",3,,,
58417638,D219,Put Odrine,primary,50,False,False,65.96799999999999,"LINESTRING (16.6361847 43.7041752, 16.6365302 43.7041091, 16.6369169 43.7040279, 16.636974 43.7040133)",6,,,
58417638,D219,Put Odrine,primary,50,False,True,56.921,"LINESTRING (16.6361847 43.7041752, 16.6357981 43.7042526, 16.6357578 43.7042599, 16.6355004 43.7043067)",6,,,
39314863,D219,Put Odrine,primary,50,False,False,9.338,"LINESTRING (16.6305721 43.7050076, 16.630687 43.70502)",6,,,
44189379,D219,Put Pavića,primary,50,False,True,65.357,"LINESTRING (16.6305721 43.7050076, 16.6303998 43.705009, 16.6302209 43.7050191, 16.629875 43.7050454, 16.6297618 43.7050514)",6,,,
"[44772231, 99465392, 44772255]",,"['Ulica fra Ivana Markovića', 'Fra Ivana Markovića']",unclassified,50,False,"[False, True]",365.93700000000007,"LINESTRING (16.6305721 43.7050076, 16.6306294 43.7049786, 16.6307596 43.7049589, 16.631024 43.7049286, 16.6313507 43.7049066, 16.6315968 43.7048662, 16.6318514 43.7046873, 16.6319732 43.704566, 16.632104 43.7044601, 16.6322507 43.704342, 16.6324918 43.7041995, 16.6327483 43.7041002, 16.633049 43.7040284, 16.633138 43.7039968, 16.6335694 43.7036854, 16.6339298 43.7034245, 16.6340888 43.7033079, 16.6342072 43.7032318)",5,,,
98749286,,Batonova,unclassified,30,False,True,69.197,"LINESTRING (16.6305721 43.7050076, 16.6305732 43.7050451, 16.6305707 43.7052679, 16.6305962 43.7053255, 16.630634 43.7054107, 16.6306947 43.7055597, 16.6307281 43.705611)",4,,,
